Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Workers,Industry,"Wholesale trade",11763,"(+/- 1676 )",9828,"(+/- 2349 )",7329,"(+/- 1716 )",14187,"(+/- 2150 )",6748,"(+/- 1840 )",9108,"(+/- 1538 )",12113,"(+/- 1625 )"
Workers,Industry,"Retail trade",44173,"(+/- 3997 )",45932,"(+/- 3629 )",44073,"(+/- 3794 )",52975,"(+/- 4361 )",44443,"(+/- 3488 )",44706,"(+/- 3640 )",47293,"(+/- 3674 )"
Workers,Industry,"Transportation and warehousing, and utilities",21809,"(+/- 2820 )",14276,"(+/- 2009 )",23080,"(+/- 3028 )",23515,"(+/- 2376 )",17567,"(+/- 2455 )",25891,"(+/- 2925 )",27867,"(+/- 3253 )"
Workers,Industry,Information,16822,"(+/- 2265 )",11814,"(+/- 2152 )",4699,"(+/- 1225 )",9977,"(+/- 1591 )",7478,"(+/- 1473 )",14365,"(+/- 1769 )",8845,"(+/- 1409 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",42127,"(+/- 4064 )",33286,"(+/- 3464 )",18835,"(+/- 2629 )",32021,"(+/- 2928 )",27843,"(+/- 3114 )",43903,"(+/- 3301 )",26509,"(+/- 2900 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",96820,"(+/- 5266 )",74688,"(+/- 3977 )",35417,"(+/- 3097 )",60476,"(+/- 4281 )",54072,"(+/- 4241 )",69742,"(+/- 4826 )",62303,"(+/- 4036 )"
Workers,Industry,"Educational services, and health care and social assistance",103904,"(+/- 4876 )",102703,"(+/- 5119 )",80956,"(+/- 5673 )",93185,"(+/- 4501 )",90241,"(+/- 5265 )",93728,"(+/- 4975 )",90510,"(+/- 5814 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",35905,"(+/- 3434 )",41241,"(+/- 3962 )",40527,"(+/- 3836 )",35479,"(+/- 3977 )",35314,"(+/- 3861 )",29215,"(+/- 3112 )",33698,"(+/- 4086 )"
Workers,Industry,"Other services, except public administration",24221,"(+/- 3007 )",18973,"(+/- 2521 )",19632,"(+/- 2798 )",21501,"(+/- 2475 )",22024,"(+/- 2384 )",20212,"(+/- 2917 )",22983,"(+/- 2403 )"
Workers,Industry,"Public administration",17884,"(+/- 2207 )",14700,"(+/- 2179 )",22929,"(+/- 2624 )",21332,"(+/- 2631 )",20990,"(+/- 2824 )",19085,"(+/- 2165 )",21463,"(+/- 2409 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",482388,"(+/- 6505 )",441150,"(+/- 7178 )",360777,"(+/- 7057 )",463347,"(+/- 6808 )",380645,"(+/- 7137 )",441786,"(+/- 7958 )",432013,"(+/- 7116 )"
Workers,"Class of Worker","Private wage and salary workers",397880,"(+/- 6207 )",349823,"(+/- 7893 )",264060,"(+/- 7206 )",366516,"(+/- 8073 )",292072,"(+/- 7438 )",360078,"(+/- 8375 )",352503,"(+/- 7379 )"
Workers,"Class of Worker","Government workers",55594,"(+/- 4167 )",60996,"(+/- 3780 )",61988,"(+/- 3939 )",64332,"(+/- 4737 )",65313,"(+/- 3989 )",54294,"(+/- 3710 )",56089,"(+/- 4149 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",28086,"(+/- 3430 )",29937,"(+/- 2807 )",33677,"(+/- 3219 )",31667,"(+/- 3275 )",22439,"(+/- 2726 )",27151,"(+/- 2713 )",22334,"(+/- 2847 )"
Workers,"Class of Worker","Unpaid family workers",828,"(+/- 461 )",394,"(+/- 227 )",1052,"(+/- 461 )",832,"(+/- 489 )",821,"(+/- 510 )",263,"(+/- 239 )",1087,"(+/- 785 )"
Housing,"Housing Occupancy","Total housing units",405274,"(+/- 2405 )",402033,"(+/- 3611 )",374657,"(+/- 3441 )",353196,"(+/- 3733 )",349419,"(+/- 2133 )",326220,"(+/- 3538 )",329984,"(+/- 3012 )"
Housing,"Housing Occupancy","Occupied housing units",377896,"(+/- 3844 )",338177,"(+/- 4678 )",311517,"(+/- 3880 )",335600,"(+/- 4057 )",325137,"(+/- 3709 )",309933,"(+/- 4201 )",314782,"(+/- 3489 )"
Housing,"Housing Occupancy","Vacant housing units",27378,"(+/- 3262 )",63856,"(+/- 4029 )",63140,"(+/- 3592 )",17596,"(+/- 2035 )",24282,"(+/- 3431 )",16287,"(+/- 2564 )",15202,"(+/- 2150 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.9,"(+/- 0.4 )",0.5,"(+/- 0.3 )",0.7,"(+/- 0.4 )",0.7,"(+/- 0.4 )",1.1,"(+/- 0.5 )",0.6,"(+/- 0.3 )",0.4,"(+/- 0.3 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.1,"(+/- 0.9 )",8.4,"(+/- 1.5 )",6.9,"(+/- 1.6 )",4.9,"(+/- 1.3 )",3.1,"(+/- 1.1 )",6.3,"(+/- 1.6 )",4.9,"(+/- 1.1 )"
Housing,"Housing Tenure","Occupied housing units",377896,"(+/- 3844 )",338177,"(+/- 4678 )",311517,"(+/- 3880 )",335600,"(+/- 4057 )",325137,"(+/- 3709 )",309933,"(+/- 4201 )",314782,"(+/- 3489 )"
Housing,"Housing Tenure",Owner-occupied,199702,"(+/- 5029 )",223779,"(+/- 5093 )",224430,"(+/- 5032 )",249529,"(+/- 4676 )",221012,"(+/- 4714 )",216442,"(+/- 4780 )",211339,"(+/- 3784 )"
Housing,"Housing Tenure",Renter-occupied,178194,"(+/- 5436 )",114398,"(+/- 4978 )",87087,"(+/- 4730 )",86071,"(+/- 4475 )",104125,"(+/- 4287 )",93491,"(+/- 4303 )",103443,"(+/- 3343 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.44,"(+/- 0.04 )",2.50,"(+/- 0.04 )",2.54,"(+/- 0.04 )",2.74,"(+/- 0.04 )",2.58,"(+/- 0.04 )",2.76,"(+/- 0.04 )",2.62,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.90,"(+/- 0.05 )",2.11,"(+/- 0.08 )",2.10,"(+/- 0.08 )",2.44,"(+/- 0.08 )",2.29,"(+/- 0.07 )",2.47,"(+/- 0.08 )",2.27,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",377896,"(+/- 3844 )",338177,"(+/- 4678 )",311517,"(+/- 3880 )",335600,"(+/- 4057 )",325137,"(+/- 3709 )",309933,"(+/- 4201 )",314782,"(+/- 3489 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",153317,"(+/- 5553 )",119008,"(+/- 5141 )",89625,"(+/- 5491 )",103404,"(+/- 4272 )",114840,"(+/- 5051 )",98891,"(+/- 4416 )",102303,"(+/- 4317 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",84947,"(+/- 4532 )",68982,"(+/- 3523 )",72561,"(+/- 4749 )",85398,"(+/- 4670 )",77166,"(+/- 4911 )",72293,"(+/- 3845 )",68922,"(+/- 4322 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",48865,"(+/- 3295 )",46634,"(+/- 3555 )",40048,"(+/- 3629 )",43894,"(+/- 2954 )",36464,"(+/- 3090 )",43223,"(+/- 2841 )",38562,"(+/- 2969 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",44285,"(+/- 3133 )",54226,"(+/- 3518 )",53034,"(+/- 3379 )",56626,"(+/- 3304 )",51890,"(+/- 3431 )",53355,"(+/- 2971 )",49121,"(+/- 3161 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",22721,"(+/- 2237 )",29423,"(+/- 2611 )",30317,"(+/- 2462 )",27605,"(+/- 2393 )",27617,"(+/- 2266 )",25534,"(+/- 2241 )",30026,"(+/- 2354 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",23761,"(+/- 2162 )",19904,"(+/- 1985 )",25932,"(+/- 2259 )",18673,"(+/- 2009 )",17160,"(+/- 1924 )",16637,"(+/- 1287 )",25848,"(+/- 2312 )"
Housing,Value,"Owner-occupied units",199702,"(+/- 5029 )",223779,"(+/- 5093 )",224430,"(+/- 5032 )",249529,"(+/- 4676 )",221012,"(+/- 4714 )",216442,"(+/- 4780 )",211339,"(+/- 3784 )"
Housing,Value,"Less than $50,000",3895,"(+/- 1228 )",6623,"(+/- 1720 )",10988,"(+/- 1676 )",10826,"(+/- 1887 )",8285,"(+/- 1500 )",3859,"(+/- 799 )",7726,"(+/- 1455 )"
Housing,Value,"$50,000 to $99,999",842,"(+/- 370 )",3691,"(+/- 1069 )",10261,"(+/- 1439 )",8449,"(+/- 1300 )",2948,"(+/- 822 )",3424,"(+/- 983 )",3731,"(+/- 1063 )"
Housing,Value,"$100,000 to $149,999",2139,"(+/- 749 )",1931,"(+/- 887 )",12382,"(+/- 1932 )",7030,"(+/- 1021 )",4792,"(+/- 1046 )",1253,"(+/- 398 )",1831,"(+/- 799 )"
Housing,Value,"$150,000 to $199,999",2668,"(+/- 659 )",1474,"(+/- 589 )",20800,"(+/- 2342 )",8341,"(+/- 1505 )",5518,"(+/- 1144 )",2543,"(+/- 808 )",2458,"(+/- 662 )"
Housing,Value,"$200,000 to $299,999",13602,"(+/- 1926 )",8370,"(+/- 1578 )",42550,"(+/- 2918 )",22258,"(+/- 2142 )",33753,"(+/- 2301 )",14727,"(+/- 1819 )",15504,"(+/- 2144 )"
Housing,Value,"$300,000 to $499,999",66342,"(+/- 4504 )",63041,"(+/- 3663 )",66751,"(+/- 3855 )",88150,"(+/- 4383 )",100280,"(+/- 3971 )",80651,"(+/- 4013 )",94113,"(+/- 3930 )"
Housing,Value,"$500,000 to $999,999",86091,"(+/- 4746 )",105911,"(+/- 4574 )",41734,"(+/- 2980 )",90849,"(+/- 3266 )",60131,"(+/- 3235 )",97711,"(+/- 4132 )",79434,"(+/- 3903 )"
Housing,Value,"$1,000,000 or more",24123,"(+/- 2002 )",32738,"(+/- 2502 )",18964,"(+/- 2304 )",13626,"(+/- 1633 )",5305,"(+/- 1181 )",12274,"(+/- 1184 )",6542,"(+/- 1165 )"
Housing,Value,"Median (dollars)",542300,"(+/- 13988 )",594800,"(+/- 10635 )",340800,"(+/- 9231 )",457600,"(+/- 5268 )",396000,"(+/- 5894 )",505700,"(+/- 10109 )",461400,"(+/- 5850 )"
Housing,"Mortgage Status","Owner-occupied units",199702,"(+/- 5029 )",223779,"(+/- 5093 )",224430,"(+/- 5032 )",249529,"(+/- 4676 )",221012,"(+/- 4714 )",216442,"(+/- 4780 )",211339,"(+/- 3784 )"
Housing,"Mortgage Status","Housing units with a mortgage",148326,"(+/- 4536 )",152065,"(+/- 4962 )",134439,"(+/- 5121 )",177266,"(+/- 4401 )",155797,"(+/- 4972 )",161027,"(+/- 4089 )",148223,"(+/- 4889 )"
Housing,"Mortgage Status","Housing units without a mortgage",51376,"(+/- 3241 )",71714,"(+/- 3268 )",89991,"(+/- 4006 )",72263,"(+/- 3711 )",65215,"(+/- 3810 )",55415,"(+/- 3086 )",63116,"(+/- 3690 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",148326,"(+/- 4536 )",152065,"(+/- 4962 )",134439,"(+/- 5121 )",177266,"(+/- 4401 )",155797,"(+/- 4972 )",161027,"(+/- 4089 )",148223,"(+/- 4889 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1516,"(+/- 796 )",1330,"(+/- 976 )",1550,"(+/- 638 )",1626,"(+/- 587 )",730,"(+/- 371 )",971,"(+/- 426 )",2051,"(+/- 812 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",8408,"(+/- 1330 )",6381,"(+/- 1368 )",20985,"(+/- 2484 )",12046,"(+/- 1506 )",12006,"(+/- 1662 )",4580,"(+/- 937 )",7128,"(+/- 1386 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",22929,"(+/- 2354 )",22650,"(+/- 2403 )",40250,"(+/- 3101 )",29093,"(+/- 2982 )",35105,"(+/- 2550 )",25914,"(+/- 2582 )",27283,"(+/- 2675 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",35383,"(+/- 3175 )",31910,"(+/- 2874 )",31865,"(+/- 2675 )",43685,"(+/- 3293 )",50464,"(+/- 3441 )",38804,"(+/- 2653 )",43583,"(+/- 2961 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",32005,"(+/- 3042 )",32809,"(+/- 2652 )",17263,"(+/- 2477 )",40345,"(+/- 3247 )",33716,"(+/- 3057 )",38342,"(+/- 2623 )",32554,"(+/- 2702 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",20946,"(+/- 2341 )",22197,"(+/- 2457 )",10281,"(+/- 1459 )",24304,"(+/- 2196 )",12564,"(+/- 1866 )",26663,"(+/- 2724 )",19067,"(+/- 2309 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",27139,"(+/- 2277 )",34788,"(+/- 3025 )",12245,"(+/- 1908 )",26167,"(+/- 2237 )",11212,"(+/- 1854 )",25753,"(+/- 2281 )",16557,"(+/- 1922 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2093,"(+/- 45 )",2210,"(+/- 39 )",1557,"(+/- 36 )",2027,"(+/- 42 )",1797,"(+/- 31 )",2134,"(+/- 33 )",1935,"(+/- 37 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",51376,"(+/- 3241 )",71714,"(+/- 3268 )",89991,"(+/- 4006 )",72263,"(+/- 3711 )",65215,"(+/- 3810 )",55415,"(+/- 3086 )",63116,"(+/- 3690 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1456,"(+/- 487 )",4218,"(+/- 1168 )",12755,"(+/- 1677 )",6087,"(+/- 1203 )",6022,"(+/- 1307 )",2464,"(+/- 756 )",4187,"(+/- 1092 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",7203,"(+/- 1154 )",7699,"(+/- 1227 )",28426,"(+/- 2562 )",11526,"(+/- 1266 )",14128,"(+/- 1807 )",5486,"(+/- 940 )",8405,"(+/- 1515 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",17665,"(+/- 1766 )",21431,"(+/- 2413 )",26783,"(+/- 2304 )",24316,"(+/- 2244 )",22663,"(+/- 2470 )",16649,"(+/- 1451 )",22645,"(+/- 2402 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",13019,"(+/- 1755 )",18176,"(+/- 2215 )",11040,"(+/- 1459 )",16244,"(+/- 1937 )",13289,"(+/- 1661 )",16821,"(+/- 1726 )",15438,"(+/- 1757 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",4440,"(+/- 987 )",10239,"(+/- 1552 )",4454,"(+/- 920 )",7133,"(+/- 1332 )",5792,"(+/- 1404 )",7135,"(+/- 1230 )",6649,"(+/- 1301 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",7593,"(+/- 1162 )",9951,"(+/- 1404 )",6533,"(+/- 1526 )",6957,"(+/- 1405 )",3321,"(+/- 976 )",6860,"(+/- 1077 )",5792,"(+/- 1329 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",592,"(+/- 15 )",625,"(+/- 20 )",428,"(+/- 17 )",557,"(+/- 14 )",509,"(+/- 17 )",631,"(+/- 14 )",566,"(+/- 17 )"
Housing,"Gross Rent","Occupied units paying rent",174590,"(+/- 5404 )",110178,"(+/- 4891 )",81208,"(+/- 4633 )",80479,"(+/- 4453 )",100606,"(+/- 4319 )",90746,"(+/- 4311 )",101582,"(+/- 3364 )"
Housing,"Gross Rent","Less than $500",9647,"(+/- 1879 )",2759,"(+/- 1041 )",9136,"(+/- 1306 )",6686,"(+/- 1173 )",4090,"(+/- 1218 )",1933,"(+/- 763 )",4015,"(+/- 1306 )"
Housing,"Gross Rent","$500 to $999",17130,"(+/- 2251 )",10908,"(+/- 2038 )",31145,"(+/- 2827 )",13832,"(+/- 1591 )",15327,"(+/- 2433 )",6655,"(+/- 1387 )",8352,"(+/- 1618 )"
Housing,"Gross Rent","$1,000 to $1,499",55351,"(+/- 3787 )",31509,"(+/- 3404 )",22818,"(+/- 3024 )",25569,"(+/- 3036 )",35338,"(+/- 3487 )",28722,"(+/- 2964 )",33367,"(+/- 3285 )"
Housing,"Gross Rent","$1,500 to $1,999",49285,"(+/- 3745 )",32487,"(+/- 3440 )",11487,"(+/- 2130 )",21674,"(+/- 2137 )",30587,"(+/- 3288 )",29248,"(+/- 2784 )",34168,"(+/- 3536 )"
Housing,"Gross Rent","$2,000 to $2,499",26031,"(+/- 2915 )",18327,"(+/- 2577 )",2634,"(+/- 1184 )",6986,"(+/- 1415 )",11365,"(+/- 1772 )",14812,"(+/- 2474 )",15159,"(+/- 2398 )"
Housing,"Gross Rent","$2,500 to $2,999",9650,"(+/- 1846 )",7199,"(+/- 1766 )",1839,"(+/- 836 )",3699,"(+/- 1224 )",2075,"(+/- 718 )",6555,"(+/- 1349 )",3708,"(+/- 1143 )"
Housing,"Gross Rent","$3,000 or more",7496,"(+/- 1588 )",6989,"(+/- 1216 )",2149,"(+/- 1067 )",2033,"(+/- 799 )",1824,"(+/- 677 )",2821,"(+/- 832 )",2813,"(+/- 1004 )"
Housing,"Gross Rent","Median (dollars)",1552,"(+/- 30 )",1653,"(+/- 43 )",1007,"(+/- 45 )",1397,"(+/- 33 )",1426,"(+/- 41 )",1638,"(+/- 40 )",1574,"(+/- 38 )"
Housing,"Gross Rent","No rent paid",3604,"(+/- 1138 )",4220,"(+/- 1225 )",5879,"(+/- 1405 )",5592,"(+/- 1155 )",3519,"(+/- 1233 )",2745,"(+/- 845 )",1861,"(+/- 671 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",377896,"(+/- 3844 )",338177,"(+/- 4678 )",311517,"(+/- 3880 )",335600,"(+/- 4057 )",325137,"(+/- 3709 )",309933,"(+/- 4201 )",314782,"(+/- 3489 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",21584,"(+/- 2464 )",16236,"(+/- 2319 )",20603,"(+/- 2414 )",13655,"(+/- 1752 )",12686,"(+/- 1691 )",12635,"(+/- 1655 )",13193,"(+/- 2238 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",12359,"(+/- 1728 )",6622,"(+/- 1175 )",11021,"(+/- 1504 )",9405,"(+/- 1519 )",8007,"(+/- 1619 )",7655,"(+/- 2017 )",8385,"(+/- 1851 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",20767,"(+/- 2743 )",17132,"(+/- 2059 )",26979,"(+/- 2729 )",17550,"(+/- 2284 )",17145,"(+/- 2820 )",12476,"(+/- 2005 )",13725,"(+/- 1968 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",21353,"(+/- 2568 )",19565,"(+/- 2378 )",27611,"(+/- 2578 )",20394,"(+/- 2382 )",21594,"(+/- 2555 )",15069,"(+/- 2253 )",21251,"(+/- 2139 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",34383,"(+/- 2813 )",30608,"(+/- 3201 )",35394,"(+/- 3840 )",30650,"(+/- 2853 )",39368,"(+/- 3137 )",30610,"(+/- 2642 )",35377,"(+/- 3298 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",60130,"(+/- 3737 )",51039,"(+/- 3948 )",55967,"(+/- 3678 )",49730,"(+/- 3498 )",60488,"(+/- 4369 )",50530,"(+/- 3939 )",49167,"(+/- 3383 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",48380,"(+/- 4012 )",41892,"(+/- 3536 )",41068,"(+/- 3326 )",45175,"(+/- 3174 )",45382,"(+/- 3570 )",38647,"(+/- 2794 )",46912,"(+/- 3184 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",69074,"(+/- 4316 )",61618,"(+/- 4536 )",46954,"(+/- 3167 )",67021,"(+/- 3558 )",61670,"(+/- 4094 )",60026,"(+/- 3666 )",63831,"(+/- 3960 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",38056,"(+/- 3258 )",38952,"(+/- 3234 )",20025,"(+/- 2615 )",38714,"(+/- 3596 )",30509,"(+/- 3079 )",39339,"(+/- 2805 )",31794,"(+/- 3207 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",51810,"(+/- 3242 )",54513,"(+/- 3435 )",25895,"(+/- 2709 )",43306,"(+/- 3595 )",28288,"(+/- 2867 )",42946,"(+/- 2833 )",31147,"(+/- 2572 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",83308,"(+/- 1671 )",90771,"(+/- 2946 )",63601,"(+/- 2362 )",88802,"(+/- 3001 )",76462,"(+/- 2103 )",92522,"(+/- 2896 )",83096,"(+/- 2165 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",117333,"(+/- 3273 )",125591,"(+/- 3885 )",92908,"(+/- 4094 )",114993,"(+/- 3322 )",98793,"(+/- 2979 )",119367,"(+/- 2987 )",103172,"(+/- 2616 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",831809,"(+/- 5548 )",815181,"(+/- 6587 )",760427,"(+/- 4993 )",897681,"(+/- 7787 )",791349,"(+/- 4378 )",827014,"(+/- 9015 )",792036,"(+/- 7168 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",752158,"(+/- 8757 )",770375,"(+/- 7448 )",691979,"(+/- 7436 )",832276,"(+/- 8667 )",738801,"(+/- 7558 )",754188,"(+/- 11193 )",720360,"(+/- 9968 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",573289,"(+/- 11400 )",631529,"(+/- 12339 )",465073,"(+/- 11114 )",651371,"(+/- 11452 )",569895,"(+/- 10726 )",581952,"(+/- 12802 )",532192,"(+/- 12483 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",253730,"(+/- 9742 )",227435,"(+/- 7690 )",336723,"(+/- 11237 )",280231,"(+/- 8212 )",284798,"(+/- 10397 )",253078,"(+/- 10750 )",266388,"(+/- 9483 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",79651,"(+/- 6526 )",44806,"(+/- 4705 )",68448,"(+/- 6123 )",65405,"(+/- 5842 )",52548,"(+/- 6286 )",72826,"(+/- 7421 )",71676,"(+/- 7206 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",169096,"(+/- 3575 )",166790,"(+/- 3989 )",168345,"(+/- 2262 )",232849,"(+/- 4183 )",198246,"(+/- 1878 )",208527,"(+/- 5449 )",173752,"(+/- 5194 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",8680,"(+/- 2280 )",5525,"(+/- 1740 )",10727,"(+/- 2161 )",8315,"(+/- 2206 )",8217,"(+/- 2491 )",12214,"(+/- 2844 )",7422,"(+/- 2450 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.5,"(+/- 1.2 )",4.5,"(+/- 0.9 )",8.4,"(+/- 1.3 )",6.3,"(+/- 0.8 )",6.4,"(+/- 1.1 )",4.6,"(+/- 0.7 )",5.6,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.6,"(+/- 2.1 )",7.7,"(+/- 1.9 )",13.0,"(+/- 2.5 )",9.0,"(+/- 1.4 )",10.2,"(+/- 1.9 )",7.4,"(+/- 1.3 )",8.5,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",10.1,"(+/- 5.2 )",11.6,"(+/- 6.3 )",13.5,"(+/- 5.8 )",7.2,"(+/- 4.0 )",11.7,"(+/- 4.9 )",5.9,"(+/- 4.3 )",7.5,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.7,"(+/- 0.9 )",2.6,"(+/- 0.7 )",4.1,"(+/- 0.9 )",4.5,"(+/- 0.9 )",2.7,"(+/- 0.8 )",2.1,"(+/- 0.5 )",2.4,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.1,"(+/- 1.5 )",3.6,"(+/- 1.5 )",4.8,"(+/- 1.9 )",5.9,"(+/- 1.7 )",4.2,"(+/- 1.5 )",2.9,"(+/- 1.0 )",3.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.3,"(+/- 2.1 )",4.0,"(+/- 3.9 )",2.8,"(+/- 3.2 )",3.4,"(+/- 2.6 )",4.6,"(+/- 3.2 )",4.0,"(+/- 4.1 )",3.5,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",20.5,"(+/- 3.9 )",16.5,"(+/- 4.7 )",26.7,"(+/- 5.0 )",20.1,"(+/- 4.1 )",24.9,"(+/- 5.6 )",15.9,"(+/- 4.0 )",17.7,"(+/- 3.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",28.6,"(+/- 6.4 )",23.5,"(+/- 7.4 )",34.0,"(+/- 6.7 )",25.7,"(+/- 5.3 )",33.2,"(+/- 7.3 )",21.2,"(+/- 5.6 )",25.7,"(+/- 6.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",38.7,"(+/- 27.2 )",46.2,"(+/- 21.2 )",46.1,"(+/- 17.6 )",32.6,"(+/- 23.7 )",51.1,"(+/- 17.8 )",17.8,"(+/- 15.7 )",30.2,"(+/- 18.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",10.8,"(+/- 1.0 )",10.0,"(+/- 0.9 )",11.7,"(+/- 1.0 )",9.0,"(+/- 0.9 )",9.6,"(+/- 1.1 )",7.8,"(+/- 0.7 )",9.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",13.9,"(+/- 2.6 )",9.4,"(+/- 2.6 )",14.4,"(+/- 2.6 )",11.7,"(+/- 2.0 )",11.4,"(+/- 2.5 )",10.2,"(+/- 1.8 )",12.3,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.4,"(+/- 2.5 )",8.9,"(+/- 2.5 )",13.9,"(+/- 2.6 )",11.4,"(+/- 1.9 )",11.0,"(+/- 2.5 )",9.9,"(+/- 1.7 )",12.1,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",13.8,"(+/- 4.1 )",12.1,"(+/- 4.0 )",17.4,"(+/- 5.1 )",13.2,"(+/- 2.8 )",13.9,"(+/- 4.4 )",8.7,"(+/- 3.1 )",12.6,"(+/- 3.8 )"
