Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",397,"(+/- 14 )",471,"(+/- 15 )",498,"(+/- 18 )",434,"(+/- 14 )"
Housing,"Gross Rent","Occupied units paying rent",146227,"(+/- 5192 )",105180,"(+/- 4411 )",125502,"(+/- 6333 )",95471,"(+/- 4893 )"
Housing,"Gross Rent","Less than $500",5114,"(+/- 1047 )",5089,"(+/- 1354 )",897,"(+/- 618 )",3050,"(+/- 989 )"
Housing,"Gross Rent","$500 to $999",48674,"(+/- 3412 )",25810,"(+/- 2471 )",9937,"(+/- 1687 )",18646,"(+/- 2482 )"
Housing,"Gross Rent","$1,000 to $1,499",65743,"(+/- 4218 )",38313,"(+/- 2847 )",48198,"(+/- 4046 )",37549,"(+/- 3437 )"
Housing,"Gross Rent","$1,500 to $1,999",21000,"(+/- 2463 )",25592,"(+/- 2699 )",47831,"(+/- 4228 )",27647,"(+/- 2624 )"
Housing,"Gross Rent","$2,000 to $2,499",4179,"(+/- 1183 )",6412,"(+/- 1768 )",13601,"(+/- 2686 )",7141,"(+/- 1775 )"
Housing,"Gross Rent","$2,500 to $2,999",476,"(+/- 348 )",1966,"(+/- 937 )",3066,"(+/- 1006 )",1006,"(+/- 564 )"
Housing,"Gross Rent","$3,000 or more",1041,"(+/- 527 )",1998,"(+/- 704 )",1972,"(+/- 794 )",432,"(+/- 382 )"
Housing,"Gross Rent","Median (dollars)",1119,"(+/- 17 )",1269,"(+/- 33 )",1539,"(+/- 35 )",1353,"(+/- 29 )"
Housing,"Gross Rent","No rent paid",3389,"(+/- 991 )",3490,"(+/- 820 )",2866,"(+/- 882 )",4707,"(+/- 1273 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",260719,"(+/- 5844 )",303611,"(+/- 3301 )",343373,"(+/- 6164 )",283677,"(+/- 5970 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",29104,"(+/- 2380 )",17845,"(+/- 2275 )",20441,"(+/- 2869 )",18570,"(+/- 2308 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",13176,"(+/- 1558 )",9275,"(+/- 1885 )",7225,"(+/- 1976 )",8705,"(+/- 1662 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",29933,"(+/- 2203 )",17396,"(+/- 1913 )",19869,"(+/- 2301 )",19774,"(+/- 2144 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",30823,"(+/- 3028 )",23534,"(+/- 2266 )",25775,"(+/- 2961 )",23979,"(+/- 2967 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",37465,"(+/- 3152 )",32480,"(+/- 3422 )",36347,"(+/- 3460 )",31895,"(+/- 2655 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",47811,"(+/- 3590 )",52130,"(+/- 4019 )",55534,"(+/- 3968 )",55254,"(+/- 3930 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",31449,"(+/- 2867 )",42864,"(+/- 2958 )",44410,"(+/- 3744 )",40201,"(+/- 3527 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",24928,"(+/- 2379 )",57193,"(+/- 3882 )",60936,"(+/- 4427 )",48062,"(+/- 4265 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",7593,"(+/- 1383 )",25741,"(+/- 2589 )",34342,"(+/- 3684 )",19440,"(+/- 2626 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",8437,"(+/- 1370 )",25153,"(+/- 2443 )",38494,"(+/- 3255 )",17797,"(+/- 2295 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",45126,"(+/- 1553 )",74468,"(+/- 2460 )",78693,"(+/- 2647 )",67150,"(+/- 2124 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",61802,"(+/- 2169 )",99597,"(+/- 3819 )",106889,"(+/- 3477 )",85036,"(+/- 2738 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",682029,"(+/- 19616 )",756608,"(+/- 4477 )",879841,"(+/- 17812 )",787282,"(+/- 17088 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",555336,"(+/- 16748 )",690120,"(+/- 6790 )",803803,"(+/- 17852 )",694837,"(+/- 17028 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",314260,"(+/- 13383 )",525663,"(+/- 9331 )",623987,"(+/- 18113 )",483064,"(+/- 16671 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",293913,"(+/- 10848 )",255972,"(+/- 9021 )",279572,"(+/- 13548 )",305807,"(+/- 11716 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",126693,"(+/- 8536 )",66488,"(+/- 6052 )",76038,"(+/- 7548 )",92445,"(+/- 7819 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",155863,"(+/- 8423 )",170733,"(+/- 2636 )",204245,"(+/- 10578 )",201051,"(+/- 9870 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",17823,"(+/- 3539 )",11480,"(+/- 2688 )",14643,"(+/- 3637 )",19286,"(+/- 3961 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",18.0,"(+/- 1.7 )",6.9,"(+/- 1.3 )",8.1,"(+/- 1.1 )",11.4,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",26.4,"(+/- 3.0 )",8.2,"(+/- 1.9 )",12.6,"(+/- 2.0 )",17.7,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",31.2,"(+/- 8.9 )",5.4,"(+/- 3.7 )",12.8,"(+/- 4.7 )",20.1,"(+/- 7.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",12.7,"(+/- 1.8 )",4.3,"(+/- 1.0 )",5.8,"(+/- 1.2 )",6.4,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.6,"(+/- 3.7 )",3.2,"(+/- 1.4 )",8.9,"(+/- 2.4 )",8.5,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.3,"(+/- 15.1 )",1.4,"(+/- 1.5 )",12.9,"(+/- 6.4 )",12.3,"(+/- 7.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",30.9,"(+/- 3.3 )",13.7,"(+/- 4.0 )",16.2,"(+/- 3.4 )",25.3,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.0,"(+/- 5.3 )",17.5,"(+/- 6.3 )",24.3,"(+/- 5.2 )",32.2,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",42.0,"(+/- 14.1 )",18.8,"(+/- 18.5 )",20.4,"(+/- 15.1 )",23.0,"(+/- 12.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",22.3,"(+/- 1.5 )",10.6,"(+/- 1.2 )",10.7,"(+/- 1.2 )",14.2,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",31.0,"(+/- 3.8 )",11.1,"(+/- 2.5 )",14.1,"(+/- 2.8 )",20.6,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",30.6,"(+/- 3.8 )",10.4,"(+/- 2.4 )",13.9,"(+/- 2.8 )",20.3,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",33.9,"(+/- 6.4 )",8.5,"(+/- 3.1 )",17.2,"(+/- 5.2 )",23.7,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",29.4,"(+/- 4.0 )",11.0,"(+/- 2.7 )",12.7,"(+/- 2.5 )",19.3,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",20.0,"(+/- 1.3 )",10.4,"(+/- 1.1 )",9.8,"(+/- 1.0 )",12.1,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",18.7,"(+/- 2.3 )",11.6,"(+/- 2.2 )",7.0,"(+/- 1.3 )",10.1,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",19.4,"(+/- 2.0 )",7.1,"(+/- 1.3 )",8.8,"(+/- 1.4 )",12.3,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.8,"(+/- 2.2 )",21.6,"(+/- 2.5 )",18.2,"(+/- 1.9 )",22.9,"(+/- 2.2 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",144155,"(+/- 7139 )",173793,"(+/- 4412 )",203076,"(+/- 9957 )",188389,"(+/- 9149 )"
Education,"School Enrollment","Nursery school, preschool",3011,"(+/- 915 )",7920,"(+/- 1460 )",7829,"(+/- 1702 )",6746,"(+/- 1644 )"
Education,"School Enrollment",Kindergarten,7485,"(+/- 1601 )",7894,"(+/- 1616 )",9927,"(+/- 2380 )",9811,"(+/- 2111 )"
Education,"School Enrollment","Elementary school (grades 1-8)",65480,"(+/- 5119 )",72744,"(+/- 2918 )",86578,"(+/- 6849 )",85712,"(+/- 5684 )"
Education,"School Enrollment","High school (grades 9-12)",34700,"(+/- 3138 )",37535,"(+/- 2671 )",45031,"(+/- 4439 )",47255,"(+/- 3757 )"
Education,"School Enrollment","College or graduate school",33479,"(+/- 3189 )",47700,"(+/- 3339 )",53711,"(+/- 4988 )",38865,"(+/- 3760 )"
Education,"Educational Attainment","Population 25 years and over",473489,"(+/- 12838 )",541815,"(+/- 3259 )",626916,"(+/- 11806 )",550606,"(+/- 12240 )"
Education,"Educational Attainment","Less than 9th grade",51024,"(+/- 4469 )",26680,"(+/- 2964 )",16766,"(+/- 2775 )",34638,"(+/- 3598 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",52392,"(+/- 4869 )",34112,"(+/- 3505 )",22087,"(+/- 3083 )",43954,"(+/- 3764 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",150637,"(+/- 7516 )",140088,"(+/- 6225 )",142634,"(+/- 7959 )",164026,"(+/- 8422 )"
Education,"Educational Attainment","Some college, no degree",103354,"(+/- 6448 )",128362,"(+/- 5791 )",150748,"(+/- 8654 )",130062,"(+/- 7222 )"
Education,"Educational Attainment","Associate's degree",35065,"(+/- 3268 )",50792,"(+/- 3944 )",59493,"(+/- 4034 )",51286,"(+/- 4390 )"
Education,"Educational Attainment","Bachelor's degree",55835,"(+/- 3791 )",97614,"(+/- 5517 )",155457,"(+/- 8036 )",84302,"(+/- 5939 )"
Education,"Educational Attainment","Graduate or professional degree",25182,"(+/- 2490 )",64167,"(+/- 4522 )",79731,"(+/- 5989 )",42338,"(+/- 3398 )"
Education,"Educational Attainment","Percent high school graduate or higher",78.2,"(+/- 1.3 )",88.8,"(+/- 0.9 )",93.8,"(+/- 0.7 )",85.7,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",17.1,"(+/- 1.0 )",29.9,"(+/- 1.2 )",37.5,"(+/- 1.5 )",23.0,"(+/- 1.2 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",428716,G,292051,G,338385,G,172035,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",41,G,108,H,43,H,106,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",142,G,9738,H,238,G,2829,J
Business,"Paid employees for pay period including March 12",Utilities,1344,J,1694,H,783,J,934,J
Business,"Paid employees for pay period including March 12",Construction,21350,G,22752,G,30147,G,16815,G
Business,"Paid employees for pay period including March 12",Manufacturing,4848,G,25907,G,12949,G,6078,G
Business,"Paid employees for pay period including March 12","Wholesale trade",6500,G,14946,G,10623,G,6517,G
Business,"Paid employees for pay period including March 12","Retail trade",46976,G,38382,G,41819,G,28148,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",10926,H,16514,G,17642,H,13487,G
Business,"Paid employees for pay period including March 12",Information,4603,G,4746,H,6901,G,3160,H
Business,"Paid employees for pay period including March 12","Finance and insurance",8421,G,7470,G,17016,G,4623,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",11080,G,5750,G,11345,G,3268,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",15942,G,14875,G,19530,G,8509,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",12668,H,2144,G,9273,H,2227,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",24890,G,19350,G,36367,G,11669,G
Business,"Paid employees for pay period including March 12","Educational services",2444,H,2641,G,6102,G,3634,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",47613,G,38784,G,32720,G,23352,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",8069,G,8736,G,12896,G,4755,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",189827,H,47787,G,61568,G,25465,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10983,G,9674,G,10399,G,6418,G
Business,"Paid employees for pay period including March 12","Industries not classified",49,G,53,G,24,J,41,J
Business,"Annual payroll ($1,000)","Total for all sectors",16138729,G,14698455,G,15783825,G,7549786,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3016,J,4403,H,1056,G,3573,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",8957,G,1119712,J,15855,G,268335,J
Business,"Annual payroll ($1,000)",Utilities,161027,J,183259,H,98963,J,111739,J
Business,"Annual payroll ($1,000)",Construction,1315407,G,1417107,G,2004088,G,874046,G
Business,"Annual payroll ($1,000)",Manufacturing,190823,G,1809700,G,663110,G,308346,G
Business,"Annual payroll ($1,000)","Wholesale trade",333758,G,932731,G,727653,G,386896,G
Business,"Annual payroll ($1,000)","Retail trade",1385992,G,1281601,G,1278333,G,981748,H
Business,"Annual payroll ($1,000)","Transportation and warehousing",376480,H,844431,G,844478,H,558468,G
Business,"Annual payroll ($1,000)",Information,329787,G,361030,H,460168,G,187546,J
Business,"Annual payroll ($1,000)","Finance and insurance",573369,G,673360,G,1459126,G,321188,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",481158,G,280561,G,539479,G,143061,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1045965,G,1026517,G,1362441,G,679547,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",1130169,H,157842,G,854509,G,147990,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",695985,G,678280,G,1072321,G,432885,G
Business,"Annual payroll ($1,000)","Educational services",107680,G,85283,G,246710,G,146305,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2443311,G,2261173,G,1765967,G,1250256,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",200104,G,191931,G,794940,G,85503,G
Business,"Annual payroll ($1,000)","Accommodation and food services",5014949,H,1034123,G,1293963,G,477434,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",338695,G,351981,G,298238,G,183350,G
Business,"Annual payroll ($1,000)","Industries not classified",2097,G,3430,G,2427,G,1570,H
Business,"Total Establishments","Total for all sectors",18627,X,19681,X,20995,X,10784,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",5,X,32,X,8,X,13,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",7,X,108,X,20,X,39,X
Business,"Total Establishments",Utilities,16,X,53,X,16,X,33,X
Business,"Total Establishments",Construction,1051,X,1999,X,1333,X,989,X
Business,"Total Establishments",Manufacturing,359,X,800,X,459,X,282,X
Business,"Total Establishments","Wholesale trade",668,X,999,X,919,X,471,X
Business,"Total Establishments","Retail trade",2899,X,2228,X,2259,X,1261,X
Business,"Total Establishments","Transportation and warehousing",401,X,627,X,475,X,403,X
Business,"Total Establishments",Information,393,X,431,X,495,X,200,X
Business,"Total Establishments","Finance and insurance",1106,X,1174,X,1428,X,590,X
Business,"Total Establishments","Real estate and rental and leasing",1346,X,1327,X,1741,X,755,X
Business,"Total Establishments","Professional, scientific, and technical services",2522,X,2464,X,3372,X,1210,X
Business,"Total Establishments","Management of companies and enterprises",165,X,90,X,153,X,39,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1209,X,1289,X,1344,X,751,X
Business,"Total Establishments","Educational services",166,X,220,X,317,X,158,X
Business,"Total Establishments","Health care and social assistance",2212,X,1961,X,2603,X,1456,X
Business,"Total Establishments","Arts, entertainment, and recreation",442,X,455,X,657,X,221,X
Business,"Total Establishments","Accommodation and food services",2275,X,1817,X,1937,X,1050,X
Business,"Total Establishments","Other services (except public administration)",1328,X,1556,X,1394,X,830,X
Business,"Total Establishments","Industries not classified",57,X,51,X,65,X,33,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
