Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Total for all sectors",286801,G,335646,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",2657,H,1063,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",1550,G,580,G
Business,"Paid employees for pay period including March 12",Utilities,958,H,2925,J
Business,"Paid employees for pay period including March 12",Construction,30931,G,20752,G
Business,"Paid employees for pay period including March 12",Manufacturing,30839,G,32969,G
Business,"Paid employees for pay period including March 12","Wholesale trade",13109,G,19821,G
Business,"Paid employees for pay period including March 12","Retail trade",40797,G,44744,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",10245,G,11718,G
Business,"Paid employees for pay period including March 12",Information,9014,G,6572,G
Business,"Paid employees for pay period including March 12","Finance and insurance",10997,G,12052,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4336,G,4730,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",14170,G,23883,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2607,G,5277,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14703,G,18984,G
Business,"Paid employees for pay period including March 12","Educational services",4340,G,11885,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",44812,G,62596,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5245,G,5821,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",34919,G,37457,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10518,G,11754,G
Business,"Paid employees for pay period including March 12","Industries not classified",54,G,63,J
Business,"Annual payroll ($1,000)","Total for all sectors",12242132,G,15919233,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",117453,G,42676,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",115156,G,30432,G
Business,"Annual payroll ($1,000)",Utilities,85824,H,314303,J
Business,"Annual payroll ($1,000)",Construction,1570839,G,1047253,G
Business,"Annual payroll ($1,000)",Manufacturing,1522594,G,2374174,H
Business,"Annual payroll ($1,000)","Wholesale trade",862777,G,1360001,G
Business,"Annual payroll ($1,000)","Retail trade",1349151,G,1399763,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",450982,G,494522,G
Business,"Annual payroll ($1,000)",Information,529190,G,453234,H
Business,"Annual payroll ($1,000)","Finance and insurance",769465,G,828963,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",199736,G,207326,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",823747,G,1767234,H
Business,"Annual payroll ($1,000)","Management of companies and enterprises",195916,G,578596,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",500060,G,722469,H
Business,"Annual payroll ($1,000)","Educational services",133687,H,257795,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2035467,G,3014881,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",94747,G,99441,G
Business,"Annual payroll ($1,000)","Accommodation and food services",574849,G,565496,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",309023,G,359545,G
Business,"Annual payroll ($1,000)","Industries not classified",1469,G,1129,G
Business,"Total Establishments","Total for all sectors",25519,X,26030,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",370,X,132,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",65,X,46,X
Business,"Total Establishments",Utilities,78,X,133,X
Business,"Total Establishments",Construction,4935,X,3513,X
Business,"Total Establishments",Manufacturing,1038,X,892,X
Business,"Total Establishments","Wholesale trade",879,X,1167,X
Business,"Total Establishments","Retail trade",2823,X,3357,X
Business,"Total Establishments","Transportation and warehousing",838,X,1061,X
Business,"Total Establishments",Information,414,X,413,X
Business,"Total Establishments","Finance and insurance",1455,X,1501,X
Business,"Total Establishments","Real estate and rental and leasing",1664,X,1566,X
Business,"Total Establishments","Professional, scientific, and technical services",2282,X,2793,X
Business,"Total Establishments","Management of companies and enterprises",101,X,137,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1474,X,1299,X
Business,"Total Establishments","Educational services",304,X,299,X
Business,"Total Establishments","Health care and social assistance",2512,X,3296,X
Business,"Total Establishments","Arts, entertainment, and recreation",428,X,439,X
Business,"Total Establishments","Accommodation and food services",1973,X,2048,X
Business,"Total Establishments","Other services (except public administration)",1837,X,1895,X
Business,"Total Establishments","Industries not classified",49,X,43,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
