Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,"Commuting to Work","Mean travel time to work (minutes)",19.4,"(+/- 0.6 )",22.6,"(+/- 0.5 )",21.9,"(+/- 0.6 )",21.4,"(+/- 0.7 )",21.2,"(+/- 0.6 )",25.9,"(+/- 0.6 )",20.3,"(+/- 0.5 )",24.7,"(+/- 0.6 )"
Workers,Occupation,"Civilian employed population 16 years and over",360415,"(+/- 5508 )",400085,"(+/- 5716 )",389627,"(+/- 6572 )",368243,"(+/- 5366 )",401713,"(+/- 7474 )",398272,"(+/- 7348 )",326866,"(+/- 4017 )",312730,"(+/- 3746 )"
Workers,Occupation,"Management, business, science, and arts occupations",148813,"(+/- 5161 )",182416,"(+/- 5687 )",205383,"(+/- 7190 )",180157,"(+/- 5460 )",212713,"(+/- 6252 )",167436,"(+/- 6617 )",117385,"(+/- 3340 )",112223,"(+/- 3788 )"
Workers,Occupation,"Service occupations",55963,"(+/- 3613 )",55291,"(+/- 4208 )",50007,"(+/- 3968 )",55171,"(+/- 3536 )",58237,"(+/- 3915 )",54444,"(+/- 4177 )",52720,"(+/- 2944 )",56378,"(+/- 3224 )"
Workers,Occupation,"Sales and office occupations",62973,"(+/- 3865 )",82152,"(+/- 4800 )",76640,"(+/- 5090 )",66290,"(+/- 4381 )",71605,"(+/- 4912 )",83415,"(+/- 5048 )",62291,"(+/- 2586 )",59622,"(+/- 3240 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33330,"(+/- 2301 )",29725,"(+/- 2562 )",18100,"(+/- 2721 )",18883,"(+/- 2475 )",16241,"(+/- 2091 )",38373,"(+/- 3006 )",38214,"(+/- 2053 )",38788,"(+/- 2443 )"
Workers,Occupation,"Production, transportation, and material moving occupations",59336,"(+/- 3668 )",50501,"(+/- 3557 )",39497,"(+/- 3318 )",47742,"(+/- 4142 )",42917,"(+/- 3469 )",54604,"(+/- 4104 )",56256,"(+/- 2728 )",45719,"(+/- 2336 )"
Workers,Industry,"Civilian employed population 16 years and over",360415,"(+/- 5508 )",400085,"(+/- 5716 )",389627,"(+/- 6572 )",368243,"(+/- 5366 )",401713,"(+/- 7474 )",398272,"(+/- 7348 )",326866,"(+/- 4017 )",312730,"(+/- 3746 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",13479,"(+/- 1240 )",3937,"(+/- 803 )",2574,"(+/- 997 )",3210,"(+/- 1301 )",2504,"(+/- 927 )",7057,"(+/- 1631 )",21700,"(+/- 1628 )",9231,"(+/- 1201 )"
Workers,Industry,Construction,23504,"(+/- 1837 )",26407,"(+/- 2497 )",16495,"(+/- 2372 )",18197,"(+/- 2536 )",14347,"(+/- 1955 )",35711,"(+/- 3557 )",24483,"(+/- 1574 )",29966,"(+/- 2258 )"
Workers,Industry,Manufacturing,56130,"(+/- 3315 )",48409,"(+/- 3472 )",54739,"(+/- 3869 )",47768,"(+/- 2767 )",44856,"(+/- 3243 )",56337,"(+/- 3747 )",49748,"(+/- 2482 )",34355,"(+/- 2489 )"
Workers,Industry,"Wholesale trade",8139,"(+/- 1124 )",12149,"(+/- 1830 )",11074,"(+/- 1708 )",7805,"(+/- 1407 )",9242,"(+/- 1849 )",11694,"(+/- 1797 )",10932,"(+/- 1237 )",6835,"(+/- 1187 )"
Workers,Industry,"Retail trade",37054,"(+/- 2971 )",44120,"(+/- 3502 )",44646,"(+/- 3671 )",39334,"(+/- 3178 )",44943,"(+/- 3728 )",47228,"(+/- 3777 )",34515,"(+/- 2339 )",34758,"(+/- 2522 )"
Workers,Industry,"Transportation and warehousing, and utilities",17885,"(+/- 2049 )",24334,"(+/- 2581 )",15596,"(+/- 2639 )",17429,"(+/- 2190 )",15878,"(+/- 2111 )",21616,"(+/- 2293 )",16757,"(+/- 1498 )",17570,"(+/- 1464 )"
Workers,Industry,Information,3811,"(+/- 801 )",5433,"(+/- 1344 )",5610,"(+/- 1269 )",5406,"(+/- 967 )",7945,"(+/- 1457 )",2341,"(+/- 692 )",3533,"(+/- 617 )",3002,"(+/- 570 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",14410,"(+/- 1645 )",35227,"(+/- 3014 )",37814,"(+/- 3001 )",27740,"(+/- 2564 )",35280,"(+/- 3146 )",29257,"(+/- 2791 )",15714,"(+/- 1452 )",17703,"(+/- 1749 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",25237,"(+/- 2289 )",43811,"(+/- 3288 )",59266,"(+/- 4231 )",42529,"(+/- 2913 )",60323,"(+/- 4068 )",34074,"(+/- 3426 )",19926,"(+/- 1763 )",23540,"(+/- 1776 )"
Workers,Industry,"Educational services, and health care and social assistance",112352,"(+/- 4683 )",95114,"(+/- 5034 )",90551,"(+/- 4997 )",100044,"(+/- 5357 )",104411,"(+/- 5496 )",95986,"(+/- 5124 )",81045,"(+/- 3296 )",80810,"(+/- 3492 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",20319,"(+/- 2273 )",29490,"(+/- 2888 )",23525,"(+/- 2650 )",24711,"(+/- 2928 )",30709,"(+/- 3061 )",24379,"(+/- 2948 )",18867,"(+/- 1760 )",26134,"(+/- 2290 )"
Workers,Industry,"Other services, except public administration",16062,"(+/- 1880 )",15043,"(+/- 2017 )",16843,"(+/- 2335 )",17420,"(+/- 1956 )",18110,"(+/- 1981 )",18141,"(+/- 2797 )",15660,"(+/- 1566 )",14079,"(+/- 1547 )"
Workers,Industry,"Public administration",12033,"(+/- 1495 )",16611,"(+/- 2343 )",10894,"(+/- 1803 )",16650,"(+/- 2591 )",13165,"(+/- 2005 )",14451,"(+/- 1923 )",13986,"(+/- 1555 )",14747,"(+/- 1298 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",360415,"(+/- 5508 )",400085,"(+/- 5716 )",389627,"(+/- 6572 )",368243,"(+/- 5366 )",401713,"(+/- 7474 )",398272,"(+/- 7348 )",326866,"(+/- 4017 )",312730,"(+/- 3746 )"
Workers,"Class of Worker","Private wage and salary workers",293163,"(+/- 5932 )",329507,"(+/- 6084 )",333326,"(+/- 7628 )",299360,"(+/- 5572 )",329360,"(+/- 8190 )",334061,"(+/- 7512 )",253255,"(+/- 4379 )",247275,"(+/- 4183 )"
Workers,"Class of Worker","Government workers",43603,"(+/- 2868 )",51124,"(+/- 3736 )",38527,"(+/- 3002 )",53287,"(+/- 4391 )",50531,"(+/- 3950 )",45679,"(+/- 3853 )",47511,"(+/- 2751 )",43952,"(+/- 2171 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",23056,"(+/- 1790 )",19318,"(+/- 2327 )",17655,"(+/- 2135 )",15042,"(+/- 1955 )",21306,"(+/- 2554 )",17851,"(+/- 1978 )",25023,"(+/- 1421 )",20857,"(+/- 1697 )"
Workers,"Class of Worker","Unpaid family workers",593,"(+/- 254 )",136,"(+/- 93 )",119,"(+/- 142 )",554,"(+/- 470 )",516,"(+/- 419 )",681,"(+/- 434 )",1077,"(+/- 386 )",646,"(+/- 363 )"
Housing,"Housing Occupancy","Total housing units",298038,"(+/- 1323 )",288700,"(+/- 1312 )",304835,"(+/- 4217 )",301945,"(+/- 1819 )",337694,"(+/- 4139 )",286851,"(+/- 2850 )",329016,"(+/- 1808 )",370094,"(+/- 1421 )"
Housing,"Housing Occupancy","Occupied housing units",277369,"(+/- 2426 )",279831,"(+/- 2384 )",291538,"(+/- 4487 )",286041,"(+/- 2901 )",315240,"(+/- 4386 )",274177,"(+/- 3418 )",276251,"(+/- 2617 )",280586,"(+/- 3392 )"
Housing,"Housing Occupancy","Vacant housing units",20669,"(+/- 2260 )",8869,"(+/- 1729 )",13297,"(+/- 2517 )",15904,"(+/- 2644 )",22454,"(+/- 2584 )",12674,"(+/- 2122 )",52765,"(+/- 2085 )",89508,"(+/- 3020 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.7,"(+/- 0.3 )",0.5,"(+/- 0.3 )",0.5,"(+/- 0.3 )",0.7,"(+/- 0.4 )",0.7,"(+/- 0.3 )",0.2,"(+/- 0.2 )",0.5,"(+/- 0.2 )",0.5,"(+/- 0.2 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.6,"(+/- 1.6 )",2.8,"(+/- 1.3 )",3.4,"(+/- 1.4 )",8.7,"(+/- 2.0 )",7.1,"(+/- 1.4 )",4.0,"(+/- 2.1 )",6.6,"(+/- 1.3 )",4.5,"(+/- 1.4 )"
Housing,"Housing Tenure","Occupied housing units",277369,"(+/- 2426 )",279831,"(+/- 2384 )",291538,"(+/- 4487 )",286041,"(+/- 2901 )",315240,"(+/- 4386 )",274177,"(+/- 3418 )",276251,"(+/- 2617 )",280586,"(+/- 3392 )"
Housing,"Housing Tenure",Owner-occupied,208181,"(+/- 2990 )",220552,"(+/- 3446 )",219273,"(+/- 4769 )",190332,"(+/- 3286 )",174403,"(+/- 5223 )",220603,"(+/- 4086 )",209418,"(+/- 3227 )",222339,"(+/- 3506 )"
Housing,"Housing Tenure",Renter-occupied,69188,"(+/- 2977 )",59279,"(+/- 3404 )",72265,"(+/- 4331 )",95709,"(+/- 3388 )",140837,"(+/- 4593 )",53574,"(+/- 3702 )",66833,"(+/- 2944 )",58247,"(+/- 3087 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.53,"(+/- 0.03 )",2.73,"(+/- 0.03 )",2.65,"(+/- 0.05 )",2.66,"(+/- 0.03 )",2.44,"(+/- 0.05 )",2.78,"(+/- 0.04 )",2.48,"(+/- 0.03 )",2.46,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.05,"(+/- 0.07 )",2.13,"(+/- 0.10 )",2.08,"(+/- 0.11 )",2.07,"(+/- 0.07 )",2.00,"(+/- 0.06 )",2.21,"(+/- 0.13 )",1.97,"(+/- 0.06 )",1.97,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",277369,"(+/- 2426 )",279831,"(+/- 2384 )",291538,"(+/- 4487 )",286041,"(+/- 2901 )",315240,"(+/- 4386 )",274177,"(+/- 3418 )",276251,"(+/- 2617 )",280586,"(+/- 3392 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",68920,"(+/- 2796 )",68306,"(+/- 3873 )",71373,"(+/- 4463 )",75933,"(+/- 4109 )",109929,"(+/- 4668 )",66395,"(+/- 3569 )",61259,"(+/- 2680 )",61170,"(+/- 3023 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",57734,"(+/- 3168 )",65219,"(+/- 3896 )",67858,"(+/- 3564 )",71555,"(+/- 3932 )",67222,"(+/- 4213 )",58184,"(+/- 3709 )",58122,"(+/- 2516 )",58066,"(+/- 2856 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",33027,"(+/- 2135 )",32421,"(+/- 2336 )",38251,"(+/- 2735 )",33315,"(+/- 2616 )",40272,"(+/- 3005 )",36143,"(+/- 3432 )",37200,"(+/- 2359 )",37556,"(+/- 2267 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",50907,"(+/- 2480 )",51032,"(+/- 2856 )",48983,"(+/- 2997 )",41710,"(+/- 3282 )",42550,"(+/- 3034 )",53342,"(+/- 3462 )",53196,"(+/- 2258 )",57157,"(+/- 2706 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",30104,"(+/- 1785 )",35547,"(+/- 2506 )",34892,"(+/- 2770 )",32875,"(+/- 2940 )",27845,"(+/- 2089 )",31890,"(+/- 2374 )",30944,"(+/- 1550 )",32573,"(+/- 1988 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",36677,"(+/- 1930 )",27306,"(+/- 1785 )",30181,"(+/- 2303 )",30653,"(+/- 1797 )",27422,"(+/- 2293 )",28223,"(+/- 2411 )",35530,"(+/- 1518 )",34064,"(+/- 1827 )"
Housing,Value,"Owner-occupied units",208181,"(+/- 2990 )",220552,"(+/- 3446 )",219273,"(+/- 4769 )",190332,"(+/- 3286 )",174403,"(+/- 5223 )",220603,"(+/- 4086 )",209418,"(+/- 3227 )",222339,"(+/- 3506 )"
Housing,Value,"Less than $50,000",14808,"(+/- 1557 )",8780,"(+/- 1451 )",4703,"(+/- 985 )",6825,"(+/- 1377 )",4123,"(+/- 970 )",11627,"(+/- 2138 )",17111,"(+/- 1242 )",12875,"(+/- 1307 )"
Housing,Value,"$50,000 to $99,999",18957,"(+/- 1553 )",3708,"(+/- 1039 )",2215,"(+/- 573 )",2031,"(+/- 605 )",2160,"(+/- 784 )",2750,"(+/- 827 )",26221,"(+/- 1517 )",20610,"(+/- 1554 )"
Housing,Value,"$100,000 to $149,999",27828,"(+/- 2093 )",5386,"(+/- 968 )",4251,"(+/- 1086 )",7460,"(+/- 1415 )",6871,"(+/- 1367 )",7854,"(+/- 1186 )",29604,"(+/- 1827 )",28295,"(+/- 1821 )"
Housing,Value,"$150,000 to $199,999",33963,"(+/- 2364 )",11709,"(+/- 1477 )",10861,"(+/- 1478 )",16273,"(+/- 2090 )",14647,"(+/- 1690 )",19014,"(+/- 1898 )",34969,"(+/- 1924 )",33333,"(+/- 2165 )"
Housing,Value,"$200,000 to $299,999",53657,"(+/- 2434 )",62459,"(+/- 3206 )",49535,"(+/- 3923 )",54460,"(+/- 3212 )",56789,"(+/- 3436 )",63852,"(+/- 3365 )",48213,"(+/- 1748 )",58088,"(+/- 2704 )"
Housing,Value,"$300,000 to $499,999",42857,"(+/- 2270 )",93119,"(+/- 3705 )",87323,"(+/- 3849 )",72229,"(+/- 3253 )",64280,"(+/- 3632 )",88849,"(+/- 3344 )",37886,"(+/- 2020 )",50018,"(+/- 2295 )"
Housing,Value,"$500,000 to $999,999",13716,"(+/- 1269 )",33648,"(+/- 2553 )",51807,"(+/- 2887 )",28022,"(+/- 2066 )",20609,"(+/- 2075 )",24069,"(+/- 2365 )",13045,"(+/- 1178 )",16935,"(+/- 1405 )"
Housing,Value,"$1,000,000 or more",2395,"(+/- 609 )",1743,"(+/- 459 )",8578,"(+/- 1287 )",3032,"(+/- 738 )",4924,"(+/- 892 )",2588,"(+/- 749 )",2369,"(+/- 548 )",2185,"(+/- 436 )"
Housing,Value,"Median (dollars)",214600,"(+/- 4396 )",330400,"(+/- 5174 )",371900,"(+/- 6975 )",317700,"(+/- 5697 )",305900,"(+/- 6656 )",309300,"(+/- 5468 )",194600,"(+/- 3527 )",225900,"(+/- 3407 )"
Housing,"Mortgage Status","Owner-occupied units",208181,"(+/- 2990 )",220552,"(+/- 3446 )",219273,"(+/- 4769 )",190332,"(+/- 3286 )",174403,"(+/- 5223 )",220603,"(+/- 4086 )",209418,"(+/- 3227 )",222339,"(+/- 3506 )"
Housing,"Mortgage Status","Housing units with a mortgage",122301,"(+/- 3253 )",153898,"(+/- 3963 )",147199,"(+/- 4161 )",126370,"(+/- 3833 )",123973,"(+/- 4495 )",150260,"(+/- 4532 )",115011,"(+/- 2833 )",131505,"(+/- 3033 )"
Housing,"Mortgage Status","Housing units without a mortgage",85880,"(+/- 2603 )",66654,"(+/- 2866 )",72074,"(+/- 3580 )",63962,"(+/- 3325 )",50430,"(+/- 3220 )",70343,"(+/- 3811 )",94407,"(+/- 2621 )",90834,"(+/- 2825 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",122301,"(+/- 3253 )",153898,"(+/- 3963 )",147199,"(+/- 4161 )",126370,"(+/- 3833 )",123973,"(+/- 4495 )",150260,"(+/- 4532 )",115011,"(+/- 2833 )",131505,"(+/- 3033 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1483,"(+/- 392 )",896,"(+/- 366 )",589,"(+/- 322 )",676,"(+/- 361 )",964,"(+/- 441 )",938,"(+/- 505 )",1725,"(+/- 394 )",1677,"(+/- 493 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",23760,"(+/- 1937 )",10000,"(+/- 1550 )",6402,"(+/- 1203 )",8435,"(+/- 1486 )",6521,"(+/- 1201 )",11697,"(+/- 1833 )",26180,"(+/- 1741 )",28230,"(+/- 2074 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",43073,"(+/- 2431 )",36128,"(+/- 2932 )",26145,"(+/- 2510 )",30686,"(+/- 2919 )",31276,"(+/- 3090 )",38527,"(+/- 2919 )",41761,"(+/- 2157 )",45224,"(+/- 2604 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",28738,"(+/- 1955 )",45902,"(+/- 3165 )",38666,"(+/- 3013 )",38657,"(+/- 2733 )",42054,"(+/- 2603 )",46345,"(+/- 3537 )",27553,"(+/- 1603 )",31739,"(+/- 1960 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",12945,"(+/- 1261 )",31722,"(+/- 2932 )",28648,"(+/- 2500 )",22157,"(+/- 1703 )",21551,"(+/- 2027 )",31305,"(+/- 2644 )",9834,"(+/- 1015 )",14099,"(+/- 1259 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",5780,"(+/- 706 )",15371,"(+/- 1985 )",19059,"(+/- 1978 )",12644,"(+/- 1597 )",9247,"(+/- 1280 )",13213,"(+/- 1796 )",4035,"(+/- 612 )",5544,"(+/- 831 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",6522,"(+/- 1077 )",13879,"(+/- 1694 )",27690,"(+/- 2506 )",13115,"(+/- 1690 )",12360,"(+/- 1385 )",8235,"(+/- 1229 )",3923,"(+/- 573 )",4992,"(+/- 768 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1411,"(+/- 23 )",1818,"(+/- 32 )",2031,"(+/- 52 )",1786,"(+/- 37 )",1757,"(+/- 31 )",1721,"(+/- 24 )",1359,"(+/- 20 )",1397,"(+/- 22 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",85880,"(+/- 2603 )",66654,"(+/- 2866 )",72074,"(+/- 3580 )",63962,"(+/- 3325 )",50430,"(+/- 3220 )",70343,"(+/- 3811 )",94407,"(+/- 2621 )",90834,"(+/- 2825 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",5140,"(+/- 868 )",3108,"(+/- 877 )",1984,"(+/- 844 )",1292,"(+/- 469 )",1737,"(+/- 867 )",2610,"(+/- 814 )",7230,"(+/- 885 )",9258,"(+/- 1118 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",17581,"(+/- 1804 )",6612,"(+/- 1276 )",4005,"(+/- 1081 )",5448,"(+/- 1081 )",3508,"(+/- 949 )",8330,"(+/- 1471 )",19824,"(+/- 1298 )",19738,"(+/- 1391 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",29796,"(+/- 1820 )",20271,"(+/- 1674 )",17141,"(+/- 1983 )",17977,"(+/- 2003 )",14192,"(+/- 1396 )",25551,"(+/- 2522 )",33519,"(+/- 1731 )",31772,"(+/- 1647 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",20195,"(+/- 1691 )",20452,"(+/- 1843 )",21182,"(+/- 2007 )",19047,"(+/- 1599 )",15419,"(+/- 1716 )",19966,"(+/- 2331 )",20103,"(+/- 1358 )",16918,"(+/- 1243 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",7520,"(+/- 1077 )",9868,"(+/- 1447 )",14593,"(+/- 1697 )",11175,"(+/- 1555 )",7470,"(+/- 1220 )",9367,"(+/- 1443 )",8571,"(+/- 957 )",6941,"(+/- 778 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",5648,"(+/- 815 )",6343,"(+/- 969 )",13169,"(+/- 1563 )",9023,"(+/- 1430 )",8104,"(+/- 1285 )",4519,"(+/- 1023 )",5160,"(+/- 726 )",6207,"(+/- 901 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",535,"(+/- 11 )",630,"(+/- 14 )",720,"(+/- 20 )",667,"(+/- 15 )",671,"(+/- 18 )",591,"(+/- 14 )",515,"(+/- 9 )",500,"(+/- 10 )"
Housing,"Gross Rent","Occupied units paying rent",65815,"(+/- 2912 )",57783,"(+/- 3390 )",69829,"(+/- 4470 )",92990,"(+/- 3417 )",136619,"(+/- 4590 )",51778,"(+/- 3714 )",60763,"(+/- 2956 )",52964,"(+/- 3006 )"
Housing,"Gross Rent","Less than $500",9735,"(+/- 1523 )",3185,"(+/- 700 )",2922,"(+/- 899 )",8572,"(+/- 1476 )",13013,"(+/- 1740 )",4467,"(+/- 1328 )",10578,"(+/- 1421 )",8504,"(+/- 1144 )"
Housing,"Gross Rent","$500 to $999",29624,"(+/- 2209 )",13673,"(+/- 1919 )",9092,"(+/- 1683 )",21750,"(+/- 2446 )",28867,"(+/- 2995 )",19071,"(+/- 2301 )",34846,"(+/- 2632 )",24256,"(+/- 1776 )"
Housing,"Gross Rent","$1,000 to $1,499",17833,"(+/- 2147 )",22528,"(+/- 2470 )",26758,"(+/- 3216 )",38348,"(+/- 2946 )",51441,"(+/- 3789 )",16482,"(+/- 2140 )",11883,"(+/- 1851 )",13260,"(+/- 1721 )"
Housing,"Gross Rent","$1,500 to $1,999",5977,"(+/- 1220 )",13110,"(+/- 2271 )",18366,"(+/- 2370 )",16831,"(+/- 2115 )",27442,"(+/- 2968 )",8961,"(+/- 1968 )",2572,"(+/- 750 )",4628,"(+/- 968 )"
Housing,"Gross Rent","$2,000 to $2,499",1687,"(+/- 661 )",3795,"(+/- 1162 )",8293,"(+/- 1824 )",4834,"(+/- 1270 )",9987,"(+/- 1641 )",2032,"(+/- 871 )",789,"(+/- 287 )",1275,"(+/- 473 )"
Housing,"Gross Rent","$2,500 to $2,999",539,"(+/- 363 )",500,"(+/- 305 )",2237,"(+/- 781 )",1093,"(+/- 578 )",3612,"(+/- 1176 )",327,"(+/- 267 )",7,"(+/- 11 )",228,"(+/- 178 )"
Housing,"Gross Rent","$3,000 or more",420,"(+/- 227 )",992,"(+/- 536 )",2161,"(+/- 894 )",1562,"(+/- 834 )",2257,"(+/- 859 )",438,"(+/- 353 )",88,"(+/- 74 )",813,"(+/- 439 )"
Housing,"Gross Rent","Median (dollars)",895,"(+/- 34 )",1249,"(+/- 52 )",1430,"(+/- 41 )",1175,"(+/- 25 )",1239,"(+/- 27 )",1055,"(+/- 44 )",768,"(+/- 27 )",878,"(+/- 26 )"
Housing,"Gross Rent","No rent paid",3373,"(+/- 600 )",1496,"(+/- 509 )",2436,"(+/- 1027 )",2719,"(+/- 950 )",4218,"(+/- 1255 )",1796,"(+/- 575 )",6070,"(+/- 998 )",5283,"(+/- 864 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",277369,"(+/- 2426 )",279831,"(+/- 2384 )",291538,"(+/- 4487 )",286041,"(+/- 2901 )",315240,"(+/- 4386 )",274177,"(+/- 3418 )",276251,"(+/- 2617 )",280586,"(+/- 3392 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",12639,"(+/- 1526 )",7631,"(+/- 1276 )",7724,"(+/- 1357 )",13730,"(+/- 1971 )",17491,"(+/- 2510 )",8100,"(+/- 1665 )",14470,"(+/- 1580 )",14866,"(+/- 1229 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",9906,"(+/- 1549 )",5135,"(+/- 1175 )",6793,"(+/- 1789 )",8553,"(+/- 1558 )",12770,"(+/- 2059 )",6377,"(+/- 1465 )",11763,"(+/- 1417 )",10550,"(+/- 1164 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",19484,"(+/- 2013 )",12816,"(+/- 1713 )",12203,"(+/- 1843 )",13228,"(+/- 1758 )",21311,"(+/- 3001 )",12641,"(+/- 1914 )",21700,"(+/- 1911 )",20690,"(+/- 1672 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",21476,"(+/- 1787 )",14213,"(+/- 1924 )",15931,"(+/- 1851 )",19905,"(+/- 2112 )",23142,"(+/- 2592 )",14910,"(+/- 1655 )",23489,"(+/- 2141 )",24645,"(+/- 1825 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",33195,"(+/- 2446 )",24002,"(+/- 2846 )",24469,"(+/- 2576 )",31379,"(+/- 2902 )",33610,"(+/- 2993 )",26486,"(+/- 2583 )",35342,"(+/- 2233 )",35730,"(+/- 2366 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",52028,"(+/- 2669 )",45807,"(+/- 2769 )",43718,"(+/- 3396 )",50390,"(+/- 3567 )",55791,"(+/- 3827 )",44924,"(+/- 3000 )",52360,"(+/- 3195 )",51575,"(+/- 2615 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",39358,"(+/- 2439 )",40080,"(+/- 3394 )",35831,"(+/- 3073 )",36785,"(+/- 2998 )",38412,"(+/- 3435 )",39271,"(+/- 3280 )",41692,"(+/- 2056 )",41832,"(+/- 2358 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",49231,"(+/- 2804 )",60021,"(+/- 3017 )",55670,"(+/- 3755 )",48532,"(+/- 3143 )",54595,"(+/- 4136 )",62291,"(+/- 4224 )",45546,"(+/- 2098 )",48864,"(+/- 2240 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",20243,"(+/- 1695 )",33638,"(+/- 2789 )",36459,"(+/- 3111 )",30553,"(+/- 2971 )",27827,"(+/- 2687 )",33253,"(+/- 3034 )",15806,"(+/- 1230 )",17252,"(+/- 1671 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",19809,"(+/- 1634 )",36488,"(+/- 2539 )",52740,"(+/- 3259 )",32986,"(+/- 2502 )",30291,"(+/- 2266 )",25924,"(+/- 2451 )",14083,"(+/- 1328 )",14582,"(+/- 1497 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",70349,"(+/- 1474 )",94280,"(+/- 2135 )",99174,"(+/- 3412 )",79124,"(+/- 3131 )",71821,"(+/- 1824 )",89198,"(+/- 2900 )",63464,"(+/- 1725 )",66011,"(+/- 1538 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",92790,"(+/- 2339 )",117025,"(+/- 2543 )",134038,"(+/- 3679 )",108027,"(+/- 3047 )",100814,"(+/- 3199 )",107655,"(+/- 2572 )",80876,"(+/- 1624 )",83899,"(+/- 1833 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",681315,"(+/- 3215 )",733626,"(+/- 3091 )",732475,"(+/- 8043 )",714978,"(+/- 4914 )",721496,"(+/- 8175 )",738479,"(+/- 7270 )",658732,"(+/- 4138 )",670857,"(+/- 3114 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",651164,"(+/- 4055 )",701793,"(+/- 4867 )",707920,"(+/- 8934 )",684432,"(+/- 5774 )",679671,"(+/- 8652 )",714070,"(+/- 7798 )",622582,"(+/- 5245 )",638502,"(+/- 4089 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",512075,"(+/- 7888 )",593386,"(+/- 8863 )",590635,"(+/- 10406 )",519925,"(+/- 10258 )",516436,"(+/- 11123 )",596369,"(+/- 10389 )",480913,"(+/- 8063 )",478388,"(+/- 7544 )"
