Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Occupied units paying rent",70409,"(+/- 4009 )",80798,"(+/- 4108 )",67822,"(+/- 4773 )",82439,"(+/- 4699 )"
Housing,"Gross Rent","Less than $500",12661,"(+/- 2149 )",15747,"(+/- 1841 )",10233,"(+/- 1727 )",7697,"(+/- 2013 )"
Housing,"Gross Rent","$500 to $999",35236,"(+/- 3224 )",47628,"(+/- 3620 )",34942,"(+/- 3665 )",46960,"(+/- 4341 )"
Housing,"Gross Rent","$1,000 to $1,499",18336,"(+/- 2233 )",16064,"(+/- 2125 )",18229,"(+/- 2682 )",22958,"(+/- 3295 )"
Housing,"Gross Rent","$1,500 to $1,999",2713,"(+/- 1136 )",1206,"(+/- 924 )",3591,"(+/- 1144 )",2896,"(+/- 1128 )"
Housing,"Gross Rent","$2,000 to $2,499",891,"(+/- 632 )",77,"(+/- 128 )",309,"(+/- 352 )",838,"(+/- 688 )"
Housing,"Gross Rent","$2,500 to $2,999",140,"(+/- 186 )",51,"(+/- 84 )",23,"(+/- 39 )",0,"(+/- 233 )"
Housing,"Gross Rent","$3,000 or more",432,"(+/- 367 )",25,"(+/- 45 )",495,"(+/- 354 )",1090,"(+/- 759 )"
Housing,"Gross Rent","Median (dollars)",793,"(+/- 28 )",777,"(+/- 21 )",843,"(+/- 24 )",878,"(+/- 22 )"
Housing,"Gross Rent","No rent paid",9449,"(+/- 1468 )",12990,"(+/- 2110 )",9805,"(+/- 1952 )",8831,"(+/- 1994 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",295565,"(+/- 4138 )",248688,"(+/- 4447 )",285554,"(+/- 4830 )",299804,"(+/- 4218 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",23757,"(+/- 2882 )",31102,"(+/- 3150 )",26481,"(+/- 3038 )",23793,"(+/- 3338 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",18019,"(+/- 2127 )",20300,"(+/- 2527 )",16824,"(+/- 1974 )",16264,"(+/- 2708 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",30294,"(+/- 3076 )",33989,"(+/- 3258 )",29998,"(+/- 3061 )",29324,"(+/- 3612 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",30886,"(+/- 3173 )",31222,"(+/- 2706 )",26675,"(+/- 3055 )",34915,"(+/- 3753 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",37307,"(+/- 3381 )",33462,"(+/- 3070 )",38832,"(+/- 3584 )",40866,"(+/- 3915 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",49893,"(+/- 3477 )",38323,"(+/- 3462 )",48384,"(+/- 4069 )",51354,"(+/- 4864 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",39086,"(+/- 3871 )",23801,"(+/- 2804 )",32678,"(+/- 3362 )",38467,"(+/- 3656 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",40527,"(+/- 2864 )",21050,"(+/- 2482 )",37886,"(+/- 3312 )",41520,"(+/- 4474 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",15455,"(+/- 2271 )",9030,"(+/- 1818 )",15384,"(+/- 2457 )",12402,"(+/- 2626 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",10341,"(+/- 1572 )",6409,"(+/- 1361 )",12412,"(+/- 1853 )",10899,"(+/- 1963 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",53222,"(+/- 1622 )",38276,"(+/- 2004 )",51584,"(+/- 1842 )",51761,"(+/- 2151 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",71649,"(+/- 2199 )",56165,"(+/- 2042 )",72704,"(+/- 2727 )",69919,"(+/- 3009 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",753870,"(+/- 4192 )",643870,"(+/- 7404 )",728066,"(+/- 7804 )",760130,"(+/- 2833 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",676012,"(+/- 6896 )",554552,"(+/- 7075 )",652158,"(+/- 9242 )",660212,"(+/- 8343 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",486856,"(+/- 9972 )",309399,"(+/- 8694 )",465940,"(+/- 11897 )",461795,"(+/- 13077 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",275938,"(+/- 7657 )",315548,"(+/- 9574 )",271350,"(+/- 9249 )",298119,"(+/- 9586 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",77858,"(+/- 6147 )",89318,"(+/- 6536 )",75908,"(+/- 6994 )",99918,"(+/- 8619 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",193534,"(+/- 3007 )",169484,"(+/- 3887 )",184146,"(+/- 3911 )",188378,"(+/- 2608 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",9394,"(+/- 2277 )",10128,"(+/- 2426 )",12757,"(+/- 3426 )",13597,"(+/- 3651 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.6,"(+/- 1.2 )",21.7,"(+/- 1.7 )",13.4,"(+/- 1.3 )",12.4,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.9,"(+/- 2.2 )",34.7,"(+/- 3.0 )",20.3,"(+/- 2.7 )",19.7,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.3,"(+/- 4.8 )",31.1,"(+/- 9.1 )",20.7,"(+/- 8.7 )",22.4,"(+/- 7.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.1,"(+/- 1.1 )",7.4,"(+/- 1.5 )",5.7,"(+/- 1.2 )",6.1,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.6,"(+/- 2.0 )",11.0,"(+/- 2.8 )",5.8,"(+/- 2.1 )",7.9,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.4,"(+/- 3.6 )",6.6,"(+/- 5.9 )",5.9,"(+/- 4.1 )",12.8,"(+/- 8.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",29.1,"(+/- 4.3 )",40.8,"(+/- 3.5 )",36.5,"(+/- 4.4 )",30.3,"(+/- 5.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",38.6,"(+/- 5.9 )",53.7,"(+/- 4.6 )",49.9,"(+/- 6.6 )",42.3,"(+/- 7.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",49.2,"(+/- 16.2 )",51.7,"(+/- 14.7 )",63.3,"(+/- 20.3 )",61.0,"(+/- 17.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.9,"(+/- 1.2 )",27.4,"(+/- 1.5 )",18.4,"(+/- 1.3 )",17.0,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",20.6,"(+/- 2.4 )",42.2,"(+/- 3.0 )",26.3,"(+/- 2.8 )",23.4,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",20.5,"(+/- 2.3 )",42.1,"(+/- 3.0 )",26.2,"(+/- 2.8 )",23.0,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",21.1,"(+/- 4.3 )",43.9,"(+/- 5.8 )",31.6,"(+/- 4.7 )",29.8,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.3,"(+/- 2.6 )",41.5,"(+/- 3.4 )",24.3,"(+/- 3.0 )",20.6,"(+/- 3.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.5,"(+/- 1.2 )",22.5,"(+/- 1.4 )",15.9,"(+/- 1.1 )",15.1,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",13.4,"(+/- 1.8 )",16.6,"(+/- 1.9 )",15.0,"(+/- 1.7 )",10.5,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.0,"(+/- 1.3 )",25.5,"(+/- 1.7 )",15.7,"(+/- 1.5 )",14.1,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.6,"(+/- 2.9 )",35.6,"(+/- 2.5 )",31.4,"(+/- 2.9 )",29.9,"(+/- 2.5 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",189579,"(+/- 5510 )",167823,"(+/- 5822 )",187933,"(+/- 6626 )",183041,"(+/- 5906 )"
Education,"School Enrollment","Nursery school, preschool",10103,"(+/- 2134 )",8532,"(+/- 1750 )",7993,"(+/- 1759 )",9212,"(+/- 1986 )"
Education,"School Enrollment",Kindergarten,9160,"(+/- 1738 )",8112,"(+/- 1747 )",8849,"(+/- 1782 )",8901,"(+/- 1984 )"
Education,"School Enrollment","Elementary school (grades 1-8)",85634,"(+/- 3173 )",72722,"(+/- 3585 )",79264,"(+/- 3009 )",78526,"(+/- 4265 )"
Education,"School Enrollment","High school (grades 9-12)",44399,"(+/- 2659 )",36049,"(+/- 2286 )",41370,"(+/- 3097 )",42359,"(+/- 3484 )"
Education,"School Enrollment","College or graduate school",40283,"(+/- 4038 )",42408,"(+/- 4173 )",50457,"(+/- 4549 )",44043,"(+/- 4592 )"
Education,"Educational Attainment","Population 25 years and over",507915,"(+/- 4231 )",434932,"(+/- 4984 )",498425,"(+/- 5410 )",526895,"(+/- 3955 )"
Education,"Educational Attainment","Less than 9th grade",23345,"(+/- 2673 )",24957,"(+/- 2606 )",22243,"(+/- 2856 )",23064,"(+/- 3242 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",45686,"(+/- 3902 )",48972,"(+/- 4115 )",38385,"(+/- 3978 )",39337,"(+/- 4309 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",162607,"(+/- 7054 )",128467,"(+/- 5511 )",142709,"(+/- 7168 )",152404,"(+/- 7433 )"
Education,"Educational Attainment","Some college, no degree",100123,"(+/- 5478 )",94623,"(+/- 5741 )",106139,"(+/- 6041 )",127600,"(+/- 7951 )"
Education,"Educational Attainment","Associate's degree",53206,"(+/- 4398 )",41086,"(+/- 4018 )",47163,"(+/- 5026 )",58388,"(+/- 5374 )"
Education,"Educational Attainment","Bachelor's degree",79720,"(+/- 5433 )",57810,"(+/- 5192 )",85809,"(+/- 5975 )",80317,"(+/- 5874 )"
Education,"Educational Attainment","Graduate or professional degree",43228,"(+/- 3542 )",39017,"(+/- 3855 )",55977,"(+/- 3770 )",45785,"(+/- 4833 )"
Education,"Educational Attainment","Percent high school graduate or higher",86.4,"(+/- 0.9 )",83.0,"(+/- 1.1 )",87.8,"(+/- 0.8 )",88.2,"(+/- 1.0 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",24.2,"(+/- 1.3 )",22.3,"(+/- 1.4 )",28.4,"(+/- 1.5 )",23.9,"(+/- 1.5 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",241947,G,182974,G,269665,G,231411,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",846,G,861,G,1946,G,718,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",457,H,180,G,1087,G,1100,H
Business,"Paid employees for pay period including March 12",Utilities,1424,G,3240,J,1659,G,3138,H
Business,"Paid employees for pay period including March 12",Construction,8494,G,7351,G,14999,G,13381,G
Business,"Paid employees for pay period including March 12",Manufacturing,54219,G,30742,G,28835,H,33575,H
Business,"Paid employees for pay period including March 12","Wholesale trade",10762,G,7764,G,13393,G,5192,G
Business,"Paid employees for pay period including March 12","Retail trade",35715,G,25886,G,37069,G,36628,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",17695,G,8314,G,11976,G,5606,G
Business,"Paid employees for pay period including March 12",Information,2611,G,2371,H,5427,G,2328,G
Business,"Paid employees for pay period including March 12","Finance and insurance",6669,H,5128,H,12673,H,7155,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2084,G,1817,G,3600,H,2445,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5409,G,4431,G,10831,G,7728,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1579,H,1607,H,2453,G,2087,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14168,G,7900,G,12009,G,10930,G
Business,"Paid employees for pay period including March 12","Educational services",2457,G,5089,H,5467,G,2559,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",36812,G,36538,G,57642,G,41732,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1984,G,1294,G,2237,G,2642,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",29388,G,25031,G,34769,G,43620,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9125,G,7404,G,11545,G,8812,G
Business,"Paid employees for pay period including March 12","Industries not classified",49,H,26,J,48,J,35,H
Business,"Annual payroll ($1,000)","Total for all sectors",8945694,G,7082929,G,11683220,G,9535736,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",41113,G,34697,G,99937,G,32030,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",29314,J,9696,G,92078,H,57563,H
Business,"Annual payroll ($1,000)",Utilities,96118,G,390937,J,145215,H,290142,H
Business,"Annual payroll ($1,000)",Construction,416791,G,367592,G,940597,G,705913,G
Business,"Annual payroll ($1,000)",Manufacturing,2377965,G,1536977,G,1340054,H,2069247,H
Business,"Annual payroll ($1,000)","Wholesale trade",556248,G,416707,G,763336,G,288176,G
Business,"Annual payroll ($1,000)","Retail trade",944272,G,665263,G,1029155,G,973217,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",806710,G,408505,G,606967,G,256491,G
Business,"Annual payroll ($1,000)",Information,109463,H,121849,H,266968,G,107737,G
Business,"Annual payroll ($1,000)","Finance and insurance",395520,G,275054,G,910912,G,414041,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",75940,G,57928,G,181937,G,91995,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",292499,G,239951,G,681462,G,406617,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",104862,H,87326,H,198309,G,164394,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",390013,G,236669,G,312756,G,332777,G
Business,"Annual payroll ($1,000)","Educational services",58611,G,124111,G,144675,G,76577,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1573159,G,1454637,G,3069585,G,2260698,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",34790,H,27020,G,39483,G,43019,G
Business,"Annual payroll ($1,000)","Accommodation and food services",395237,G,427656,H,528783,H,730310,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",245723,G,199996,G,330304,G,233951,G
Business,"Annual payroll ($1,000)","Industries not classified",1346,H,358,G,707,H,841,G
Business,"Total Establishments","Total for all sectors",14749,X,12196,X,17282,X,14255,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",123,X,145,X,238,X,118,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",17,X,26,X,116,X,101,X
Business,"Total Establishments",Utilities,123,X,154,X,154,X,150,X
Business,"Total Establishments",Construction,967,X,698,X,1215,X,992,X
Business,"Total Establishments",Manufacturing,733,X,379,X,472,X,421,X
Business,"Total Establishments","Wholesale trade",644,X,552,X,774,X,518,X
Business,"Total Establishments","Retail trade",3039,X,2437,X,3056,X,2752,X
Business,"Total Establishments","Transportation and warehousing",701,X,483,X,562,X,454,X
Business,"Total Establishments",Information,236,X,238,X,305,X,229,X
Business,"Total Establishments","Finance and insurance",1124,X,895,X,1460,X,1050,X
Business,"Total Establishments","Real estate and rental and leasing",515,X,526,X,750,X,627,X
Business,"Total Establishments","Professional, scientific, and technical services",940,X,800,X,1614,X,1225,X
Business,"Total Establishments","Management of companies and enterprises",53,X,56,X,122,X,77,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",576,X,440,X,731,X,588,X
Business,"Total Establishments","Educational services",129,X,134,X,188,X,123,X
Business,"Total Establishments","Health care and social assistance",1566,X,1491,X,1844,X,1600,X
Business,"Total Establishments","Arts, entertainment, and recreation",179,X,152,X,185,X,179,X
Business,"Total Establishments","Accommodation and food services",1493,X,1162,X,1568,X,1543,X
Business,"Total Establishments","Other services (except public administration)",1554,X,1400,X,1891,X,1475,X
Business,"Total Establishments","Industries not classified",37,X,28,X,37,X,33,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
