Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
People,Ancestry,"Subsaharan African",1169,"(+/- 563 )",5922,"(+/- 4113 )",6837,"(+/- 3043 )",1039,"(+/- 462 )",4498,"(+/- 1597 )",8951,"(+/- 2017 )",3915,"(+/- 1637 )",4293,"(+/- 2085 )",3496,"(+/- 1195 )",2931,"(+/- 1257 )",3129,"(+/- 1313 )",8001,"(+/- 2874 )",16073,"(+/- 3918 )",9877,"(+/- 3398 )"
People,Ancestry,Swedish,23954,"(+/- 2070 )",15008,"(+/- 3131 )",12697,"(+/- 3080 )",7661,"(+/- 1485 )",6090,"(+/- 2151 )",9336,"(+/- 2001 )",5575,"(+/- 1173 )",7141,"(+/- 1412 )",4107,"(+/- 1179 )",5412,"(+/- 1760 )",7850,"(+/- 1636 )",4611,"(+/- 1124 )",2327,"(+/- 806 )",2914,"(+/- 1005 )"
People,Ancestry,Swiss,1802,"(+/- 642 )",1713,"(+/- 1280 )",2111,"(+/- 850 )",2659,"(+/- 1079 )",1070,"(+/- 543 )",1830,"(+/- 623 )",1590,"(+/- 542 )",808,"(+/- 417 )",1172,"(+/- 735 )",1116,"(+/- 491 )",689,"(+/- 368 )",1147,"(+/- 503 )",0,"(+/- 181 )",447,"(+/- 247 )"
People,Ancestry,Ukrainian,1968,"(+/- 881 )",1398,"(+/- 707 )",1381,"(+/- 522 )",1229,"(+/- 436 )",795,"(+/- 515 )",1419,"(+/- 899 )",2023,"(+/- 829 )",2616,"(+/- 755 )",5390,"(+/- 1283 )",2439,"(+/- 936 )",6091,"(+/- 1558 )",2911,"(+/- 854 )",1781,"(+/- 980 )",1855,"(+/- 668 )"
People,Ancestry,Welsh,2961,"(+/- 767 )",2444,"(+/- 813 )",3462,"(+/- 1108 )",3417,"(+/- 922 )",2771,"(+/- 960 )",3311,"(+/- 783 )",3223,"(+/- 1014 )",3768,"(+/- 885 )",2432,"(+/- 747 )",3156,"(+/- 1170 )",3191,"(+/- 1280 )",2691,"(+/- 802 )",760,"(+/- 365 )",1361,"(+/- 563 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",186,"(+/- 119 )",403,"(+/- 351 )",1222,"(+/- 562 )",494,"(+/- 319 )",443,"(+/- 338 )",1893,"(+/- 879 )",500,"(+/- 305 )",1622,"(+/- 864 )",1326,"(+/- 1086 )",568,"(+/- 494 )",1130,"(+/- 646 )",1665,"(+/- 1099 )",2479,"(+/- 1207 )",2269,"(+/- 914 )"
People,"Veteran Status","Civilian population 18 years and over",578948,"(+/- 1531 )",583728,"(+/- 4273 )",581542,"(+/- 4346 )",559882,"(+/- 3688 )",519607,"(+/- 3262 )",559639,"(+/- 901 )",563599,"(+/- 3228 )",587409,"(+/- 4845 )",577892,"(+/- 6298 )",566790,"(+/- 5496 )",600012,"(+/- 6957 )",583479,"(+/- 7019 )",507116,"(+/- 9018 )",523004,"(+/- 8728 )"
People,"Veteran Status","Civilian veterans",52696,"(+/- 2295 )",36041,"(+/- 2513 )",33814,"(+/- 2202 )",41829,"(+/- 2746 )",37780,"(+/- 2814 )",35825,"(+/- 2855 )",36464,"(+/- 2523 )",31288,"(+/- 2107 )",29431,"(+/- 2392 )",36664,"(+/- 2586 )",29600,"(+/- 2061 )",29137,"(+/- 2609 )",22719,"(+/- 2269 )",21357,"(+/- 2035 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",693791,"(+/- 2582 )",754509,"(+/- 4098 )",748185,"(+/- 4213 )",686047,"(+/- 4727 )",659897,"(+/- 4520 )",715371,"(+/- 1700 )",698777,"(+/- 3802 )",739088,"(+/- 5582 )",707554,"(+/- 6716 )",718466,"(+/- 5990 )",754713,"(+/- 6835 )",735660,"(+/- 8534 )",671050,"(+/- 11352 )",666851,"(+/- 11256 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",112068,"(+/- 4174 )",97939,"(+/- 4228 )",85162,"(+/- 4773 )",113606,"(+/- 4459 )",116911,"(+/- 5586 )",93995,"(+/- 4915 )",94637,"(+/- 3930 )",88035,"(+/- 4532 )",98769,"(+/- 5244 )",103110,"(+/- 4867 )",73915,"(+/- 4516 )",82725,"(+/- 4289 )",118435,"(+/- 5315 )",100506,"(+/- 7293 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",127348,"(+/- 1270 )",177674,"(+/- 3794 )",174294,"(+/- 3876 )",138103,"(+/- 2551 )",144053,"(+/- 2066 )",159936,"(+/- 600 )",150862,"(+/- 2174 )",154274,"(+/- 3637 )",133757,"(+/- 5636 )",157663,"(+/- 4139 )",157567,"(+/- 5610 )",156718,"(+/- 6512 )",166935,"(+/- 7068 )",149377,"(+/- 7583 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",5969,"(+/- 905 )",8171,"(+/- 1594 )",5822,"(+/- 1047 )",8758,"(+/- 1558 )",9610,"(+/- 1773 )",9287,"(+/- 1915 )",6565,"(+/- 1250 )",5848,"(+/- 1402 )",6143,"(+/- 1406 )",7588,"(+/- 2075 )",5675,"(+/- 1062 )",4452,"(+/- 1187 )",9458,"(+/- 1869 )",6930,"(+/- 2439 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",395801,"(+/- 2335 )",451474,"(+/- 4663 )",456257,"(+/- 4194 )",410119,"(+/- 3330 )",386949,"(+/- 3322 )",428243,"(+/- 1512 )",412329,"(+/- 3170 )",464959,"(+/- 4699 )",444446,"(+/- 5573 )",426525,"(+/- 5248 )",460644,"(+/- 6612 )",465084,"(+/- 7485 )",408386,"(+/- 8870 )",402887,"(+/- 8244 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",54527,"(+/- 3174 )",50309,"(+/- 3125 )",46099,"(+/- 3866 )",57988,"(+/- 3490 )",62501,"(+/- 4398 )",47752,"(+/- 3537 )",44975,"(+/- 3157 )",45549,"(+/- 3524 )",49781,"(+/- 3299 )",51750,"(+/- 3993 )",30193,"(+/- 2872 )",42713,"(+/- 3006 )",68484,"(+/- 3966 )",55029,"(+/- 5369 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",170642,"(+/- 1283 )",125361,"(+/- 2743 )",117634,"(+/- 2458 )",137825,"(+/- 1680 )",128895,"(+/- 1775 )",127192,"(+/- 1017 )",135586,"(+/- 2086 )",119855,"(+/- 2967 )",129351,"(+/- 5043 )",134278,"(+/- 3752 )",136502,"(+/- 5467 )",113858,"(+/- 4183 )",95729,"(+/- 4427 )",114587,"(+/- 4695 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",51572,"(+/- 2331 )",39459,"(+/- 2303 )",33241,"(+/- 2461 )",46860,"(+/- 2323 )",44800,"(+/- 2789 )",36956,"(+/- 2322 )",43097,"(+/- 2533 )",36638,"(+/- 2249 )",42845,"(+/- 3272 )",43772,"(+/- 2463 )",38047,"(+/- 2797 )",35560,"(+/- 2522 )",40493,"(+/- 3128 )",38547,"(+/- 2813 )"
People,"Residence 1 Year Ago","Population 1 year and over",703431,"(+/- 1546 )",755038,"(+/- 4090 )",748040,"(+/- 3998 )",691858,"(+/- 4501 )",657628,"(+/- 4144 )",712438,"(+/- 1745 )",709146,"(+/- 3660 )",736621,"(+/- 5354 )",704525,"(+/- 6949 )",717943,"(+/- 5920 )",751066,"(+/- 6939 )",733254,"(+/- 7765 )",664636,"(+/- 11741 )",664712,"(+/- 10663 )"
People,"Residence 1 Year Ago","Same house",618366,"(+/- 5165 )",670793,"(+/- 8533 )",662673,"(+/- 8525 )",609551,"(+/- 6708 )",582405,"(+/- 8169 )",627653,"(+/- 8145 )",632619,"(+/- 7112 )",640579,"(+/- 7900 )",628294,"(+/- 9275 )",651144,"(+/- 9072 )",671253,"(+/- 8433 )",626775,"(+/- 10464 )",604947,"(+/- 12758 )",600031,"(+/- 11196 )"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)",85065,"(+/- 5065 )",84245,"(+/- 6884 )",85367,"(+/- 7175 )",82307,"(+/- 5352 )",75223,"(+/- 7238 )",84785,"(+/- 8253 )",76527,"(+/- 6370 )",96042,"(+/- 6708 )",76231,"(+/- 7975 )",66799,"(+/- 7634 )",79813,"(+/- 6333 )",106479,"(+/- 6704 )",59689,"(+/- 5837 )",64681,"(+/- 6388 )"
People,"Residence 1 Year Ago","Different house in the U.S.",82956,"(+/- 4771 )",82014,"(+/- 6591 )",84471,"(+/- 7083 )",80344,"(+/- 5333 )",73939,"(+/- 7267 )",83870,"(+/- 8246 )",75270,"(+/- 6340 )",91890,"(+/- 6749 )",74980,"(+/- 8030 )",65899,"(+/- 7594 )",75118,"(+/- 6433 )",102298,"(+/- 6584 )",57453,"(+/- 5770 )",62910,"(+/- 6211 )"
People,"Residence 1 Year Ago","Same county",34370,"(+/- 3504 )",43146,"(+/- 5086 )",44758,"(+/- 5030 )",34435,"(+/- 4878 )",44982,"(+/- 6552 )",41811,"(+/- 6225 )",39882,"(+/- 4191 )",41362,"(+/- 4006 )",45399,"(+/- 6505 )",37809,"(+/- 6343 )",41994,"(+/- 4672 )",57096,"(+/- 6219 )",37945,"(+/- 4901 )",39160,"(+/- 5453 )"
People,"Residence 1 Year Ago","Different county",48586,"(+/- 4682 )",38868,"(+/- 4174 )",39713,"(+/- 5083 )",45909,"(+/- 3738 )",28957,"(+/- 3750 )",42059,"(+/- 4106 )",35388,"(+/- 4473 )",50528,"(+/- 4936 )",29581,"(+/- 4004 )",28090,"(+/- 4224 )",33124,"(+/- 4305 )",45202,"(+/- 4031 )",19508,"(+/- 3693 )",23750,"(+/- 3652 )"
People,"Residence 1 Year Ago","Same state",33330,"(+/- 3983 )",30978,"(+/- 3318 )",28840,"(+/- 3946 )",35591,"(+/- 3157 )",21692,"(+/- 2956 )",25931,"(+/- 3091 )",24371,"(+/- 3625 )",38605,"(+/- 4105 )",21540,"(+/- 3780 )",22854,"(+/- 4021 )",25439,"(+/- 4275 )",26334,"(+/- 2735 )",13569,"(+/- 3746 )",17147,"(+/- 3206 )"
People,"Residence 1 Year Ago","Different state",15256,"(+/- 2599 )",7890,"(+/- 2393 )",10873,"(+/- 2691 )",10318,"(+/- 1880 )",7265,"(+/- 2049 )",16128,"(+/- 3015 )",11017,"(+/- 2330 )",11923,"(+/- 2875 )",8041,"(+/- 1897 )",5236,"(+/- 1554 )",7685,"(+/- 1708 )",18868,"(+/- 3622 )",5939,"(+/- 1592 )",6603,"(+/- 1441 )"
People,"Residence 1 Year Ago",Abroad,2109,"(+/- 824 )",2231,"(+/- 1146 )",896,"(+/- 668 )",1963,"(+/- 698 )",1284,"(+/- 733 )",915,"(+/- 586 )",1257,"(+/- 668 )",4152,"(+/- 1502 )",1251,"(+/- 608 )",900,"(+/- 473 )",4695,"(+/- 1750 )",4181,"(+/- 1225 )",2236,"(+/- 1107 )",1771,"(+/- 788 )"
Workers,"Employment Status","Population 16 years and over",595469,"(+/- 1956 )",604672,"(+/- 4460 )",602240,"(+/- 4309 )",576261,"(+/- 3628 )",537449,"(+/- 3554 )",578121,"(+/- 1685 )",582464,"(+/- 3770 )",607582,"(+/- 4825 )",594688,"(+/- 6189 )",589171,"(+/- 5477 )",619970,"(+/- 7038 )",603870,"(+/- 7390 )",523264,"(+/- 9503 )",541190,"(+/- 9014 )"
Workers,"Employment Status","In labor force",325122,"(+/- 5224 )",383856,"(+/- 7589 )",387359,"(+/- 6659 )",319021,"(+/- 4937 )",307945,"(+/- 5207 )",359549,"(+/- 5428 )",341437,"(+/- 5628 )",391441,"(+/- 5504 )",385758,"(+/- 6201 )",364111,"(+/- 5760 )",404544,"(+/- 6922 )",370532,"(+/- 8934 )",300291,"(+/- 8735 )",325727,"(+/- 7763 )"
Workers,"Employment Status","Civilian labor force",324024,"(+/- 5202 )",383817,"(+/- 7600 )",386728,"(+/- 6711 )",318756,"(+/- 4930 )",307749,"(+/- 5224 )",358961,"(+/- 5418 )",340860,"(+/- 5607 )",390972,"(+/- 5455 )",385459,"(+/- 6205 )",363300,"(+/- 5683 )",404386,"(+/- 6954 )",369707,"(+/- 8958 )",300064,"(+/- 8716 )",325683,"(+/- 7752 )"
Workers,"Employment Status",Employed,305824,"(+/- 5161 )",363818,"(+/- 7382 )",366629,"(+/- 6311 )",298543,"(+/- 5065 )",280195,"(+/- 5338 )",340062,"(+/- 5983 )",322727,"(+/- 5962 )",366466,"(+/- 5596 )",354682,"(+/- 6486 )",342629,"(+/- 6202 )",383917,"(+/- 6767 )",344023,"(+/- 9252 )",257298,"(+/- 7884 )",290805,"(+/- 7141 )"
Workers,"Employment Status",Unemployed,18200,"(+/- 2056 )",19999,"(+/- 2395 )",20099,"(+/- 2465 )",20213,"(+/- 1942 )",27554,"(+/- 3024 )",18899,"(+/- 2534 )",18133,"(+/- 2023 )",24506,"(+/- 2621 )",30777,"(+/- 3026 )",20671,"(+/- 2432 )",20469,"(+/- 2306 )",25684,"(+/- 3113 )",42766,"(+/- 3733 )",34878,"(+/- 3884 )"
Workers,"Employment Status","Armed Forces",1098,"(+/- 517 )",39,"(+/- 51 )",631,"(+/- 545 )",265,"(+/- 173 )",196,"(+/- 227 )",588,"(+/- 409 )",577,"(+/- 369 )",469,"(+/- 381 )",299,"(+/- 211 )",811,"(+/- 579 )",158,"(+/- 208 )",825,"(+/- 569 )",227,"(+/- 265 )",44,"(+/- 71 )"
Workers,"Employment Status","Not in labor force",270347,"(+/- 5069 )",220816,"(+/- 6469 )",214881,"(+/- 6007 )",257240,"(+/- 5029 )",229504,"(+/- 5103 )",218572,"(+/- 5493 )",241027,"(+/- 5695 )",216141,"(+/- 5569 )",208930,"(+/- 6815 )",225060,"(+/- 5485 )",215426,"(+/- 6828 )",233338,"(+/- 7454 )",222973,"(+/- 7228 )",215463,"(+/- 6031 )"
Workers,"Employment Status","Civilian labor force",324024,"(+/- 5202 )",383817,"(+/- 7600 )",386728,"(+/- 6711 )",318756,"(+/- 4930 )",307749,"(+/- 5224 )",358961,"(+/- 5418 )",340860,"(+/- 5607 )",390972,"(+/- 5455 )",385459,"(+/- 6205 )",363300,"(+/- 5683 )",404386,"(+/- 6954 )",369707,"(+/- 8958 )",300064,"(+/- 8716 )",325683,"(+/- 7752 )"
Workers,"Employment Status","Unemployment Rate",5.6,"(+/- 0.6 )",5.2,"(+/- 0.6 )",5.2,"(+/- 0.6 )",6.3,"(+/- 0.6 )",9.0,"(+/- 1.0 )",5.3,"(+/- 0.7 )",5.3,"(+/- 0.6 )",6.3,"(+/- 0.7 )",8.0,"(+/- 0.8 )",5.7,"(+/- 0.7 )",5.1,"(+/- 0.6 )",6.9,"(+/- 0.8 )",14.3,"(+/- 1.1 )",10.7,"(+/- 1.1 )"
Workers,"Commuting to Work","Workers 16 years and over",301060,"(+/- 5191 )",357548,"(+/- 7492 )",360910,"(+/- 6394 )",292763,"(+/- 5188 )",273473,"(+/- 5092 )",334599,"(+/- 6020 )",317392,"(+/- 6194 )",360784,"(+/- 5748 )",344812,"(+/- 6325 )",335966,"(+/- 6322 )",378055,"(+/- 6819 )",336551,"(+/- 9300 )",248810,"(+/- 7561 )",283455,"(+/- 7106 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",225017,"(+/- 4795 )",274039,"(+/- 8228 )",270127,"(+/- 6302 )",224819,"(+/- 5064 )",217006,"(+/- 5587 )",256701,"(+/- 6197 )",240586,"(+/- 6442 )",241422,"(+/- 5963 )",244033,"(+/- 6903 )",260257,"(+/- 6826 )",249906,"(+/- 6729 )",219621,"(+/- 8227 )",171937,"(+/- 7037 )",184592,"(+/- 7479 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",27620,"(+/- 3019 )",31427,"(+/- 4041 )",22958,"(+/- 3101 )",22874,"(+/- 2398 )",20485,"(+/- 2715 )",25203,"(+/- 2588 )",22160,"(+/- 2559 )",21108,"(+/- 2641 )",23328,"(+/- 3011 )",24720,"(+/- 2410 )",18663,"(+/- 2532 )",22054,"(+/- 3181 )",22106,"(+/- 2487 )",22188,"(+/- 2773 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1455,"(+/- 636 )",1697,"(+/- 806 )",2763,"(+/- 902 )",1483,"(+/- 771 )",1537,"(+/- 702 )",2856,"(+/- 1194 )",626,"(+/- 583 )",3161,"(+/- 962 )",2276,"(+/- 905 )",1157,"(+/- 530 )",188,"(+/- 129 )",5499,"(+/- 1112 )",8304,"(+/- 1664 )",5082,"(+/- 1355 )"
Workers,"Commuting to Work",Walked,8532,"(+/- 1399 )",7601,"(+/- 1446 )",7393,"(+/- 1701 )",6651,"(+/- 969 )",3713,"(+/- 860 )",5701,"(+/- 1272 )",5600,"(+/- 1286 )",6071,"(+/- 1313 )",3760,"(+/- 1055 )",3742,"(+/- 1158 )",2843,"(+/- 952 )",8939,"(+/- 1825 )",5351,"(+/- 1477 )",5550,"(+/- 1244 )"
Workers,"Commuting to Work","Other means",5181,"(+/- 1030 )",3515,"(+/- 941 )",4433,"(+/- 1253 )",3312,"(+/- 816 )",1568,"(+/- 759 )",4673,"(+/- 1199 )",3663,"(+/- 948 )",3572,"(+/- 1017 )",4301,"(+/- 1022 )",3482,"(+/- 873 )",3361,"(+/- 981 )",5071,"(+/- 1259 )",6987,"(+/- 1792 )",4822,"(+/- 1190 )"
Workers,"Commuting to Work","Worked from home",33255,"(+/- 2592 )",39269,"(+/- 3859 )",53236,"(+/- 3598 )",33624,"(+/- 2581 )",29164,"(+/- 2597 )",39465,"(+/- 2945 )",44757,"(+/- 3229 )",85450,"(+/- 4102 )",67114,"(+/- 3943 )",42608,"(+/- 3122 )",103094,"(+/- 5177 )",75367,"(+/- 4771 )",34125,"(+/- 2929 )",61221,"(+/- 5080 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",20.5,"(+/- 0.6 )",21.4,"(+/- 0.6 )",21.4,"(+/- 0.4 )",25.0,"(+/- 0.6 )",24.4,"(+/- 0.7 )",22.2,"(+/- 0.7 )",24.9,"(+/- 0.7 )",25.6,"(+/- 0.7 )",24.6,"(+/- 0.7 )",27.1,"(+/- 0.7 )",25.1,"(+/- 0.5 )",22.8,"(+/- 0.6 )",25.1,"(+/- 0.6 )",23.7,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",305824,"(+/- 5161 )",363818,"(+/- 7382 )",366629,"(+/- 6311 )",298543,"(+/- 5065 )",280195,"(+/- 5338 )",340062,"(+/- 5983 )",322727,"(+/- 5962 )",366466,"(+/- 5596 )",354682,"(+/- 6486 )",342629,"(+/- 6202 )",383917,"(+/- 6767 )",344023,"(+/- 9252 )",257298,"(+/- 7884 )",290805,"(+/- 7141 )"
Workers,Occupation,"Management, business, science, and arts occupations",106083,"(+/- 3899 )",126123,"(+/- 6629 )",145208,"(+/- 5029 )",102558,"(+/- 4347 )",91750,"(+/- 5375 )",127979,"(+/- 4588 )",117854,"(+/- 4650 )",180716,"(+/- 5704 )",151160,"(+/- 4912 )",127011,"(+/- 5642 )",212694,"(+/- 5788 )",158463,"(+/- 6570 )",69025,"(+/- 4224 )",122688,"(+/- 5370 )"
Workers,Occupation,"Service occupations",58444,"(+/- 3606 )",50998,"(+/- 4201 )",51433,"(+/- 3707 )",50309,"(+/- 3174 )",50390,"(+/- 4104 )",52902,"(+/- 3798 )",53973,"(+/- 3436 )",50136,"(+/- 3921 )",49115,"(+/- 3645 )",52371,"(+/- 3711 )",43255,"(+/- 2923 )",48827,"(+/- 3493 )",53057,"(+/- 4500 )",51586,"(+/- 4559 )"
Workers,Occupation,"Sales and office occupations",60332,"(+/- 2641 )",72737,"(+/- 4471 )",73355,"(+/- 4294 )",59933,"(+/- 2757 )",57744,"(+/- 3452 )",66082,"(+/- 3920 )",61212,"(+/- 3115 )",68119,"(+/- 3951 )",71994,"(+/- 4503 )",68557,"(+/- 4262 )",75745,"(+/- 4028 )",63189,"(+/- 4018 )",54389,"(+/- 4154 )",55429,"(+/- 4580 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33603,"(+/- 2392 )",34255,"(+/- 2956 )",30175,"(+/- 2382 )",31865,"(+/- 2430 )",26471,"(+/- 2494 )",30229,"(+/- 2366 )",29167,"(+/- 2554 )",26296,"(+/- 2309 )",25194,"(+/- 2687 )",35605,"(+/- 2817 )",19308,"(+/- 1932 )",23096,"(+/- 2387 )",20170,"(+/- 2456 )",15104,"(+/- 2295 )"
Workers,Occupation,"Production, transportation, and material moving occupations",47362,"(+/- 2948 )",79705,"(+/- 4798 )",66458,"(+/- 4068 )",53878,"(+/- 3203 )",53840,"(+/- 3361 )",62870,"(+/- 4194 )",60521,"(+/- 3191 )",41199,"(+/- 3775 )",57219,"(+/- 4333 )",59085,"(+/- 3522 )",32915,"(+/- 3043 )",50448,"(+/- 3958 )",60657,"(+/- 3705 )",45998,"(+/- 3748 )"
Workers,Industry,"Civilian employed population 16 years and over",305824,"(+/- 5161 )",363818,"(+/- 7382 )",366629,"(+/- 6311 )",298543,"(+/- 5065 )",280195,"(+/- 5338 )",340062,"(+/- 5983 )",322727,"(+/- 5962 )",366466,"(+/- 5596 )",354682,"(+/- 6486 )",342629,"(+/- 6202 )",383917,"(+/- 6767 )",344023,"(+/- 9252 )",257298,"(+/- 7884 )",290805,"(+/- 7141 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",7785,"(+/- 1081 )",5093,"(+/- 964 )",4244,"(+/- 925 )",7093,"(+/- 1004 )",2801,"(+/- 868 )",6065,"(+/- 1033 )",5007,"(+/- 989 )",1412,"(+/- 497 )",1193,"(+/- 650 )",5632,"(+/- 1073 )",593,"(+/- 379 )",1318,"(+/- 592 )",900,"(+/- 507 )",511,"(+/- 362 )"
Workers,Industry,Construction,24933,"(+/- 2254 )",22208,"(+/- 2463 )",24495,"(+/- 2387 )",20363,"(+/- 2101 )",18781,"(+/- 2328 )",20218,"(+/- 2386 )",18183,"(+/- 1962 )",19134,"(+/- 1977 )",19262,"(+/- 2686 )",26108,"(+/- 2552 )",17131,"(+/- 2022 )",13831,"(+/- 1907 )",14225,"(+/- 2107 )",12529,"(+/- 2114 )"
Workers,Industry,Manufacturing,37345,"(+/- 2293 )",85842,"(+/- 5230 )",66407,"(+/- 4307 )",54322,"(+/- 3331 )",46028,"(+/- 3262 )",71185,"(+/- 4471 )",63485,"(+/- 4196 )",62166,"(+/- 3822 )",67344,"(+/- 4072 )",76088,"(+/- 3804 )",79846,"(+/- 3666 )",54268,"(+/- 3535 )",45228,"(+/- 3714 )",50472,"(+/- 4105 )"
Workers,Industry,"Wholesale trade",4468,"(+/- 842 )",8213,"(+/- 1299 )",10565,"(+/- 1799 )",5717,"(+/- 1285 )",5350,"(+/- 1359 )",6980,"(+/- 1443 )",7777,"(+/- 1327 )",7329,"(+/- 1296 )",7323,"(+/- 1319 )",7159,"(+/- 1553 )",9059,"(+/- 1458 )",4418,"(+/- 905 )",4584,"(+/- 1092 )",4080,"(+/- 1085 )"
Workers,Industry,"Retail trade",39665,"(+/- 2715 )",44728,"(+/- 4024 )",41385,"(+/- 3572 )",35511,"(+/- 2679 )",35920,"(+/- 2989 )",39291,"(+/- 3643 )",30690,"(+/- 2390 )",36518,"(+/- 3085 )",40228,"(+/- 3364 )",38227,"(+/- 3151 )",34349,"(+/- 2778 )",34022,"(+/- 3120 )",29831,"(+/- 2819 )",28713,"(+/- 3402 )"
Workers,Industry,"Transportation and warehousing, and utilities",13472,"(+/- 1689 )",13844,"(+/- 2272 )",18515,"(+/- 2465 )",13744,"(+/- 1565 )",14429,"(+/- 2066 )",15711,"(+/- 1847 )",18421,"(+/- 2127 )",11216,"(+/- 1728 )",15935,"(+/- 2246 )",14869,"(+/- 2118 )",16670,"(+/- 2268 )",21613,"(+/- 2292 )",19827,"(+/- 2735 )",16219,"(+/- 2282 )"
Workers,Industry,Information,4454,"(+/- 1080 )",3755,"(+/- 1121 )",4730,"(+/- 1361 )",3017,"(+/- 771 )",3320,"(+/- 846 )",3084,"(+/- 930 )",3141,"(+/- 843 )",4430,"(+/- 1297 )",4413,"(+/- 1204 )",2573,"(+/- 707 )",6324,"(+/- 1563 )",4390,"(+/- 924 )",1747,"(+/- 637 )",4609,"(+/- 1343 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",16887,"(+/- 2010 )",20366,"(+/- 2500 )",19837,"(+/- 2389 )",14024,"(+/- 1421 )",15753,"(+/- 2314 )",18885,"(+/- 2388 )",16812,"(+/- 2055 )",27980,"(+/- 2345 )",27123,"(+/- 2764 )",17864,"(+/- 2204 )",33865,"(+/- 3684 )",17730,"(+/- 2538 )",16105,"(+/- 2157 )",21411,"(+/- 2461 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",22870,"(+/- 2311 )",30250,"(+/- 2814 )",34948,"(+/- 3120 )",22241,"(+/- 2144 )",23071,"(+/- 2894 )",29289,"(+/- 2687 )",27428,"(+/- 2163 )",41771,"(+/- 3004 )",49817,"(+/- 3661 )",25640,"(+/- 2644 )",53658,"(+/- 3163 )",39265,"(+/- 2738 )",27461,"(+/- 2710 )",38016,"(+/- 3180 )"
Workers,Industry,"Educational services, and health care and social assistance",71336,"(+/- 3540 )",75190,"(+/- 3972 )",86509,"(+/- 3884 )",71433,"(+/- 3586 )",65611,"(+/- 4236 )",75595,"(+/- 3727 )",77934,"(+/- 3977 )",92918,"(+/- 4194 )",71009,"(+/- 3860 )",73628,"(+/- 3944 )",78324,"(+/- 4236 )",99565,"(+/- 4709 )",54099,"(+/- 3992 )",69630,"(+/- 4273 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",30469,"(+/- 2733 )",26881,"(+/- 3039 )",26765,"(+/- 2810 )",23650,"(+/- 2078 )",25973,"(+/- 2544 )",29924,"(+/- 2778 )",25248,"(+/- 2696 )",29922,"(+/- 2979 )",27563,"(+/- 2738 )",25123,"(+/- 2654 )",25489,"(+/- 2721 )",28634,"(+/- 3131 )",21820,"(+/- 3099 )",24896,"(+/- 3517 )"
Workers,Industry,"Other services, except public administration",15787,"(+/- 1919 )",18917,"(+/- 2120 )",16301,"(+/- 2129 )",13604,"(+/- 1798 )",12999,"(+/- 1766 )",14572,"(+/- 2570 )",15030,"(+/- 2066 )",15759,"(+/- 2050 )",13878,"(+/- 1867 )",16972,"(+/- 2142 )",16404,"(+/- 2142 )",14631,"(+/- 2238 )",12582,"(+/- 1939 )",10219,"(+/- 1881 )"
Workers,Industry,"Public administration",16353,"(+/- 1696 )",8531,"(+/- 1263 )",11928,"(+/- 1561 )",13824,"(+/- 1367 )",10159,"(+/- 1810 )",9263,"(+/- 1485 )",13571,"(+/- 1677 )",15911,"(+/- 1952 )",9594,"(+/- 1530 )",12746,"(+/- 1733 )",12205,"(+/- 1744 )",10338,"(+/- 1787 )",8889,"(+/- 1431 )",9500,"(+/- 1831 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",305824,"(+/- 5161 )",363818,"(+/- 7382 )",366629,"(+/- 6311 )",298543,"(+/- 5065 )",280195,"(+/- 5338 )",340062,"(+/- 5983 )",322727,"(+/- 5962 )",366466,"(+/- 5596 )",354682,"(+/- 6486 )",342629,"(+/- 6202 )",383917,"(+/- 6767 )",344023,"(+/- 9252 )",257298,"(+/- 7884 )",290805,"(+/- 7141 )"
