Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.0,"(+/- 0.7 )",22.5,"(+/- 0.5 )",25.7,"(+/- 0.6 )",23.3,"(+/- 0.7 )",22.4,"(+/- 0.5 )",22.2,"(+/- 0.8 )",21.9,"(+/- 0.7 )",23.7,"(+/- 0.9 )"
Workers,Occupation,"Civilian employed population 16 years and over",346514,"(+/- 8078 )",389335,"(+/- 8847 )",411129,"(+/- 8263 )",352652,"(+/- 5818 )",388331,"(+/- 7416 )",374553,"(+/- 6828 )",374761,"(+/- 6124 )",302156,"(+/- 6644 )"
Workers,Occupation,"Management, business, science, and arts occupations",144854,"(+/- 6377 )",216402,"(+/- 7304 )",158723,"(+/- 5302 )",132834,"(+/- 5647 )",154631,"(+/- 5923 )",152817,"(+/- 4918 )",144324,"(+/- 6957 )",95264,"(+/- 5237 )"
Workers,Occupation,"Service occupations",65838,"(+/- 5009 )",43968,"(+/- 3379 )",56079,"(+/- 4972 )",61228,"(+/- 4941 )",63159,"(+/- 4496 )",51160,"(+/- 3918 )",56424,"(+/- 5056 )",47905,"(+/- 3881 )"
Workers,Occupation,"Sales and office occupations",69440,"(+/- 4505 )",76923,"(+/- 4719 )",92703,"(+/- 4579 )",67640,"(+/- 4289 )",84454,"(+/- 5131 )",76053,"(+/- 4435 )",81600,"(+/- 4868 )",60986,"(+/- 4587 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",15998,"(+/- 2478 )",16539,"(+/- 1940 )",43480,"(+/- 3282 )",38015,"(+/- 3280 )",31322,"(+/- 3041 )",32778,"(+/- 2785 )",30696,"(+/- 2903 )",37199,"(+/- 2890 )"
Workers,Occupation,"Production, transportation, and material moving occupations",50384,"(+/- 4027 )",35503,"(+/- 2943 )",60144,"(+/- 4461 )",52935,"(+/- 3647 )",54765,"(+/- 3921 )",61745,"(+/- 4334 )",61717,"(+/- 4859 )",60802,"(+/- 3924 )"
Workers,Industry,"Civilian employed population 16 years and over",346514,"(+/- 8078 )",389335,"(+/- 8847 )",411129,"(+/- 8263 )",352652,"(+/- 5818 )",388331,"(+/- 7416 )",374553,"(+/- 6828 )",374761,"(+/- 6124 )",302156,"(+/- 6644 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1586,"(+/- 830 )",2109,"(+/- 926 )",4783,"(+/- 1248 )",8642,"(+/- 1459 )",3719,"(+/- 1152 )",9650,"(+/- 1269 )",6906,"(+/- 1660 )",11332,"(+/- 1443 )"
Workers,Industry,Construction,12227,"(+/- 2303 )",18645,"(+/- 2220 )",35939,"(+/- 2947 )",30863,"(+/- 3116 )",24380,"(+/- 2612 )",21720,"(+/- 2225 )",22345,"(+/- 3077 )",22952,"(+/- 3004 )"
Workers,Industry,Manufacturing,33612,"(+/- 3498 )",42517,"(+/- 3411 )",54730,"(+/- 3841 )",38004,"(+/- 3471 )",34667,"(+/- 3502 )",46928,"(+/- 3704 )",46102,"(+/- 3903 )",43681,"(+/- 3744 )"
Workers,Industry,"Wholesale trade",6661,"(+/- 1747 )",10475,"(+/- 1869 )",9319,"(+/- 1657 )",7422,"(+/- 1605 )",10594,"(+/- 1936 )",11947,"(+/- 1798 )",7430,"(+/- 1490 )",7501,"(+/- 1620 )"
Workers,Industry,"Retail trade",32583,"(+/- 4399 )",40345,"(+/- 3621 )",54010,"(+/- 3738 )",39094,"(+/- 3285 )",42730,"(+/- 3764 )",40949,"(+/- 3322 )",51117,"(+/- 4333 )",43079,"(+/- 3551 )"
Workers,Industry,"Transportation and warehousing, and utilities",23892,"(+/- 3303 )",17986,"(+/- 2272 )",19920,"(+/- 2660 )",19099,"(+/- 2554 )",27356,"(+/- 3010 )",22703,"(+/- 2489 )",25356,"(+/- 2983 )",15258,"(+/- 1958 )"
Workers,Industry,Information,5682,"(+/- 1428 )",8528,"(+/- 1460 )",4801,"(+/- 1216 )",4400,"(+/- 1133 )",6184,"(+/- 1431 )",5444,"(+/- 885 )",4365,"(+/- 1147 )",3301,"(+/- 876 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",28977,"(+/- 3175 )",41223,"(+/- 3286 )",32039,"(+/- 2757 )",22527,"(+/- 2436 )",28493,"(+/- 3029 )",27391,"(+/- 3077 )",19354,"(+/- 2319 )",11846,"(+/- 1719 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",43327,"(+/- 3881 )",56777,"(+/- 4062 )",42506,"(+/- 3888 )",27236,"(+/- 3483 )",47032,"(+/- 3887 )",34480,"(+/- 3138 )",35309,"(+/- 3569 )",14290,"(+/- 1932 )"
Workers,Industry,"Educational services, and health care and social assistance",91773,"(+/- 5158 )",96202,"(+/- 5328 )",87028,"(+/- 4611 )",92525,"(+/- 5001 )",90810,"(+/- 4180 )",91281,"(+/- 3812 )",95235,"(+/- 5498 )",74417,"(+/- 4077 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",34015,"(+/- 3482 )",27225,"(+/- 2835 )",29093,"(+/- 3257 )",28302,"(+/- 2629 )",36052,"(+/- 3748 )",25873,"(+/- 3041 )",31989,"(+/- 3252 )",24309,"(+/- 2699 )"
Workers,Industry,"Other services, except public administration",17715,"(+/- 2571 )",16674,"(+/- 2197 )",18677,"(+/- 2402 )",16961,"(+/- 2447 )",19306,"(+/- 2502 )",18652,"(+/- 2451 )",19487,"(+/- 2850 )",14626,"(+/- 2866 )"
Workers,Industry,"Public administration",14464,"(+/- 2793 )",10629,"(+/- 1833 )",18284,"(+/- 2223 )",17577,"(+/- 2560 )",17008,"(+/- 1996 )",17535,"(+/- 2073 )",9766,"(+/- 1871 )",15564,"(+/- 2157 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",346514,"(+/- 8078 )",389335,"(+/- 8847 )",411129,"(+/- 8263 )",352652,"(+/- 5818 )",388331,"(+/- 7416 )",374553,"(+/- 6828 )",374761,"(+/- 6124 )",302156,"(+/- 6644 )"
Workers,"Class of Worker","Private wage and salary workers",289137,"(+/- 8069 )",333012,"(+/- 9009 )",344120,"(+/- 7825 )",259458,"(+/- 5890 )",321861,"(+/- 7111 )",297983,"(+/- 6771 )",304747,"(+/- 7146 )",233441,"(+/- 6397 )"
Workers,"Class of Worker","Government workers",40730,"(+/- 4252 )",36527,"(+/- 3426 )",46781,"(+/- 4094 )",62601,"(+/- 4537 )",45943,"(+/- 3365 )",53366,"(+/- 3142 )",43743,"(+/- 3815 )",49200,"(+/- 4182 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",16143,"(+/- 2527 )",18879,"(+/- 2379 )",19456,"(+/- 2650 )",29561,"(+/- 3191 )",19954,"(+/- 2117 )",22484,"(+/- 2456 )",24880,"(+/- 3146 )",18343,"(+/- 2068 )"
Workers,"Class of Worker","Unpaid family workers",504,"(+/- 468 )",917,"(+/- 478 )",772,"(+/- 501 )",1032,"(+/- 567 )",573,"(+/- 366 )",720,"(+/- 457 )",1391,"(+/- 795 )",1172,"(+/- 511 )"
Housing,"Housing Occupancy","Total housing units",369760,"(+/- 3981 )",325457,"(+/- 4605 )",356322,"(+/- 3952 )",354316,"(+/- 2318 )",370471,"(+/- 2867 )",340690,"(+/- 2879 )",362050,"(+/- 1608 )",328566,"(+/- 2122 )"
Housing,"Housing Occupancy","Occupied housing units",315261,"(+/- 5256 )",309482,"(+/- 5396 )",311234,"(+/- 4391 )",301330,"(+/- 3739 )",333920,"(+/- 4361 )",297714,"(+/- 4012 )",320905,"(+/- 3657 )",278880,"(+/- 4398 )"
Housing,"Housing Occupancy","Vacant housing units",54499,"(+/- 3401 )",15975,"(+/- 2938 )",45088,"(+/- 3048 )",52986,"(+/- 3439 )",36551,"(+/- 3585 )",42976,"(+/- 3194 )",41145,"(+/- 3608 )",49686,"(+/- 3920 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.2,"(+/- 0.5 )",0.9,"(+/- 0.5 )",1.0,"(+/- 0.4 )",1.2,"(+/- 0.4 )",0.9,"(+/- 0.5 )",0.9,"(+/- 0.4 )",1.0,"(+/- 0.4 )",1.1,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.6,"(+/- 1.0 )",4.1,"(+/- 1.7 )",4.7,"(+/- 1.8 )",4.2,"(+/- 1.4 )",4.2,"(+/- 1.2 )",5.5,"(+/- 1.7 )",3.4,"(+/- 1.1 )",5.8,"(+/- 1.5 )"
Housing,"Housing Tenure","Occupied housing units",315261,"(+/- 5256 )",309482,"(+/- 5396 )",311234,"(+/- 4391 )",301330,"(+/- 3739 )",333920,"(+/- 4361 )",297714,"(+/- 4012 )",320905,"(+/- 3657 )",278880,"(+/- 4398 )"
Housing,"Housing Tenure",Owner-occupied,164067,"(+/- 5025 )",247482,"(+/- 4875 )",246150,"(+/- 4600 )",211242,"(+/- 4350 )",195820,"(+/- 4282 )",216370,"(+/- 4351 )",214956,"(+/- 5323 )",202508,"(+/- 4690 )"
Housing,"Housing Tenure",Renter-occupied,151194,"(+/- 4566 )",62000,"(+/- 3874 )",65084,"(+/- 3897 )",90088,"(+/- 4176 )",138100,"(+/- 4399 )",81344,"(+/- 4046 )",105949,"(+/- 4433 )",76372,"(+/- 3978 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.34,"(+/- 0.05 )",2.54,"(+/- 0.04 )",2.66,"(+/- 0.04 )",2.60,"(+/- 0.04 )",2.48,"(+/- 0.05 )",2.70,"(+/- 0.04 )",2.60,"(+/- 0.04 )",2.56,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.05,"(+/- 0.06 )",2.02,"(+/- 0.09 )",2.26,"(+/- 0.10 )",2.20,"(+/- 0.07 )",2.05,"(+/- 0.07 )",2.22,"(+/- 0.08 )",2.09,"(+/- 0.06 )",2.35,"(+/- 0.10 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",315261,"(+/- 5256 )",309482,"(+/- 5396 )",311234,"(+/- 4391 )",301330,"(+/- 3739 )",333920,"(+/- 4361 )",297714,"(+/- 4012 )",320905,"(+/- 3657 )",278880,"(+/- 4398 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",95755,"(+/- 4718 )",73042,"(+/- 4440 )",72931,"(+/- 4815 )",88606,"(+/- 4131 )",113003,"(+/- 4343 )",83707,"(+/- 3828 )",99608,"(+/- 4435 )",71191,"(+/- 4442 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",77347,"(+/- 4900 )",60984,"(+/- 3715 )",71279,"(+/- 4800 )",66387,"(+/- 4545 )",78216,"(+/- 4655 )",64984,"(+/- 3114 )",76878,"(+/- 4349 )",55579,"(+/- 3790 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",35597,"(+/- 3172 )",39789,"(+/- 2937 )",40949,"(+/- 3352 )",37414,"(+/- 3038 )",36387,"(+/- 2999 )",37052,"(+/- 2241 )",39436,"(+/- 2790 )",36232,"(+/- 2858 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",42539,"(+/- 3158 )",59417,"(+/- 3869 )",60905,"(+/- 3233 )",54715,"(+/- 3452 )",49393,"(+/- 3074 )",55812,"(+/- 3053 )",52650,"(+/- 3183 )",51350,"(+/- 3266 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",27922,"(+/- 2670 )",40184,"(+/- 2589 )",34416,"(+/- 2549 )",29222,"(+/- 2668 )",25462,"(+/- 2391 )",29388,"(+/- 2018 )",27854,"(+/- 2455 )",33345,"(+/- 2536 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",36101,"(+/- 2481 )",36066,"(+/- 2519 )",30754,"(+/- 2328 )",24986,"(+/- 2139 )",31459,"(+/- 2245 )",26771,"(+/- 1841 )",24479,"(+/- 2353 )",31183,"(+/- 2351 )"
Housing,Value,"Owner-occupied units",164067,"(+/- 5025 )",247482,"(+/- 4875 )",246150,"(+/- 4600 )",211242,"(+/- 4350 )",195820,"(+/- 4282 )",216370,"(+/- 4351 )",214956,"(+/- 5323 )",202508,"(+/- 4690 )"
Housing,Value,"Less than $50,000",13780,"(+/- 1828 )",6455,"(+/- 1199 )",16246,"(+/- 2071 )",21570,"(+/- 2110 )",11858,"(+/- 1805 )",20102,"(+/- 1654 )",14327,"(+/- 2083 )",26326,"(+/- 2025 )"
Housing,Value,"$50,000 to $99,999",33688,"(+/- 3053 )",5680,"(+/- 1338 )",16497,"(+/- 1937 )",25319,"(+/- 2243 )",25609,"(+/- 2441 )",28094,"(+/- 1829 )",29417,"(+/- 2742 )",37716,"(+/- 2741 )"
Housing,Value,"$100,000 to $149,999",35691,"(+/- 3010 )",17787,"(+/- 1987 )",27359,"(+/- 2493 )",28725,"(+/- 2397 )",35096,"(+/- 2772 )",25060,"(+/- 1821 )",38017,"(+/- 2766 )",39864,"(+/- 3766 )"
Housing,Value,"$150,000 to $199,999",28680,"(+/- 2866 )",28326,"(+/- 2500 )",40475,"(+/- 2957 )",38654,"(+/- 2631 )",37081,"(+/- 3282 )",31365,"(+/- 2758 )",41037,"(+/- 3491 )",31777,"(+/- 3207 )"
Housing,Value,"$200,000 to $299,999",26095,"(+/- 2205 )",69000,"(+/- 3641 )",70678,"(+/- 3775 )",52825,"(+/- 2905 )",42684,"(+/- 2901 )",53114,"(+/- 3356 )",46136,"(+/- 3786 )",35879,"(+/- 2567 )"
Housing,Value,"$300,000 to $499,999",15699,"(+/- 1894 )",78758,"(+/- 3425 )",57271,"(+/- 3400 )",32797,"(+/- 2488 )",32615,"(+/- 2649 )",44983,"(+/- 2869 )",35123,"(+/- 2801 )",23313,"(+/- 2507 )"
Housing,Value,"$500,000 to $999,999",8271,"(+/- 1388 )",32052,"(+/- 2283 )",15510,"(+/- 1642 )",9333,"(+/- 1589 )",9013,"(+/- 1375 )",11849,"(+/- 1302 )",9648,"(+/- 1807 )",6337,"(+/- 1107 )"
Housing,Value,"$1,000,000 or more",2163,"(+/- 994 )",9424,"(+/- 1383 )",2114,"(+/- 844 )",2019,"(+/- 708 )",1864,"(+/- 652 )",1803,"(+/- 578 )",1251,"(+/- 453 )",1296,"(+/- 634 )"
Housing,Value,"Median (dollars)",148400,"(+/- 4665 )",295100,"(+/- 5110 )",227900,"(+/- 3796 )",186200,"(+/- 5442 )",182100,"(+/- 4650 )",206200,"(+/- 5102 )",179500,"(+/- 5516 )",146100,"(+/- 4556 )"
Housing,"Mortgage Status","Owner-occupied units",164067,"(+/- 5025 )",247482,"(+/- 4875 )",246150,"(+/- 4600 )",211242,"(+/- 4350 )",195820,"(+/- 4282 )",216370,"(+/- 4351 )",214956,"(+/- 5323 )",202508,"(+/- 4690 )"
Housing,"Mortgage Status","Housing units with a mortgage",105196,"(+/- 4564 )",160390,"(+/- 4932 )",160558,"(+/- 4916 )",121587,"(+/- 4138 )",123881,"(+/- 4350 )",128841,"(+/- 4121 )",129437,"(+/- 5519 )",107623,"(+/- 4271 )"
Housing,"Mortgage Status","Housing units without a mortgage",58871,"(+/- 3980 )",87092,"(+/- 4590 )",85592,"(+/- 4251 )",89655,"(+/- 4055 )",71939,"(+/- 3181 )",87529,"(+/- 3260 )",85519,"(+/- 3440 )",94885,"(+/- 3937 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",105196,"(+/- 4564 )",160390,"(+/- 4932 )",160558,"(+/- 4916 )",121587,"(+/- 4138 )",123881,"(+/- 4350 )",128841,"(+/- 4121 )",129437,"(+/- 5519 )",107623,"(+/- 4271 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1664,"(+/- 654 )",1352,"(+/- 597 )",2222,"(+/- 774 )",2634,"(+/- 626 )",1721,"(+/- 689 )",1482,"(+/- 473 )",2844,"(+/- 813 )",3496,"(+/- 1049 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",29277,"(+/- 2663 )",14377,"(+/- 1869 )",28705,"(+/- 2812 )",34250,"(+/- 2375 )",27274,"(+/- 2622 )",31324,"(+/- 2072 )",43630,"(+/- 3813 )",44569,"(+/- 2709 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",39887,"(+/- 3377 )",47531,"(+/- 2786 )",61876,"(+/- 3812 )",45412,"(+/- 3700 )",48064,"(+/- 3171 )",41248,"(+/- 3008 )",50209,"(+/- 3477 )",36948,"(+/- 3342 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",18075,"(+/- 2615 )",42080,"(+/- 2693 )",38650,"(+/- 2837 )",24147,"(+/- 2613 )",26810,"(+/- 2620 )",24967,"(+/- 2449 )",18421,"(+/- 2742 )",13235,"(+/- 1912 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",6170,"(+/- 1252 )",22369,"(+/- 2020 )",17237,"(+/- 2216 )",8304,"(+/- 1430 )",10869,"(+/- 1670 )",16212,"(+/- 2209 )",7832,"(+/- 1457 )",6341,"(+/- 1378 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4211,"(+/- 1073 )",12303,"(+/- 1782 )",5312,"(+/- 1367 )",3603,"(+/- 1222 )",4902,"(+/- 1008 )",7648,"(+/- 1395 )",3389,"(+/- 1173 )",1401,"(+/- 570 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",5912,"(+/- 1132 )",20378,"(+/- 2120 )",6556,"(+/- 1228 )",3237,"(+/- 953 )",4241,"(+/- 795 )",5960,"(+/- 971 )",3112,"(+/- 988 )",1633,"(+/- 713 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1234,"(+/- 30 )",1664,"(+/- 25 )",1393,"(+/- 25 )",1230,"(+/- 26 )",1319,"(+/- 32 )",1376,"(+/- 29 )",1153,"(+/- 26 )",1064,"(+/- 26 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",58871,"(+/- 3980 )",87092,"(+/- 4590 )",85592,"(+/- 4251 )",89655,"(+/- 4055 )",71939,"(+/- 3181 )",87529,"(+/- 3260 )",85519,"(+/- 3440 )",94885,"(+/- 3937 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",5273,"(+/- 1378 )",1770,"(+/- 595 )",8746,"(+/- 1402 )",14217,"(+/- 1725 )",5270,"(+/- 974 )",9302,"(+/- 1024 )",12963,"(+/- 1843 )",18772,"(+/- 1693 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",15570,"(+/- 2073 )",8461,"(+/- 1287 )",22668,"(+/- 2162 )",26624,"(+/- 2588 )",16459,"(+/- 1849 )",22129,"(+/- 1802 )",27110,"(+/- 2349 )",34047,"(+/- 2590 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",21782,"(+/- 2255 )",28422,"(+/- 2479 )",30532,"(+/- 2494 )",29592,"(+/- 2645 )",27087,"(+/- 2506 )",30833,"(+/- 2300 )",28256,"(+/- 2156 )",28560,"(+/- 2372 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",8702,"(+/- 1408 )",25227,"(+/- 2683 )",16225,"(+/- 2456 )",12905,"(+/- 1806 )",13461,"(+/- 1632 )",16542,"(+/- 1778 )",12294,"(+/- 1962 )",9537,"(+/- 1447 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3949,"(+/- 1031 )",10583,"(+/- 1612 )",4476,"(+/- 913 )",3285,"(+/- 915 )",4912,"(+/- 1073 )",4260,"(+/- 784 )",2585,"(+/- 810 )",2226,"(+/- 643 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",3595,"(+/- 1121 )",12629,"(+/- 1757 )",2945,"(+/- 909 )",3032,"(+/- 1117 )",4750,"(+/- 933 )",4463,"(+/- 854 )",2311,"(+/- 744 )",1743,"(+/- 698 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",469,"(+/- 15 )",638,"(+/- 16 )",466,"(+/- 12 )",423,"(+/- 14 )",494,"(+/- 12 )",473,"(+/- 9 )",415,"(+/- 13 )",376,"(+/- 9 )"
Housing,"Gross Rent","Occupied units paying rent",146047,"(+/- 4740 )",58662,"(+/- 3679 )",60789,"(+/- 3623 )",83746,"(+/- 3968 )",132685,"(+/- 4436 )",76498,"(+/- 3911 )",97952,"(+/- 4356 )",68365,"(+/- 3800 )"
Housing,"Gross Rent","Less than $500",13278,"(+/- 1807 )",2547,"(+/- 796 )",6882,"(+/- 1361 )",11545,"(+/- 1639 )",9974,"(+/- 1936 )",11670,"(+/- 1337 )",9598,"(+/- 1883 )",14635,"(+/- 1756 )"
Housing,"Gross Rent","$500 to $999",75261,"(+/- 4954 )",21069,"(+/- 2761 )",32793,"(+/- 3008 )",47007,"(+/- 3375 )",56059,"(+/- 4194 )",36994,"(+/- 3449 )",62730,"(+/- 3818 )",43691,"(+/- 3004 )"
Housing,"Gross Rent","$1,000 to $1,499",44099,"(+/- 4363 )",22751,"(+/- 2458 )",15926,"(+/- 2080 )",20205,"(+/- 2189 )",48149,"(+/- 4012 )",18744,"(+/- 2139 )",21328,"(+/- 2674 )",8737,"(+/- 1546 )"
Housing,"Gross Rent","$1,500 to $1,999",8892,"(+/- 1600 )",6522,"(+/- 1315 )",4286,"(+/- 1589 )",3489,"(+/- 1050 )",13985,"(+/- 2204 )",7073,"(+/- 1567 )",2939,"(+/- 1047 )",894,"(+/- 568 )"
Housing,"Gross Rent","$2,000 to $2,499",3526,"(+/- 1002 )",3563,"(+/- 1137 )",284,"(+/- 223 )",1056,"(+/- 421 )",2673,"(+/- 1077 )",1724,"(+/- 714 )",1145,"(+/- 771 )",240,"(+/- 295 )"
Housing,"Gross Rent","$2,500 to $2,999",624,"(+/- 576 )",653,"(+/- 436 )",52,"(+/- 88 )",102,"(+/- 155 )",507,"(+/- 373 )",116,"(+/- 110 )",114,"(+/- 115 )",0,"(+/- 198 )"
Housing,"Gross Rent","$3,000 or more",367,"(+/- 376 )",1557,"(+/- 456 )",566,"(+/- 649 )",342,"(+/- 484 )",1338,"(+/- 653 )",177,"(+/- 125 )",98,"(+/- 131 )",168,"(+/- 178 )"
Housing,"Gross Rent","Median (dollars)",912,"(+/- 20 )",1113,"(+/- 37 )",844,"(+/- 32 )",830,"(+/- 19 )",1003,"(+/- 30 )",863,"(+/- 27 )",813,"(+/- 24 )",688,"(+/- 15 )"
Housing,"Gross Rent","No rent paid",5147,"(+/- 1417 )",3338,"(+/- 994 )",4295,"(+/- 1176 )",6342,"(+/- 1416 )",5415,"(+/- 1233 )",4846,"(+/- 911 )",7997,"(+/- 1345 )",8007,"(+/- 1268 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",315261,"(+/- 5256 )",309482,"(+/- 5396 )",311234,"(+/- 4391 )",301330,"(+/- 3739 )",333920,"(+/- 4361 )",297714,"(+/- 4012 )",320905,"(+/- 3657 )",278880,"(+/- 4398 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",31507,"(+/- 3300 )",10591,"(+/- 1726 )",12613,"(+/- 1768 )",16836,"(+/- 2256 )",19884,"(+/- 1968 )",15159,"(+/- 2063 )",19373,"(+/- 2606 )",20512,"(+/- 2190 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",16046,"(+/- 2319 )",6961,"(+/- 1365 )",9426,"(+/- 1658 )",16244,"(+/- 1818 )",14507,"(+/- 2074 )",10951,"(+/- 1643 )",14286,"(+/- 2293 )",17772,"(+/- 2214 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",30011,"(+/- 3869 )",16886,"(+/- 2109 )",19673,"(+/- 2272 )",27799,"(+/- 2664 )",27470,"(+/- 2569 )",21671,"(+/- 2132 )",31096,"(+/- 2731 )",32219,"(+/- 2700 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",31173,"(+/- 2980 )",16671,"(+/- 2062 )",24533,"(+/- 2810 )",31854,"(+/- 3501 )",32307,"(+/- 3145 )",24546,"(+/- 1988 )",34301,"(+/- 3103 )",29357,"(+/- 2416 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",47626,"(+/- 3802 )",29263,"(+/- 2702 )",35836,"(+/- 2942 )",40471,"(+/- 3220 )",46947,"(+/- 3802 )",35137,"(+/- 2668 )",46929,"(+/- 3975 )",38084,"(+/- 3081 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",58461,"(+/- 4137 )",45969,"(+/- 3834 )",55309,"(+/- 3667 )",60082,"(+/- 3892 )",61661,"(+/- 4456 )",53981,"(+/- 3260 )",63134,"(+/- 3663 )",53688,"(+/- 3191 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",36358,"(+/- 2906 )",41013,"(+/- 3122 )",45308,"(+/- 3252 )",39617,"(+/- 3257 )",46796,"(+/- 3763 )",44732,"(+/- 3284 )",42254,"(+/- 3526 )",33569,"(+/- 2879 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",35398,"(+/- 2731 )",58471,"(+/- 3952 )",59475,"(+/- 3462 )",39295,"(+/- 3226 )",46949,"(+/- 3741 )",50048,"(+/- 3478 )",39280,"(+/- 2949 )",32935,"(+/- 2926 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",14647,"(+/- 2014 )",34582,"(+/- 2854 )",26315,"(+/- 2670 )",15618,"(+/- 2249 )",21780,"(+/- 2764 )",22542,"(+/- 2116 )",15668,"(+/- 2061 )",11674,"(+/- 1892 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",14034,"(+/- 1636 )",49075,"(+/- 3155 )",22746,"(+/- 2115 )",13514,"(+/- 2177 )",15619,"(+/- 1510 )",18947,"(+/- 2237 )",14584,"(+/- 2133 )",9070,"(+/- 1488 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",50358,"(+/- 1657 )",91927,"(+/- 2813 )",74315,"(+/- 1393 )",56417,"(+/- 2069 )",59833,"(+/- 2048 )",69337,"(+/- 2215 )",54856,"(+/- 1700 )",50633,"(+/- 1511 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",70759,"(+/- 2206 )",128452,"(+/- 3856 )",93271,"(+/- 2467 )",75327,"(+/- 2826 )",79029,"(+/- 2366 )",88637,"(+/- 2661 )",75708,"(+/- 2782 )",67352,"(+/- 2084 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",703510,"(+/- 9804 )",755558,"(+/- 12639 )",806490,"(+/- 10540 )",754488,"(+/- 5156 )",775414,"(+/- 8657 )",772187,"(+/- 9323 )",791362,"(+/- 3474 )",704292,"(+/- 5882 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",632635,"(+/- 11216 )",729038,"(+/- 12424 )",750134,"(+/- 10941 )",670870,"(+/- 7550 )",682118,"(+/- 9793 )",704852,"(+/- 10731 )",699802,"(+/- 6281 )",622954,"(+/- 8519 )"
