Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,"Commuting to Work","Worked from home",53349,"(+/- 3685 )",65811,"(+/- 5526 )",106713,"(+/- 6362 )",85633,"(+/- 5938 )",101213,"(+/- 6622 )",95344,"(+/- 4932 )",77603,"(+/- 4352 )",147511,"(+/- 6033 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",28.0,"(+/- 0.7 )",26.1,"(+/- 0.7 )",26.4,"(+/- 0.9 )",32.3,"(+/- 0.9 )",34.2,"(+/- 0.9 )",28.0,"(+/- 0.8 )",28.1,"(+/- 0.8 )",31.3,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",357666,"(+/- 8045 )",379782,"(+/- 9933 )",399633,"(+/- 11061 )",389137,"(+/- 9152 )",407787,"(+/- 9668 )",383565,"(+/- 9439 )",334834,"(+/- 9228 )",418346,"(+/- 10487 )"
Workers,Occupation,"Management, business, science, and arts occupations",152147,"(+/- 6064 )",167639,"(+/- 8267 )",227295,"(+/- 8282 )",167489,"(+/- 7023 )",204119,"(+/- 6954 )",198299,"(+/- 7132 )",169741,"(+/- 6675 )",248982,"(+/- 6606 )"
Workers,Occupation,"Service occupations",59844,"(+/- 4122 )",59718,"(+/- 5245 )",49435,"(+/- 4205 )",65417,"(+/- 4773 )",58134,"(+/- 4852 )",52397,"(+/- 4369 )",55817,"(+/- 5048 )",57167,"(+/- 4780 )"
Workers,Occupation,"Sales and office occupations",72201,"(+/- 4695 )",75715,"(+/- 5071 )",70136,"(+/- 4922 )",80261,"(+/- 5182 )",73666,"(+/- 4730 )",71878,"(+/- 4257 )",57363,"(+/- 4578 )",62543,"(+/- 4424 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33604,"(+/- 2961 )",27442,"(+/- 3072 )",21645,"(+/- 2611 )",39162,"(+/- 3673 )",36377,"(+/- 3269 )",26003,"(+/- 2913 )",17236,"(+/- 2592 )",26008,"(+/- 2662 )"
Workers,Occupation,"Production, transportation, and material moving occupations",39870,"(+/- 3371 )",49268,"(+/- 5143 )",31122,"(+/- 3547 )",36808,"(+/- 3600 )",35491,"(+/- 2933 )",34988,"(+/- 3825 )",34677,"(+/- 3522 )",23646,"(+/- 2862 )"
Workers,Industry,"Civilian employed population 16 years and over",357666,"(+/- 8045 )",379782,"(+/- 9933 )",399633,"(+/- 11061 )",389137,"(+/- 9152 )",407787,"(+/- 9668 )",383565,"(+/- 9439 )",334834,"(+/- 9228 )",418346,"(+/- 10487 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",5975,"(+/- 1247 )",1549,"(+/- 930 )",1403,"(+/- 691 )",699,"(+/- 465 )",1811,"(+/- 908 )",3959,"(+/- 1068 )",1837,"(+/- 649 )",1487,"(+/- 556 )"
Workers,Industry,Construction,29775,"(+/- 3273 )",23584,"(+/- 2738 )",23363,"(+/- 2216 )",39695,"(+/- 4265 )",36445,"(+/- 3673 )",25885,"(+/- 2916 )",15405,"(+/- 2497 )",28987,"(+/- 2520 )"
Workers,Industry,Manufacturing,26110,"(+/- 3444 )",23009,"(+/- 3031 )",21756,"(+/- 2946 )",13527,"(+/- 1960 )",13069,"(+/- 2133 )",20968,"(+/- 2750 )",16743,"(+/- 2432 )",16157,"(+/- 2123 )"
Workers,Industry,"Wholesale trade",8124,"(+/- 1775 )",7092,"(+/- 1551 )",8757,"(+/- 1979 )",6876,"(+/- 1657 )",5967,"(+/- 1578 )",6678,"(+/- 1448 )",5403,"(+/- 1401 )",4088,"(+/- 999 )"
Workers,Industry,"Retail trade",39912,"(+/- 3290 )",43150,"(+/- 4221 )",35817,"(+/- 3818 )",34789,"(+/- 3861 )",35948,"(+/- 3726 )",37133,"(+/- 3320 )",28999,"(+/- 3122 )",29497,"(+/- 2780 )"
Workers,Industry,"Transportation and warehousing, and utilities",17297,"(+/- 2301 )",27526,"(+/- 3730 )",19059,"(+/- 2835 )",24630,"(+/- 3195 )",23284,"(+/- 3423 )",18699,"(+/- 2709 )",17882,"(+/- 2720 )",12828,"(+/- 1854 )"
Workers,Industry,Information,5238,"(+/- 1040 )",7125,"(+/- 1792 )",7293,"(+/- 1469 )",6431,"(+/- 1457 )",6132,"(+/- 1577 )",6650,"(+/- 1258 )",5617,"(+/- 1629 )",9151,"(+/- 1495 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",21699,"(+/- 2634 )",23551,"(+/- 3540 )",25090,"(+/- 3140 )",20078,"(+/- 3082 )",18914,"(+/- 2260 )",25561,"(+/- 2832 )",20379,"(+/- 2950 )",29689,"(+/- 2490 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",44604,"(+/- 3579 )",50504,"(+/- 4287 )",71305,"(+/- 5212 )",64638,"(+/- 4609 )",65610,"(+/- 3998 )",68750,"(+/- 4396 )",51949,"(+/- 3505 )",89032,"(+/- 5023 )"
Workers,Industry,"Educational services, and health care and social assistance",86904,"(+/- 5202 )",93507,"(+/- 6129 )",104462,"(+/- 5753 )",82798,"(+/- 5984 )",82184,"(+/- 4386 )",82857,"(+/- 4683 )",99858,"(+/- 6216 )",92196,"(+/- 4921 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",27819,"(+/- 3292 )",26315,"(+/- 3310 )",26213,"(+/- 3188 )",26915,"(+/- 2584 )",25040,"(+/- 3132 )",28028,"(+/- 3479 )",21225,"(+/- 3002 )",30918,"(+/- 3792 )"
Workers,Industry,"Other services, except public administration",13819,"(+/- 1856 )",16582,"(+/- 2562 )",17936,"(+/- 2518 )",17299,"(+/- 2201 )",21652,"(+/- 2568 )",19961,"(+/- 2544 )",16497,"(+/- 2580 )",27731,"(+/- 2537 )"
Workers,Industry,"Public administration",30390,"(+/- 3030 )",36288,"(+/- 3764 )",37179,"(+/- 3572 )",50762,"(+/- 4119 )",71731,"(+/- 4907 )",38436,"(+/- 3456 )",33040,"(+/- 3346 )",46585,"(+/- 3711 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",357666,"(+/- 8045 )",379782,"(+/- 9933 )",399633,"(+/- 11061 )",389137,"(+/- 9152 )",407787,"(+/- 9668 )",383565,"(+/- 9439 )",334834,"(+/- 9228 )",418346,"(+/- 10487 )"
Workers,"Class of Worker","Private wage and salary workers",266252,"(+/- 6508 )",280879,"(+/- 9308 )",294958,"(+/- 9714 )",271486,"(+/- 8071 )",266737,"(+/- 8198 )",284883,"(+/- 8945 )",245346,"(+/- 8568 )",299786,"(+/- 8817 )"
Workers,"Class of Worker","Government workers",70146,"(+/- 5071 )",82263,"(+/- 6555 )",81573,"(+/- 4498 )",97645,"(+/- 5504 )",123082,"(+/- 6469 )",78164,"(+/- 4785 )",71877,"(+/- 5178 )",88552,"(+/- 4850 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",20897,"(+/- 2897 )",15800,"(+/- 2622 )",21837,"(+/- 3093 )",19657,"(+/- 2419 )",17488,"(+/- 2318 )",19704,"(+/- 2260 )",16955,"(+/- 2376 )",28985,"(+/- 3029 )"
Workers,"Class of Worker","Unpaid family workers",371,"(+/- 341 )",840,"(+/- 628 )",1265,"(+/- 864 )",349,"(+/- 278 )",480,"(+/- 315 )",814,"(+/- 466 )",656,"(+/- 512 )",1023,"(+/- 623 )"
Housing,"Housing Occupancy","Total housing units",345573,"(+/- 2863 )",321723,"(+/- 5602 )",321152,"(+/- 5988 )",309137,"(+/- 4892 )",298678,"(+/- 4162 )",318634,"(+/- 4818 )",323252,"(+/- 4993 )",308215,"(+/- 4878 )"
Housing,"Housing Occupancy","Occupied housing units",286811,"(+/- 4121 )",303914,"(+/- 5792 )",303646,"(+/- 5928 )",295212,"(+/- 4839 )",282435,"(+/- 5024 )",296970,"(+/- 5493 )",290076,"(+/- 5071 )",296588,"(+/- 4918 )"
Housing,"Housing Occupancy","Vacant housing units",58762,"(+/- 3164 )",17809,"(+/- 2649 )",17506,"(+/- 2456 )",13925,"(+/- 1853 )",16243,"(+/- 2875 )",21664,"(+/- 2176 )",33176,"(+/- 3100 )",11627,"(+/- 1997 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.3,"(+/- 0.4 )",1.2,"(+/- 0.5 )",1.1,"(+/- 0.5 )",0.5,"(+/- 0.3 )",1.5,"(+/- 0.6 )",0.7,"(+/- 0.3 )",1.5,"(+/- 0.6 )",0.6,"(+/- 0.3 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.2,"(+/- 2.0 )",3.2,"(+/- 1.0 )",4.8,"(+/- 1.2 )",4.1,"(+/- 1.0 )",1.9,"(+/- 1.1 )",4.5,"(+/- 1.2 )",4.6,"(+/- 1.1 )",2.8,"(+/- 1.2 )"
Housing,"Housing Tenure","Occupied housing units",286811,"(+/- 4121 )",303914,"(+/- 5792 )",303646,"(+/- 5928 )",295212,"(+/- 4839 )",282435,"(+/- 5024 )",296970,"(+/- 5493 )",290076,"(+/- 5071 )",296588,"(+/- 4918 )"
Housing,"Housing Tenure",Owner-occupied,226401,"(+/- 4374 )",186578,"(+/- 5506 )",201814,"(+/- 4909 )",184176,"(+/- 4930 )",222310,"(+/- 4491 )",200815,"(+/- 5842 )",168739,"(+/- 5147 )",206830,"(+/- 4516 )"
Housing,"Housing Tenure",Renter-occupied,60410,"(+/- 3270 )",117336,"(+/- 5220 )",101832,"(+/- 4757 )",111036,"(+/- 4049 )",60125,"(+/- 3861 )",96155,"(+/- 4522 )",121337,"(+/- 5653 )",89758,"(+/- 4083 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.57,"(+/- 0.04 )",2.59,"(+/- 0.06 )",2.53,"(+/- 0.05 )",2.77,"(+/- 0.05 )",2.85,"(+/- 0.05 )",2.64,"(+/- 0.04 )",2.64,"(+/- 0.05 )",2.78,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.35,"(+/- 0.11 )",2.26,"(+/- 0.07 )",2.20,"(+/- 0.09 )",2.46,"(+/- 0.08 )",2.53,"(+/- 0.13 )",2.46,"(+/- 0.08 )",2.09,"(+/- 0.07 )",2.33,"(+/- 0.09 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",286811,"(+/- 4121 )",303914,"(+/- 5792 )",303646,"(+/- 5928 )",295212,"(+/- 4839 )",282435,"(+/- 5024 )",296970,"(+/- 5493 )",290076,"(+/- 5071 )",296588,"(+/- 4918 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",59377,"(+/- 3563 )",87258,"(+/- 4841 )",85633,"(+/- 4703 )",76159,"(+/- 4410 )",65802,"(+/- 4624 )",76428,"(+/- 4734 )",77671,"(+/- 4762 )",77774,"(+/- 3896 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",57848,"(+/- 3418 )",70327,"(+/- 5100 )",68605,"(+/- 3697 )",66046,"(+/- 3929 )",61045,"(+/- 4347 )",68470,"(+/- 4174 )",62427,"(+/- 4765 )",61274,"(+/- 3435 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",37491,"(+/- 3661 )",31764,"(+/- 2573 )",37631,"(+/- 3178 )",36793,"(+/- 3611 )",33664,"(+/- 3135 )",35412,"(+/- 3111 )",36102,"(+/- 3750 )",36627,"(+/- 2957 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",58713,"(+/- 3327 )",52754,"(+/- 3680 )",48814,"(+/- 3576 )",51266,"(+/- 4177 )",55019,"(+/- 3630 )",54980,"(+/- 3883 )",45659,"(+/- 3617 )",53288,"(+/- 3269 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",37104,"(+/- 2594 )",31952,"(+/- 2760 )",31398,"(+/- 2932 )",31962,"(+/- 2624 )",37118,"(+/- 2974 )",32203,"(+/- 2496 )",31673,"(+/- 2641 )",33783,"(+/- 2455 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",36278,"(+/- 2744 )",29859,"(+/- 2454 )",31565,"(+/- 2624 )",32986,"(+/- 2582 )",29787,"(+/- 2370 )",29477,"(+/- 2226 )",36544,"(+/- 2311 )",33842,"(+/- 1939 )"
Housing,Value,"Owner-occupied units",226401,"(+/- 4374 )",186578,"(+/- 5506 )",201814,"(+/- 4909 )",184176,"(+/- 4930 )",222310,"(+/- 4491 )",200815,"(+/- 5842 )",168739,"(+/- 5147 )",206830,"(+/- 4516 )"
Housing,Value,"Less than $50,000",7933,"(+/- 1345 )",8578,"(+/- 1676 )",5931,"(+/- 1258 )",4681,"(+/- 857 )",7902,"(+/- 1338 )",6248,"(+/- 1230 )",8832,"(+/- 1796 )",2790,"(+/- 792 )"
Housing,Value,"$50,000 to $99,999",6521,"(+/- 1274 )",6972,"(+/- 1253 )",3134,"(+/- 884 )",2001,"(+/- 811 )",1914,"(+/- 684 )",7313,"(+/- 1360 )",11498,"(+/- 1854 )",1641,"(+/- 651 )"
Housing,Value,"$100,000 to $149,999",8940,"(+/- 1496 )",12758,"(+/- 1838 )",6769,"(+/- 1210 )",2999,"(+/- 862 )",1847,"(+/- 581 )",12076,"(+/- 1661 )",11308,"(+/- 1501 )",2938,"(+/- 896 )"
Housing,Value,"$150,000 to $199,999",20967,"(+/- 2309 )",25159,"(+/- 2327 )",10629,"(+/- 1434 )",5064,"(+/- 1194 )",4258,"(+/- 1236 )",18472,"(+/- 2162 )",18461,"(+/- 2309 )",6074,"(+/- 1238 )"
Housing,Value,"$200,000 to $299,999",51132,"(+/- 3722 )",49006,"(+/- 3829 )",39412,"(+/- 2648 )",32196,"(+/- 2898 )",34251,"(+/- 3340 )",30825,"(+/- 2912 )",29758,"(+/- 2859 )",19987,"(+/- 1926 )"
Housing,Value,"$300,000 to $499,999",88630,"(+/- 4209 )",64219,"(+/- 4183 )",75240,"(+/- 3837 )",86271,"(+/- 3760 )",117164,"(+/- 4177 )",61358,"(+/- 3236 )",39873,"(+/- 3315 )",65307,"(+/- 2864 )"
Housing,Value,"$500,000 to $999,999",36902,"(+/- 2105 )",18224,"(+/- 1856 )",52264,"(+/- 2927 )",45688,"(+/- 3455 )",50054,"(+/- 2943 )",52910,"(+/- 2759 )",43600,"(+/- 2546 )",80887,"(+/- 3342 )"
Housing,Value,"$1,000,000 or more",5376,"(+/- 1132 )",1662,"(+/- 754 )",8435,"(+/- 1203 )",5276,"(+/- 1225 )",4920,"(+/- 1149 )",11613,"(+/- 1678 )",5409,"(+/- 1084 )",27206,"(+/- 1977 )"
Housing,Value,"Median (dollars)",332100,"(+/- 4846 )",279300,"(+/- 7612 )",377600,"(+/- 5731 )",390300,"(+/- 6305 )",392900,"(+/- 5035 )",366700,"(+/- 7186 )",319400,"(+/- 12255 )",520100,"(+/- 12250 )"
Housing,"Mortgage Status","Owner-occupied units",226401,"(+/- 4374 )",186578,"(+/- 5506 )",201814,"(+/- 4909 )",184176,"(+/- 4930 )",222310,"(+/- 4491 )",200815,"(+/- 5842 )",168739,"(+/- 5147 )",206830,"(+/- 4516 )"
Housing,"Mortgage Status","Housing units with a mortgage",152616,"(+/- 4821 )",131884,"(+/- 5273 )",145156,"(+/- 5316 )",144395,"(+/- 4663 )",171932,"(+/- 4337 )",137072,"(+/- 5446 )",114732,"(+/- 5004 )",144460,"(+/- 4429 )"
Housing,"Mortgage Status","Housing units without a mortgage",73785,"(+/- 3469 )",54694,"(+/- 3985 )",56658,"(+/- 3718 )",39781,"(+/- 3101 )",50378,"(+/- 2917 )",63743,"(+/- 3857 )",54007,"(+/- 3368 )",62370,"(+/- 2941 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",152616,"(+/- 4821 )",131884,"(+/- 5273 )",145156,"(+/- 5316 )",144395,"(+/- 4663 )",171932,"(+/- 4337 )",137072,"(+/- 5446 )",114732,"(+/- 5004 )",144460,"(+/- 4429 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1241,"(+/- 708 )",936,"(+/- 496 )",445,"(+/- 284 )",663,"(+/- 417 )",1447,"(+/- 649 )",1373,"(+/- 705 )",2062,"(+/- 933 )",469,"(+/- 321 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",12293,"(+/- 1599 )",14067,"(+/- 1775 )",6790,"(+/- 1541 )",4208,"(+/- 1144 )",5201,"(+/- 1283 )",12380,"(+/- 1702 )",10686,"(+/- 1929 )",4088,"(+/- 986 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",37444,"(+/- 2576 )",34838,"(+/- 2895 )",24165,"(+/- 2612 )",22240,"(+/- 2914 )",18756,"(+/- 2291 )",27169,"(+/- 2460 )",26141,"(+/- 2691 )",13618,"(+/- 1696 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",39745,"(+/- 3378 )",39457,"(+/- 3361 )",39904,"(+/- 3343 )",35495,"(+/- 2766 )",44285,"(+/- 3467 )",31023,"(+/- 3123 )",24504,"(+/- 2650 )",28255,"(+/- 2634 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",28484,"(+/- 3124 )",22871,"(+/- 2416 )",28224,"(+/- 2541 )",34247,"(+/- 2792 )",43305,"(+/- 3260 )",22081,"(+/- 2316 )",19545,"(+/- 2182 )",28430,"(+/- 2543 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",16257,"(+/- 2003 )",12107,"(+/- 2225 )",18077,"(+/- 2287 )",21839,"(+/- 2612 )",29030,"(+/- 2870 )",16051,"(+/- 1745 )",11772,"(+/- 1889 )",24206,"(+/- 2389 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",17152,"(+/- 1931 )",7608,"(+/- 1313 )",27551,"(+/- 2179 )",25703,"(+/- 2587 )",29908,"(+/- 2439 )",26995,"(+/- 2362 )",20022,"(+/- 1724 )",45394,"(+/- 2887 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1807,"(+/- 40 )",1680,"(+/- 30 )",2023,"(+/- 48 )",2140,"(+/- 40 )",2188,"(+/- 31 )",1945,"(+/- 44 )",1841,"(+/- 60 )",2454,"(+/- 51 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",73785,"(+/- 3469 )",54694,"(+/- 3985 )",56658,"(+/- 3718 )",39781,"(+/- 3101 )",50378,"(+/- 2917 )",63743,"(+/- 3857 )",54007,"(+/- 3368 )",62370,"(+/- 2941 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",3001,"(+/- 777 )",3197,"(+/- 907 )",2399,"(+/- 749 )",1352,"(+/- 563 )",1803,"(+/- 724 )",3777,"(+/- 805 )",2841,"(+/- 773 )",1312,"(+/- 526 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",12406,"(+/- 1509 )",7886,"(+/- 1458 )",4496,"(+/- 1069 )",3702,"(+/- 967 )",4711,"(+/- 1151 )",11784,"(+/- 1718 )",5686,"(+/- 1499 )",3173,"(+/- 687 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",25304,"(+/- 2425 )",21425,"(+/- 2229 )",15544,"(+/- 2086 )",11480,"(+/- 1519 )",13509,"(+/- 1784 )",18802,"(+/- 2415 )",13025,"(+/- 1793 )",12031,"(+/- 1402 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",18733,"(+/- 2125 )",12697,"(+/- 1906 )",12916,"(+/- 1614 )",11123,"(+/- 1636 )",13663,"(+/- 1816 )",12476,"(+/- 1456 )",11470,"(+/- 1602 )",16036,"(+/- 1791 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",7522,"(+/- 1365 )",6147,"(+/- 1097 )",8550,"(+/- 1228 )",6468,"(+/- 1293 )",9680,"(+/- 1774 )",7398,"(+/- 1299 )",9304,"(+/- 1601 )",11886,"(+/- 1382 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",6819,"(+/- 1141 )",3342,"(+/- 762 )",12753,"(+/- 1538 )",5656,"(+/- 1465 )",7012,"(+/- 1460 )",9506,"(+/- 1259 )",11681,"(+/- 1434 )",17932,"(+/- 1787 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",570,"(+/- 13 )",554,"(+/- 15 )",682,"(+/- 25 )",660,"(+/- 24 )",673,"(+/- 26 )",570,"(+/- 20 )",687,"(+/- 30 )",780,"(+/- 19 )"
Housing,"Gross Rent","Occupied units paying rent",56543,"(+/- 3303 )",115180,"(+/- 5071 )",99209,"(+/- 4578 )",108230,"(+/- 4152 )",56616,"(+/- 3775 )",91630,"(+/- 4056 )",118328,"(+/- 5806 )",86628,"(+/- 3933 )"
Housing,"Gross Rent","Less than $500",3827,"(+/- 995 )",5920,"(+/- 1397 )",4980,"(+/- 1410 )",3402,"(+/- 966 )",2791,"(+/- 1096 )",6742,"(+/- 1568 )",15805,"(+/- 2389 )",3107,"(+/- 808 )"
Housing,"Gross Rent","$500 to $999",18678,"(+/- 2173 )",15731,"(+/- 2172 )",7610,"(+/- 1632 )",4831,"(+/- 1508 )",4609,"(+/- 1104 )",17149,"(+/- 2249 )",20765,"(+/- 2827 )",4934,"(+/- 1144 )"
Housing,"Gross Rent","$1,000 to $1,499",21271,"(+/- 2199 )",45203,"(+/- 4064 )",29896,"(+/- 3155 )",40467,"(+/- 3798 )",14431,"(+/- 2193 )",21144,"(+/- 2176 )",47587,"(+/- 4378 )",18853,"(+/- 2027 )"
Housing,"Gross Rent","$1,500 to $1,999",8987,"(+/- 1640 )",32202,"(+/- 3451 )",34133,"(+/- 3667 )",38475,"(+/- 3260 )",22021,"(+/- 2788 )",28330,"(+/- 3044 )",23401,"(+/- 2669 )",29053,"(+/- 2614 )"
Housing,"Gross Rent","$2,000 to $2,499",2926,"(+/- 1087 )",13052,"(+/- 2479 )",15271,"(+/- 2464 )",15220,"(+/- 2476 )",8493,"(+/- 1828 )",11278,"(+/- 1844 )",7543,"(+/- 1639 )",14450,"(+/- 1864 )"
Housing,"Gross Rent","$2,500 to $2,999",499,"(+/- 352 )",1862,"(+/- 757 )",3645,"(+/- 902 )",3283,"(+/- 1016 )",3010,"(+/- 880 )",4403,"(+/- 1217 )",1742,"(+/- 736 )",7074,"(+/- 1600 )"
Housing,"Gross Rent","$3,000 or more",355,"(+/- 297 )",1210,"(+/- 528 )",3674,"(+/- 1094 )",2552,"(+/- 854 )",1261,"(+/- 520 )",2584,"(+/- 667 )",1485,"(+/- 578 )",9157,"(+/- 1088 )"
Housing,"Gross Rent","Median (dollars)",1126,"(+/- 38 )",1398,"(+/- 33 )",1604,"(+/- 43 )",1570,"(+/- 36 )",1647,"(+/- 44 )",1514,"(+/- 48 )",1202,"(+/- 27 )",1783,"(+/- 29 )"
Housing,"Gross Rent","No rent paid",3867,"(+/- 744 )",2156,"(+/- 848 )",2623,"(+/- 933 )",2806,"(+/- 990 )",3509,"(+/- 1124 )",4525,"(+/- 1353 )",3009,"(+/- 1208 )",3130,"(+/- 989 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",286811,"(+/- 4121 )",303914,"(+/- 5792 )",303646,"(+/- 5928 )",295212,"(+/- 4839 )",282435,"(+/- 5024 )",296970,"(+/- 5493 )",290076,"(+/- 5071 )",296588,"(+/- 4918 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",14158,"(+/- 1891 )",16617,"(+/- 2412 )",12640,"(+/- 2183 )",15196,"(+/- 2222 )",11946,"(+/- 2073 )",15740,"(+/- 2392 )",25524,"(+/- 2756 )",11169,"(+/- 1872 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",7892,"(+/- 1470 )",8323,"(+/- 1894 )",6528,"(+/- 1411 )",6777,"(+/- 1846 )",5105,"(+/- 1331 )",8328,"(+/- 1610 )",14242,"(+/- 2319 )",5079,"(+/- 1208 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",19388,"(+/- 2304 )",20289,"(+/- 2377 )",12597,"(+/- 1973 )",14517,"(+/- 2214 )",11104,"(+/- 1765 )",16365,"(+/- 2171 )",20033,"(+/- 2410 )",11332,"(+/- 1629 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",16319,"(+/- 1719 )",24393,"(+/- 3316 )",16414,"(+/- 2560 )",13599,"(+/- 1806 )",9840,"(+/- 1572 )",18738,"(+/- 2187 )",18962,"(+/- 2997 )",13473,"(+/- 1887 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",25462,"(+/- 2676 )",30375,"(+/- 3515 )",25817,"(+/- 2588 )",29997,"(+/- 3012 )",16112,"(+/- 2149 )",27108,"(+/- 2670 )",28925,"(+/- 3036 )",20299,"(+/- 2430 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",47107,"(+/- 3569 )",53342,"(+/- 4703 )",43226,"(+/- 3253 )",44116,"(+/- 3817 )",34722,"(+/- 3486 )",43957,"(+/- 3260 )",44813,"(+/- 3986 )",35138,"(+/- 2981 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",40448,"(+/- 2967 )",37827,"(+/- 3681 )",42206,"(+/- 3401 )",38466,"(+/- 3532 )",35328,"(+/- 3164 )",37644,"(+/- 3109 )",34600,"(+/- 3242 )",29407,"(+/- 2781 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",52561,"(+/- 3358 )",55940,"(+/- 3419 )",56459,"(+/- 3841 )",60247,"(+/- 4643 )",64935,"(+/- 3658 )",53872,"(+/- 4235 )",42178,"(+/- 3803 )",57357,"(+/- 3865 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",31198,"(+/- 2734 )",30749,"(+/- 3331 )",35089,"(+/- 2821 )",33571,"(+/- 3120 )",41204,"(+/- 3347 )",30864,"(+/- 2566 )",25016,"(+/- 3197 )",40259,"(+/- 2772 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",32278,"(+/- 2344 )",26059,"(+/- 2628 )",52670,"(+/- 3016 )",38726,"(+/- 3149 )",52139,"(+/- 4000 )",44354,"(+/- 3273 )",35783,"(+/- 2684 )",73075,"(+/- 3280 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",82520,"(+/- 2157 )",74152,"(+/- 2918 )",94619,"(+/- 2608 )",89820,"(+/- 3302 )",112224,"(+/- 3500 )",87067,"(+/- 3417 )",70544,"(+/- 2792 )",118287,"(+/- 3601 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",108408,"(+/- 2853 )",94121,"(+/- 2472 )",129362,"(+/- 3333 )",114177,"(+/- 3387 )",130930,"(+/- 3560 )",117629,"(+/- 3765 )",102558,"(+/- 4938 )",162626,"(+/- 5107 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",728617,"(+/- 8413 )",746317,"(+/- 18389 )",740466,"(+/- 19339 )",778747,"(+/- 13629 )",791086,"(+/- 13053 )",769786,"(+/- 14266 )",716934,"(+/- 15015 )",787345,"(+/- 13830 )"
