Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",490,"(+/- 11 )",503,"(+/- 13 )",677,"(+/- 18 )",504,"(+/- 17 )"
Housing,"Gross Rent","Occupied units paying rent",81581,"(+/- 3963 )",89236,"(+/- 4072 )",98918,"(+/- 3748 )",90910,"(+/- 3877 )"
Housing,"Gross Rent","Less than $500",12281,"(+/- 1867 )",12853,"(+/- 1701 )",4661,"(+/- 1129 )",10126,"(+/- 1487 )"
Housing,"Gross Rent","$500 to $999",46112,"(+/- 3572 )",50526,"(+/- 3622 )",27728,"(+/- 2537 )",51971,"(+/- 3482 )"
Housing,"Gross Rent","$1,000 to $1,499",19377,"(+/- 2457 )",19175,"(+/- 2199 )",45251,"(+/- 3202 )",23832,"(+/- 2768 )"
Housing,"Gross Rent","$1,500 to $1,999",2696,"(+/- 857 )",4635,"(+/- 1044 )",15852,"(+/- 2383 )",4613,"(+/- 1255 )"
Housing,"Gross Rent","$2,000 to $2,499",224,"(+/- 212 )",1125,"(+/- 778 )",3208,"(+/- 1130 )",227,"(+/- 181 )"
Housing,"Gross Rent","$2,500 to $2,999",171,"(+/- 187 )",278,"(+/- 272 )",580,"(+/- 380 )",0,"(+/- 187 )"
Housing,"Gross Rent","$3,000 or more",720,"(+/- 328 )",644,"(+/- 394 )",1638,"(+/- 600 )",141,"(+/- 140 )"
Housing,"Gross Rent","Median (dollars)",804,"(+/- 22 )",818,"(+/- 17 )",1167,"(+/- 25 )",842,"(+/- 19 )"
Housing,"Gross Rent","No rent paid",8903,"(+/- 1365 )",5148,"(+/- 1130 )",2646,"(+/- 905 )",4944,"(+/- 1284 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",276432,"(+/- 3064 )",286978,"(+/- 3112 )",312454,"(+/- 2564 )",283162,"(+/- 3588 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",16956,"(+/- 1932 )",19573,"(+/- 2342 )",13185,"(+/- 1841 )",16105,"(+/- 2099 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",11898,"(+/- 1853 )",13276,"(+/- 1624 )",6632,"(+/- 1343 )",12323,"(+/- 1766 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",26662,"(+/- 2391 )",26056,"(+/- 2846 )",16263,"(+/- 2082 )",23117,"(+/- 2103 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",26317,"(+/- 2698 )",26231,"(+/- 2246 )",19470,"(+/- 2146 )",26204,"(+/- 2266 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",40278,"(+/- 2792 )",38032,"(+/- 3003 )",30434,"(+/- 2822 )",38797,"(+/- 2906 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",54439,"(+/- 3575 )",51588,"(+/- 3387 )",51864,"(+/- 3530 )",58243,"(+/- 3996 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",36728,"(+/- 2521 )",39715,"(+/- 2815 )",43881,"(+/- 3167 )",35396,"(+/- 2409 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",39699,"(+/- 2656 )",43721,"(+/- 3318 )",58630,"(+/- 3276 )",44732,"(+/- 3042 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",13187,"(+/- 1988 )",15984,"(+/- 2053 )",32646,"(+/- 2884 )",15831,"(+/- 1648 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",10268,"(+/- 1330 )",12802,"(+/- 1492 )",39449,"(+/- 2820 )",12414,"(+/- 1721 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",56786,"(+/- 2211 )",57967,"(+/- 2146 )",85228,"(+/- 2280 )",59999,"(+/- 1428 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",73222,"(+/- 2011 )",75868,"(+/- 2008 )",115486,"(+/- 3950 )",78579,"(+/- 2451 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",675518,"(+/- 3503 )",696330,"(+/- 3144 )",788945,"(+/- 2568 )",717999,"(+/- 2647 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",611445,"(+/- 5656 )",633665,"(+/- 5951 )",725026,"(+/- 5727 )",644926,"(+/- 7229 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",493316,"(+/- 8755 )",500684,"(+/- 7987 )",603761,"(+/- 9372 )",493334,"(+/- 10552 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",210313,"(+/- 7086 )",235765,"(+/- 6758 )",205220,"(+/- 6689 )",245972,"(+/- 8083 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",64073,"(+/- 4709 )",62665,"(+/- 5063 )",63919,"(+/- 5063 )",73073,"(+/- 6494 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",178981,"(+/- 2873 )",169915,"(+/- 2864 )",204820,"(+/- 2015 )",192023,"(+/- 2138 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",9979,"(+/- 2057 )",9445,"(+/- 2236 )",7923,"(+/- 1828 )",10218,"(+/- 2914 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.0,"(+/- 1.1 )",10.1,"(+/- 1.2 )",5.6,"(+/- 0.9 )",8.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.0,"(+/- 1.9 )",14.0,"(+/- 2.2 )",7.4,"(+/- 1.7 )",15.2,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.8,"(+/- 5.6 )",21.3,"(+/- 8.2 )",9.8,"(+/- 4.0 )",24.2,"(+/- 7.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.7,"(+/- 0.9 )",4.8,"(+/- 0.9 )",3.0,"(+/- 0.8 )",4.2,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.8,"(+/- 1.6 )",3.7,"(+/- 1.3 )",3.2,"(+/- 1.2 )",6.6,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.7,"(+/- 2.8 )",8.2,"(+/- 6.2 )",0.9,"(+/- 1.0 )",5.7,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",24.2,"(+/- 4.0 )",32.1,"(+/- 5.9 )",18.1,"(+/- 4.3 )",25.4,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",28.6,"(+/- 5.0 )",40.7,"(+/- 7.3 )",22.3,"(+/- 6.0 )",35.1,"(+/- 5.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",40.0,"(+/- 16.1 )",50.7,"(+/- 19.1 )",57.8,"(+/- 19.4 )",65.2,"(+/- 15.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",12.4,"(+/- 1.1 )",14.1,"(+/- 0.8 )",8.1,"(+/- 0.9 )",12.7,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",13.3,"(+/- 2.1 )",14.1,"(+/- 1.8 )",9.3,"(+/- 2.4 )",17.2,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.1,"(+/- 2.1 )",13.2,"(+/- 1.7 )",8.9,"(+/- 2.3 )",16.8,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",14.3,"(+/- 3.4 )",15.6,"(+/- 3.3 )",11.8,"(+/- 3.1 )",23.2,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.7,"(+/- 2.4 )",12.4,"(+/- 1.8 )",7.9,"(+/- 2.3 )",14.7,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.1,"(+/- 1.0 )",14.1,"(+/- 0.9 )",7.6,"(+/- 0.6 )",11.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.0,"(+/- 1.3 )",10.1,"(+/- 1.4 )",7.5,"(+/- 1.5 )",8.6,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.5,"(+/- 1.2 )",9.5,"(+/- 1.1 )",5.9,"(+/- 1.1 )",10.0,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.4,"(+/- 2.1 )",29.3,"(+/- 2.0 )",17.9,"(+/- 2.1 )",24.8,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",183707,"(+/- 4656 )",181971,"(+/- 4992 )",198133,"(+/- 3725 )",190017,"(+/- 3251 )"
Education,"School Enrollment","Nursery school, preschool",10962,"(+/- 1619 )",9615,"(+/- 1405 )",14107,"(+/- 1930 )",10287,"(+/- 1581 )"
Education,"School Enrollment",Kindergarten,9677,"(+/- 1613 )",7745,"(+/- 1204 )",9357,"(+/- 1510 )",10400,"(+/- 1507 )"
Education,"School Enrollment","Elementary school (grades 1-8)",75349,"(+/- 2560 )",71187,"(+/- 2702 )",89337,"(+/- 2553 )",85720,"(+/- 2204 )"
Education,"School Enrollment","High school (grades 9-12)",34919,"(+/- 2023 )",40634,"(+/- 2679 )",46480,"(+/- 2360 )",42806,"(+/- 2017 )"
Education,"School Enrollment","College or graduate school",52800,"(+/- 3179 )",52790,"(+/- 4456 )",38852,"(+/- 3465 )",40804,"(+/- 2598 )"
Education,"Educational Attainment","Population 25 years and over",449486,"(+/- 3238 )",476599,"(+/- 3742 )",533390,"(+/- 1632 )",482658,"(+/- 1849 )"
Education,"Educational Attainment","Less than 9th grade",20990,"(+/- 2717 )",10393,"(+/- 1572 )",18485,"(+/- 2535 )",17387,"(+/- 1900 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",23767,"(+/- 2491 )",19400,"(+/- 2366 )",17045,"(+/- 2273 )",29955,"(+/- 2470 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",127369,"(+/- 4832 )",142483,"(+/- 4544 )",94387,"(+/- 5097 )",129406,"(+/- 6124 )"
Education,"Educational Attainment","Some college, no degree",109447,"(+/- 4753 )",110840,"(+/- 5001 )",99507,"(+/- 4908 )",116245,"(+/- 4870 )"
Education,"Educational Attainment","Associate's degree",47005,"(+/- 3381 )",39265,"(+/- 3356 )",37560,"(+/- 3466 )",43745,"(+/- 3810 )"
Education,"Educational Attainment","Bachelor's degree",78913,"(+/- 4978 )",93922,"(+/- 4916 )",161913,"(+/- 5797 )",92716,"(+/- 5479 )"
Education,"Educational Attainment","Graduate or professional degree",41995,"(+/- 3101 )",60296,"(+/- 3867 )",104493,"(+/- 4425 )",53204,"(+/- 3908 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.0,"(+/- 0.7 )",93.7,"(+/- 0.6 )",93.3,"(+/- 0.6 )",90.2,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",26.9,"(+/- 1.2 )",32.4,"(+/- 1.0 )",49.9,"(+/- 1.2 )",30.2,"(+/- 1.2 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",235464,G,225082,G,419155,G,288926,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",537,H,180,G,13,J,158,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",2676,G,1008,H,232,G,1411,G
Business,"Paid employees for pay period including March 12",Utilities,2376,G,3016,H,580,G,1142,G
Business,"Paid employees for pay period including March 12",Construction,11418,G,13992,G,25246,G,17277,G
Business,"Paid employees for pay period including March 12",Manufacturing,42315,G,34073,G,32928,G,57585,G
Business,"Paid employees for pay period including March 12","Wholesale trade",12916,G,7147,G,29169,G,11582,G
Business,"Paid employees for pay period including March 12","Retail trade",34147,G,29941,G,45737,G,36181,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9217,G,8619,G,31766,G,10686,G
Business,"Paid employees for pay period including March 12",Information,4202,H,2845,H,13695,H,4756,G
Business,"Paid employees for pay period including March 12","Finance and insurance",9295,G,10788,G,33070,G,8973,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2427,G,2663,G,6200,G,3829,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7420,G,9085,G,35088,G,13205,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1935,G,2742,G,11793,G,7956,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",8377,G,7490,G,30704,G,15171,G
Business,"Paid employees for pay period including March 12","Educational services",2833,G,5699,H,6566,G,5830,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",42800,G,47619,G,58135,G,46252,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3142,G,2956,H,6314,G,4750,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",26377,G,25059,G,35629,G,30243,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11022,G,10132,G,16281,G,11913,G
Business,"Paid employees for pay period including March 12","Industries not classified",32,J,28,J,9,J,26,H
Business,"Annual payroll ($1,000)","Total for all sectors",9428323,G,9573877,G,24427274,G,13257692,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",27544,H,9205,H,424,G,6731,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",136214,G,56800,H,10781,G,74811,G
Business,"Annual payroll ($1,000)",Utilities,229328,G,340867,H,68619,G,98779,H
Business,"Annual payroll ($1,000)",Construction,566685,G,776733,G,1715332,G,919785,G
Business,"Annual payroll ($1,000)",Manufacturing,2349305,G,1739134,G,2298773,G,3357613,G
Business,"Annual payroll ($1,000)","Wholesale trade",680865,G,400497,G,2155340,G,803204,G
Business,"Annual payroll ($1,000)","Retail trade",881191,G,771812,G,1347154,G,982762,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",459807,G,422120,G,1462701,G,526268,G
Business,"Annual payroll ($1,000)",Information,205467,H,132232,H,1606072,H,238108,G
Business,"Annual payroll ($1,000)","Finance and insurance",520460,G,702944,G,3144599,G,662613,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",87256,G,90992,G,337739,G,154011,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",351702,G,556017,G,3107484,G,764817,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",131413,G,283545,G,1174582,H,985906,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",254106,G,267399,G,1396346,G,506328,G
Business,"Annual payroll ($1,000)","Educational services",66127,G,140646,H,261835,G,178862,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1808661,G,2181023,G,3092074,G,2171693,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",41345,G,48883,H,134074,G,73817,H
Business,"Annual payroll ($1,000)","Accommodation and food services",348485,G,347506,G,602256,G,431938,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",281455,G,305111,G,510134,G,318394,G
Business,"Annual payroll ($1,000)","Industries not classified",907,G,411,G,955,G,1252,G
Business,"Total Establishments","Total for all sectors",19442,X,15497,X,21442,X,17037,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",109,X,40,X,9,X,22,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",396,X,120,X,26,X,267,X
Business,"Total Establishments",Utilities,132,X,65,X,14,X,42,X
Business,"Total Establishments",Construction,1876,X,1636,X,1977,X,1596,X
Business,"Total Establishments",Manufacturing,705,X,625,X,597,X,746,X
Business,"Total Establishments","Wholesale trade",1240,X,637,X,1428,X,794,X
Business,"Total Establishments","Retail trade",2817,X,2210,X,2259,X,2301,X
Business,"Total Establishments","Transportation and warehousing",938,X,528,X,612,X,505,X
Business,"Total Establishments",Information,394,X,258,X,446,X,274,X
Business,"Total Establishments","Finance and insurance",1450,X,1158,X,1959,X,1229,X
Business,"Total Establishments","Real estate and rental and leasing",720,X,656,X,1314,X,809,X
Business,"Total Establishments","Professional, scientific, and technical services",1262,X,1307,X,3007,X,1445,X
Business,"Total Establishments","Management of companies and enterprises",98,X,144,X,244,X,134,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",756,X,697,X,1380,X,860,X
Business,"Total Establishments","Educational services",128,X,167,X,270,X,163,X
Business,"Total Establishments","Health care and social assistance",1928,X,1794,X,2376,X,2176,X
Business,"Total Establishments","Arts, entertainment, and recreation",296,X,205,X,312,X,251,X
Business,"Total Establishments","Accommodation and food services",1741,X,1412,X,1476,X,1575,X
Business,"Total Establishments","Other services (except public administration)",2418,X,1820,X,1712,X,1824,X
Business,"Total Establishments","Industries not classified",38,X,18,X,24,X,24,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
