Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Occupied units paying rent",77009,"(+/- 3833 )",108670,"(+/- 4504 )",103471,"(+/- 4235 )",65901,"(+/- 4026 )"
Housing,"Gross Rent","Less than $500",15169,"(+/- 2109 )",9543,"(+/- 1711 )",10329,"(+/- 1764 )",13977,"(+/- 2164 )"
Housing,"Gross Rent","$500 to $999",47968,"(+/- 3230 )",59982,"(+/- 4489 )",55838,"(+/- 3960 )",42041,"(+/- 3043 )"
Housing,"Gross Rent","$1,000 to $1,499",11950,"(+/- 2056 )",29710,"(+/- 3635 )",29398,"(+/- 3223 )",9024,"(+/- 1709 )"
Housing,"Gross Rent","$1,500 to $1,999",1198,"(+/- 658 )",7333,"(+/- 1632 )",5369,"(+/- 1217 )",508,"(+/- 392 )"
Housing,"Gross Rent","$2,000 to $2,499",292,"(+/- 266 )",1415,"(+/- 786 )",1582,"(+/- 784 )",82,"(+/- 139 )"
Housing,"Gross Rent","$2,500 to $2,999",0,"(+/- 213 )",359,"(+/- 355 )",773,"(+/- 431 )",0,"(+/- 213 )"
Housing,"Gross Rent","$3,000 or more",432,"(+/- 376 )",328,"(+/- 309 )",182,"(+/- 178 )",269,"(+/- 242 )"
Housing,"Gross Rent","Median (dollars)",733,"(+/- 15 )",900,"(+/- 24 )",883,"(+/- 23 )",699,"(+/- 22 )"
Housing,"Gross Rent","No rent paid",9306,"(+/- 1508 )",7229,"(+/- 1562 )",6055,"(+/- 1318 )",12996,"(+/- 1749 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",273912,"(+/- 3619 )",319147,"(+/- 3627 )",323384,"(+/- 4108 )",267232,"(+/- 4274 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",24455,"(+/- 2497 )",24850,"(+/- 2595 )",18617,"(+/- 2582 )",21896,"(+/- 2599 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",20149,"(+/- 2290 )",13320,"(+/- 2203 )",13515,"(+/- 2437 )",16990,"(+/- 2260 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",33405,"(+/- 2856 )",31350,"(+/- 3331 )",26431,"(+/- 2793 )",32040,"(+/- 2831 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",30401,"(+/- 2775 )",29197,"(+/- 2834 )",29719,"(+/- 3161 )",29374,"(+/- 3004 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",37497,"(+/- 2651 )",45639,"(+/- 3417 )",42129,"(+/- 3934 )",39411,"(+/- 3432 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",49700,"(+/- 3344 )",55922,"(+/- 4338 )",61497,"(+/- 3689 )",47557,"(+/- 3497 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",28725,"(+/- 2718 )",39914,"(+/- 3848 )",46068,"(+/- 4140 )",31443,"(+/- 2585 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",29077,"(+/- 2748 )",45350,"(+/- 3381 )",43454,"(+/- 2741 )",30316,"(+/- 3237 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",10689,"(+/- 1950 )",16798,"(+/- 1802 )",19848,"(+/- 2695 )",10960,"(+/- 1758 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",9814,"(+/- 1623 )",16807,"(+/- 2543 )",22106,"(+/- 2256 )",7245,"(+/- 1323 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",45540,"(+/- 1989 )",55374,"(+/- 2094 )",61687,"(+/- 2028 )",46983,"(+/- 1614 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",63388,"(+/- 2051 )",79236,"(+/- 2966 )",83305,"(+/- 2283 )",63492,"(+/- 1926 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",693461,"(+/- 4654 )",760263,"(+/- 3345 )",844500,"(+/- 4410 )",676477,"(+/- 4675 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",637627,"(+/- 5945 )",695176,"(+/- 7072 )",754311,"(+/- 8733 )",614558,"(+/- 7419 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",373423,"(+/- 9879 )",491398,"(+/- 11008 )",524272,"(+/- 13186 )",366773,"(+/- 9115 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",355429,"(+/- 9839 )",304127,"(+/- 10276 )",322208,"(+/- 9883 )",340372,"(+/- 7561 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",55834,"(+/- 4680 )",65087,"(+/- 5898 )",90189,"(+/- 8290 )",61919,"(+/- 5766 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",175370,"(+/- 3012 )",184852,"(+/- 2007 )",216854,"(+/- 3018 )",165849,"(+/- 3596 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",7655,"(+/- 1816 )",10347,"(+/- 2802 )",14120,"(+/- 3123 )",10802,"(+/- 2494 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",13.9,"(+/- 1.4 )",11.0,"(+/- 1.4 )",9.1,"(+/- 1.1 )",13.3,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.8,"(+/- 2.4 )",16.9,"(+/- 2.3 )",15.3,"(+/- 2.1 )",21.9,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",20.5,"(+/- 7.1 )",17.0,"(+/- 6.0 )",15.5,"(+/- 6.0 )",30.9,"(+/- 8.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.7,"(+/- 1.3 )",5.8,"(+/- 1.3 )",5.1,"(+/- 1.0 )",7.1,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.5,"(+/- 2.7 )",7.2,"(+/- 2.4 )",7.8,"(+/- 2.0 )",11.6,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.3,"(+/- 6.6 )",9.9,"(+/- 6.4 )",3.3,"(+/- 2.2 )",12.2,"(+/- 6.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",37.5,"(+/- 3.8 )",28.4,"(+/- 4.5 )",23.8,"(+/- 4.4 )",33.0,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",44.4,"(+/- 5.5 )",37.5,"(+/- 6.1 )",34.7,"(+/- 6.1 )",41.6,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",45.8,"(+/- 16.9 )",33.6,"(+/- 17.1 )",47.4,"(+/- 16.2 )",57.6,"(+/- 14.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",19.4,"(+/- 1.4 )",15.8,"(+/- 1.4 )",13.0,"(+/- 1.1 )",17.8,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",26.1,"(+/- 3.0 )",21.9,"(+/- 3.1 )",17.1,"(+/- 2.4 )",25.9,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",25.9,"(+/- 3.0 )",21.7,"(+/- 3.1 )",16.8,"(+/- 2.3 )",25.6,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",30.9,"(+/- 4.7 )",24.6,"(+/- 4.4 )",19.7,"(+/- 3.7 )",33.3,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",24.2,"(+/- 3.4 )",20.7,"(+/- 3.4 )",15.7,"(+/- 2.5 )",23.0,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",17.4,"(+/- 1.2 )",14.0,"(+/- 1.2 )",11.6,"(+/- 1.0 )",15.4,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",13.7,"(+/- 1.5 )",11.4,"(+/- 1.6 )",8.3,"(+/- 1.4 )",13.3,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.9,"(+/- 1.6 )",12.7,"(+/- 1.6 )",9.9,"(+/- 1.2 )",14.8,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",34.7,"(+/- 2.3 )",28.5,"(+/- 2.5 )",26.8,"(+/- 2.4 )",30.9,"(+/- 2.2 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",157514,"(+/- 4951 )",180629,"(+/- 5207 )",207268,"(+/- 5406 )",155466,"(+/- 4812 )"
Education,"School Enrollment","Nursery school, preschool",8862,"(+/- 1655 )",11815,"(+/- 2169 )",9159,"(+/- 1555 )",8479,"(+/- 1608 )"
Education,"School Enrollment",Kindergarten,8308,"(+/- 1746 )",10287,"(+/- 2374 )",9725,"(+/- 1777 )",7595,"(+/- 1458 )"
Education,"School Enrollment","Elementary school (grades 1-8)",72234,"(+/- 2899 )",78917,"(+/- 3293 )",92385,"(+/- 3160 )",71169,"(+/- 2766 )"
Education,"School Enrollment","High school (grades 9-12)",38460,"(+/- 2327 )",35137,"(+/- 1913 )",47267,"(+/- 3146 )",35502,"(+/- 2435 )"
Education,"School Enrollment","College or graduate school",29650,"(+/- 3045 )",44473,"(+/- 4148 )",48732,"(+/- 3893 )",32721,"(+/- 3198 )"
Education,"Educational Attainment","Population 25 years and over",487617,"(+/- 3594 )",522184,"(+/- 2796 )",558728,"(+/- 3366 )",469234,"(+/- 4911 )"
Education,"Educational Attainment","Less than 9th grade",22367,"(+/- 2764 )",15868,"(+/- 2350 )",32598,"(+/- 4174 )",19827,"(+/- 2761 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",44754,"(+/- 3818 )",26539,"(+/- 3196 )",32614,"(+/- 3916 )",36323,"(+/- 3098 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",179826,"(+/- 6035 )",150075,"(+/- 5826 )",178567,"(+/- 7818 )",186594,"(+/- 5687 )"
Education,"Educational Attainment","Some college, no degree",109741,"(+/- 5508 )",114502,"(+/- 5258 )",110009,"(+/- 5103 )",100983,"(+/- 4629 )"
Education,"Educational Attainment","Associate's degree",41114,"(+/- 3341 )",42784,"(+/- 3685 )",39490,"(+/- 3731 )",38154,"(+/- 3123 )"
Education,"Educational Attainment","Bachelor's degree",59018,"(+/- 3988 )",104425,"(+/- 4651 )",104935,"(+/- 5183 )",55759,"(+/- 3696 )"
Education,"Educational Attainment","Graduate or professional degree",30797,"(+/- 3474 )",67991,"(+/- 4337 )",60515,"(+/- 4220 )",31594,"(+/- 2829 )"
Education,"Educational Attainment","Percent high school graduate or higher",86.2,"(+/- 0.9 )",91.9,"(+/- 0.8 )",88.3,"(+/- 0.8 )",88.0,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",18.4,"(+/- 1.0 )",33.0,"(+/- 1.2 )",29.6,"(+/- 1.2 )",18.6,"(+/- 0.9 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",196512,G,303901,G,342029,G,184042,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",943,G,214,G,939,G,2460,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",346,G,1064,H,510,H,1504,G
Business,"Paid employees for pay period including March 12",Utilities,1172,H,2351,G,2516,H,1420,G
Business,"Paid employees for pay period including March 12",Construction,7530,G,16502,G,16833,G,9926,G
Business,"Paid employees for pay period including March 12",Manufacturing,43321,G,21171,G,54360,G,43840,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9828,G,15696,G,17506,G,4792,G
Business,"Paid employees for pay period including March 12","Retail trade",29425,G,40245,G,40974,G,26325,H
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8548,G,13403,G,24684,G,8486,G
Business,"Paid employees for pay period including March 12",Information,1818,G,11040,H,5841,G,1610,G
Business,"Paid employees for pay period including March 12","Finance and insurance",6151,G,18105,G,9194,G,5715,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2252,G,4383,G,4749,G,1908,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",4093,G,13379,G,16682,G,4374,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1336,G,4822,G,28767,J,1534,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6268,G,16126,G,15854,G,7600,G
Business,"Paid employees for pay period including March 12","Educational services",2260,G,7896,G,3846,G,2290,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",41271,G,65201,G,46570,G,31728,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1652,H,3190,H,3376,G,2537,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",21638,G,33081,G,36257,G,19026,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",6631,G,15990,G,12541,G,6932,G
Business,"Paid employees for pay period including March 12","Industries not classified",29,J,42,G,30,H,35,J
Business,"Annual payroll ($1,000)","Total for all sectors",7674002,G,14470700,G,17127061,G,7239959,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",70174,G,7375,G,33237,G,115203,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",17971,G,74060,H,32413,G,81028,G
Business,"Annual payroll ($1,000)",Utilities,96032,H,263008,G,256162,H,130452,G
Business,"Annual payroll ($1,000)",Construction,395276,G,881849,G,867380,G,435431,G
Business,"Annual payroll ($1,000)",Manufacturing,2113573,H,1124391,G,2469647,G,2274397,G
Business,"Annual payroll ($1,000)","Wholesale trade",517604,G,932326,G,931201,G,236040,G
Business,"Annual payroll ($1,000)","Retail trade",809178,G,1182162,G,1323113,G,727579,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",403694,G,653976,G,1329310,G,344597,G
Business,"Annual payroll ($1,000)",Information,81381,G,936787,H,421630,G,74175,G
Business,"Annual payroll ($1,000)","Finance and insurance",340450,G,1524111,G,627091,G,294313,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",72618,G,208137,G,190166,G,67790,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",197397,G,870797,G,1130502,G,179422,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",101504,G,379920,G,3528942,J,219384,J
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",179548,G,462387,G,555826,G,231278,G
Business,"Annual payroll ($1,000)","Educational services",55424,G,219687,G,100407,G,58176,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1723913,G,3667051,G,2341476,G,1254619,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",30164,G,59628,H,68375,G,50933,H
Business,"Annual payroll ($1,000)","Accommodation and food services",307986,G,519579,G,568113,G,302622,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",159050,G,502610,G,349534,G,161970,G
Business,"Annual payroll ($1,000)","Industries not classified",1065,H,859,G,2536,G,550,G
Business,"Total Establishments","Total for all sectors",13857,X,19511,X,20185,X,13601,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",184,X,36,X,38,X,375,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",29,X,55,X,45,X,140,X
Business,"Total Establishments",Utilities,81,X,71,X,64,X,107,X
Business,"Total Establishments",Construction,1044,X,1634,X,1831,X,1161,X
Business,"Total Establishments",Manufacturing,595,X,543,X,727,X,660,X
Business,"Total Establishments","Wholesale trade",674,X,973,X,1026,X,490,X
Business,"Total Establishments","Retail trade",2530,X,2901,X,2806,X,2364,X
Business,"Total Establishments","Transportation and warehousing",682,X,583,X,614,X,571,X
Business,"Total Establishments",Information,243,X,348,X,339,X,209,X
Business,"Total Establishments","Finance and insurance",899,X,1498,X,1182,X,883,X
Business,"Total Establishments","Real estate and rental and leasing",634,X,1041,X,1152,X,547,X
Business,"Total Establishments","Professional, scientific, and technical services",882,X,2121,X,2156,X,833,X
Business,"Total Establishments","Management of companies and enterprises",54,X,127,X,837,X,62,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",428,X,937,X,985,X,493,X
Business,"Total Establishments","Educational services",83,X,244,X,204,X,99,X
Business,"Total Establishments","Health care and social assistance",1884,X,2503,X,2317,X,1619,X
Business,"Total Establishments","Arts, entertainment, and recreation",189,X,217,X,275,X,159,X
Business,"Total Establishments","Accommodation and food services",1311,X,1676,X,1878,X,1214,X
Business,"Total Establishments","Other services (except public administration)",1410,X,1980,X,1681,X,1587,X
Business,"Total Establishments","Industries not classified",21,X,23,X,28,X,28,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
