Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",26.1,"(+/- 6.8 )",22.8,"(+/- 7.9 )",36.4,"(+/- 7.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.0,"(+/- 0.9 )",5.5,"(+/- 1.1 )",9.3,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.8,"(+/- 2.0 )",5.7,"(+/- 2.0 )",14.6,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.9,"(+/- 5.1 )",2.3,"(+/- 3.7 )",12.9,"(+/- 7.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",33.1,"(+/- 5.4 )",32.3,"(+/- 5.5 )",34.9,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",42.6,"(+/- 7.2 )",42.6,"(+/- 8.0 )",45.1,"(+/- 7.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",68.3,"(+/- 14.3 )",56.8,"(+/- 18.0 )",67.2,"(+/- 15.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.4,"(+/- 1.1 )",14.5,"(+/- 1.3 )",20.9,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",18.9,"(+/- 2.9 )",18.9,"(+/- 3.0 )",24.7,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",18.8,"(+/- 2.9 )",18.8,"(+/- 2.9 )",24.2,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",27.1,"(+/- 5.5 )",19.9,"(+/- 5.0 )",32.2,"(+/- 6.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",16.0,"(+/- 3.0 )",18.4,"(+/- 3.6 )",21.7,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.5,"(+/- 1.0 )",13.3,"(+/- 1.1 )",20.0,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.4,"(+/- 1.4 )",10.0,"(+/- 1.5 )",15.1,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.1,"(+/- 1.3 )",11.8,"(+/- 1.4 )",16.4,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.4,"(+/- 2.6 )",26.1,"(+/- 2.4 )",39.3,"(+/- 3.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",131153,"(+/- 4119 )",124578,"(+/- 3872 )",100552,"(+/- 4214 )"
Education,"School Enrollment","Nursery school, preschool",5452,"(+/- 1246 )",5199,"(+/- 1351 )",4205,"(+/- 1027 )"
Education,"School Enrollment",Kindergarten,7363,"(+/- 1176 )",6478,"(+/- 1875 )",5479,"(+/- 1283 )"
Education,"School Enrollment","Elementary school (grades 1-8)",52509,"(+/- 2935 )",58117,"(+/- 2607 )",45877,"(+/- 2927 )"
Education,"School Enrollment","High school (grades 9-12)",26310,"(+/- 1645 )",31650,"(+/- 2294 )",23667,"(+/- 2085 )"
Education,"School Enrollment","College or graduate school",39519,"(+/- 2814 )",23134,"(+/- 3016 )",21324,"(+/- 2562 )"
Education,"Educational Attainment","Population 25 years and over",419979,"(+/- 3611 )",443161,"(+/- 3565 )",402299,"(+/- 2243 )"
Education,"Educational Attainment","Less than 9th grade",9076,"(+/- 1472 )",15358,"(+/- 2427 )",16595,"(+/- 2755 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",26295,"(+/- 2728 )",30253,"(+/- 4206 )",43891,"(+/- 4189 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",158372,"(+/- 5274 )",170789,"(+/- 6078 )",166150,"(+/- 6693 )"
Education,"Educational Attainment","Some college, no degree",72125,"(+/- 4517 )",80381,"(+/- 4738 )",70245,"(+/- 5291 )"
Education,"Educational Attainment","Associate's degree",36037,"(+/- 2827 )",33856,"(+/- 3396 )",30828,"(+/- 3570 )"
Education,"Educational Attainment","Bachelor's degree",65610,"(+/- 3949 )",67583,"(+/- 4666 )",46183,"(+/- 3576 )"
Education,"Educational Attainment","Graduate or professional degree",52464,"(+/- 4081 )",44941,"(+/- 3986 )",28407,"(+/- 2789 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.6,"(+/- 0.7 )",89.7,"(+/- 1.1 )",85.0,"(+/- 1.2 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",28.1,"(+/- 1.2 )",25.4,"(+/- 1.4 )",18.5,"(+/- 1.1 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",204824,G,177877,G,149151,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",109,J,161,H,420,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",7444,H,2761,G,7359,H
Business,"Paid employees for pay period including March 12",Utilities,2775,H,1276,J,1400,J
Business,"Paid employees for pay period including March 12",Construction,8695,G,9226,G,6103,G
Business,"Paid employees for pay period including March 12",Manufacturing,18788,G,17898,G,10658,G
Business,"Paid employees for pay period including March 12","Wholesale trade",6168,G,6757,G,4665,G
Business,"Paid employees for pay period including March 12","Retail trade",29065,G,25889,G,24257,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",5041,G,7162,H,3057,G
Business,"Paid employees for pay period including March 12",Information,2712,G,2603,G,2294,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5834,H,6036,G,3336,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2017,G,2272,G,1293,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",9710,G,7954,G,5268,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",3198,G,1475,G,637,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",11522,G,9622,H,8041,G
Business,"Paid employees for pay period including March 12","Educational services",2725,G,4711,H,769,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",52418,H,39858,G,41929,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2430,G,1825,G,1956,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",25308,G,22584,G,19793,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8838,G,7775,G,5888,G
Business,"Paid employees for pay period including March 12","Industries not classified",27,J,32,J,28,J
Business,"Annual payroll ($1,000)","Total for all sectors",8970456,G,7538181,G,5792286,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3357,G,7068,H,12840,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",551351,H,164960,G,506689,H
Business,"Annual payroll ($1,000)",Utilities,280299,H,127349,J,124081,H
Business,"Annual payroll ($1,000)",Construction,445845,G,570207,G,290942,G
Business,"Annual payroll ($1,000)",Manufacturing,1199838,G,929961,G,566279,G
Business,"Annual payroll ($1,000)","Wholesale trade",320968,G,337672,G,243583,G
Business,"Annual payroll ($1,000)","Retail trade",773926,G,713095,G,640577,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",245704,H,296612,G,129422,G
Business,"Annual payroll ($1,000)",Information,135282,G,143126,H,110834,H
Business,"Annual payroll ($1,000)","Finance and insurance",317638,G,407466,G,160973,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",75236,G,91230,G,53210,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",599393,G,481001,G,209632,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",223267,G,109790,G,40030,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",364910,G,300213,H,267513,G
Business,"Annual payroll ($1,000)","Educational services",68466,G,186710,H,17012,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2749905,H,2077242,G,1914587,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",45160,G,29416,G,29254,G
Business,"Annual payroll ($1,000)","Accommodation and food services",345076,G,337533,G,310905,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",224450,G,226891,G,163086,G
Business,"Annual payroll ($1,000)","Industries not classified",385,G,639,G,837,G
Business,"Total Establishments","Total for all sectors",12558,X,11878,X,10522,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",40,X,44,X,134,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",191,X,149,X,121,X
Business,"Total Establishments",Utilities,79,X,75,X,85,X
Business,"Total Establishments",Construction,1034,X,1120,X,834,X
Business,"Total Establishments",Manufacturing,369,X,348,X,354,X
Business,"Total Establishments","Wholesale trade",428,X,469,X,383,X
Business,"Total Establishments","Retail trade",1999,X,1779,X,1876,X
Business,"Total Establishments","Transportation and warehousing",400,X,389,X,352,X
Business,"Total Establishments",Information,205,X,218,X,203,X
Business,"Total Establishments","Finance and insurance",699,X,694,X,577,X
Business,"Total Establishments","Real estate and rental and leasing",471,X,515,X,371,X
Business,"Total Establishments","Professional, scientific, and technical services",937,X,1000,X,683,X
Business,"Total Establishments","Management of companies and enterprises",83,X,79,X,56,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",510,X,554,X,400,X
Business,"Total Establishments","Educational services",109,X,96,X,64,X
Business,"Total Establishments","Health care and social assistance",1778,X,1503,X,1586,X
Business,"Total Establishments","Arts, entertainment, and recreation",308,X,195,X,211,X
Business,"Total Establishments","Accommodation and food services",1339,X,1200,X,1005,X
Business,"Total Establishments","Other services (except public administration)",1556,X,1432,X,1214,X
Business,"Total Establishments","Industries not classified",23,X,19,X,13,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
