Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.5,"(+/- 0.6 )",21.1,"(+/- 0.5 )",21.8,"(+/- 0.5 )",21.4,"(+/- 0.5 )",22.6,"(+/- 0.6 )",21.2,"(+/- 0.5 )",22.3,"(+/- 0.4 )",21.3,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",365057,"(+/- 6420 )",430738,"(+/- 5620 )",366561,"(+/- 5384 )",317433,"(+/- 6232 )",396381,"(+/- 5261 )",369762,"(+/- 4980 )",360095,"(+/- 4461 )",385109,"(+/- 5578 )"
Workers,Occupation,"Management, business, science, and arts occupations",142076,"(+/- 6275 )",213536,"(+/- 5595 )",122216,"(+/- 4495 )",124405,"(+/- 4800 )",177146,"(+/- 5944 )",127459,"(+/- 4477 )",126684,"(+/- 4203 )",147222,"(+/- 5223 )"
Workers,Occupation,"Service occupations",51067,"(+/- 3777 )",57798,"(+/- 4158 )",58903,"(+/- 3626 )",57424,"(+/- 3688 )",54538,"(+/- 4009 )",57159,"(+/- 3691 )",53948,"(+/- 3014 )",53135,"(+/- 3211 )"
Workers,Occupation,"Sales and office occupations",70444,"(+/- 4377 )",80585,"(+/- 4372 )",72734,"(+/- 3440 )",57196,"(+/- 4211 )",76193,"(+/- 3517 )",70997,"(+/- 3524 )",69435,"(+/- 3226 )",72012,"(+/- 3838 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34113,"(+/- 2869 )",29184,"(+/- 2680 )",38728,"(+/- 2441 )",20430,"(+/- 2180 )",32644,"(+/- 3218 )",32074,"(+/- 2285 )",38859,"(+/- 2391 )",39777,"(+/- 3022 )"
Workers,Occupation,"Production, transportation, and material moving occupations",67357,"(+/- 4141 )",49635,"(+/- 2742 )",73980,"(+/- 3387 )",57978,"(+/- 3780 )",55860,"(+/- 3822 )",82073,"(+/- 4089 )",71169,"(+/- 3115 )",72963,"(+/- 3388 )"
Workers,Industry,"Civilian employed population 16 years and over",365057,"(+/- 6420 )",430738,"(+/- 5620 )",366561,"(+/- 5384 )",317433,"(+/- 6232 )",396381,"(+/- 5261 )",369762,"(+/- 4980 )",360095,"(+/- 4461 )",385109,"(+/- 5578 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",4852,"(+/- 1201 )",7197,"(+/- 887 )",13399,"(+/- 1311 )",1580,"(+/- 659 )",4576,"(+/- 1377 )",8790,"(+/- 1130 )",12578,"(+/- 991 )",10387,"(+/- 1679 )"
Workers,Industry,Construction,24628,"(+/- 2651 )",25216,"(+/- 2772 )",24019,"(+/- 2325 )",14065,"(+/- 2037 )",24458,"(+/- 2365 )",23272,"(+/- 2079 )",27485,"(+/- 2225 )",28161,"(+/- 2718 )"
Workers,Industry,Manufacturing,68545,"(+/- 3816 )",45681,"(+/- 3233 )",61248,"(+/- 3118 )",46120,"(+/- 3460 )",74959,"(+/- 3638 )",91960,"(+/- 4448 )",69783,"(+/- 3068 )",80698,"(+/- 3754 )"
Workers,Industry,"Wholesale trade",11298,"(+/- 1710 )",10965,"(+/- 1918 )",8523,"(+/- 1457 )",5804,"(+/- 1061 )",11519,"(+/- 1610 )",8428,"(+/- 1435 )",8645,"(+/- 1103 )",9562,"(+/- 1772 )"
Workers,Industry,"Retail trade",43863,"(+/- 3718 )",45751,"(+/- 3272 )",53301,"(+/- 3548 )",30341,"(+/- 2483 )",43268,"(+/- 2856 )",45360,"(+/- 3678 )",39786,"(+/- 2491 )",39745,"(+/- 2976 )"
Workers,Industry,"Transportation and warehousing, and utilities",22865,"(+/- 2982 )",16673,"(+/- 1768 )",20445,"(+/- 1960 )",19066,"(+/- 2719 )",15036,"(+/- 1466 )",16775,"(+/- 1892 )",22198,"(+/- 1866 )",21259,"(+/- 2393 )"
Workers,Industry,Information,5710,"(+/- 1072 )",9761,"(+/- 1738 )",4724,"(+/- 965 )",4268,"(+/- 997 )",6272,"(+/- 1332 )",4041,"(+/- 829 )",4282,"(+/- 815 )",4951,"(+/- 1284 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",21365,"(+/- 2150 )",30191,"(+/- 2850 )",21537,"(+/- 2375 )",21253,"(+/- 2286 )",29928,"(+/- 2556 )",18368,"(+/- 1881 )",20181,"(+/- 1848 )",24233,"(+/- 2046 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",27745,"(+/- 3082 )",58109,"(+/- 3472 )",23935,"(+/- 2303 )",37291,"(+/- 3158 )",39731,"(+/- 2537 )",27713,"(+/- 2286 )",21615,"(+/- 2252 )",33470,"(+/- 2945 )"
Workers,Industry,"Educational services, and health care and social assistance",82594,"(+/- 4496 )",116164,"(+/- 4672 )",82984,"(+/- 4148 )",86923,"(+/- 4098 )",94036,"(+/- 4219 )",71186,"(+/- 3622 )",79552,"(+/- 3371 )",79327,"(+/- 3777 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25408,"(+/- 3183 )",29614,"(+/- 2917 )",23858,"(+/- 2434 )",25124,"(+/- 2507 )",25370,"(+/- 2617 )",25805,"(+/- 2951 )",24689,"(+/- 2166 )",25353,"(+/- 2291 )"
Workers,Industry,"Other services, except public administration",13137,"(+/- 1862 )",17079,"(+/- 1985 )",14596,"(+/- 1925 )",14826,"(+/- 2181 )",15600,"(+/- 1953 )",14143,"(+/- 1631 )",14936,"(+/- 1676 )",15294,"(+/- 1865 )"
Workers,Industry,"Public administration",13047,"(+/- 2351 )",18337,"(+/- 2072 )",13992,"(+/- 1594 )",10772,"(+/- 1809 )",11628,"(+/- 1741 )",13921,"(+/- 1966 )",14365,"(+/- 1362 )",12669,"(+/- 1935 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",365057,"(+/- 6420 )",430738,"(+/- 5620 )",366561,"(+/- 5384 )",317433,"(+/- 6232 )",396381,"(+/- 5261 )",369762,"(+/- 4980 )",360095,"(+/- 4461 )",385109,"(+/- 5578 )"
Workers,"Class of Worker","Private wage and salary workers",305255,"(+/- 6698 )",328110,"(+/- 7077 )",295979,"(+/- 6237 )",268255,"(+/- 6047 )",338951,"(+/- 5387 )",307900,"(+/- 5473 )",284872,"(+/- 4807 )",320395,"(+/- 5748 )"
Workers,"Class of Worker","Government workers",45921,"(+/- 3723 )",78642,"(+/- 4619 )",47277,"(+/- 2702 )",35870,"(+/- 2821 )",39088,"(+/- 2663 )",40500,"(+/- 2905 )",47595,"(+/- 2718 )",43750,"(+/- 3193 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",13531,"(+/- 1960 )",23569,"(+/- 2488 )",22517,"(+/- 2001 )",13075,"(+/- 1751 )",17765,"(+/- 1735 )",20274,"(+/- 1926 )",26528,"(+/- 2058 )",20155,"(+/- 2056 )"
Workers,"Class of Worker","Unpaid family workers",350,"(+/- 232 )",417,"(+/- 249 )",788,"(+/- 441 )",233,"(+/- 183 )",577,"(+/- 424 )",1088,"(+/- 502 )",1100,"(+/- 446 )",809,"(+/- 364 )"
Housing,"Housing Occupancy","Total housing units",314875,"(+/- 3145 )",356642,"(+/- 2042 )",330648,"(+/- 2007 )",313393,"(+/- 2792 )",325721,"(+/- 2971 )",333134,"(+/- 1570 )",418068,"(+/- 2241 )",355793,"(+/- 1162 )"
Housing,"Housing Occupancy","Occupied housing units",291574,"(+/- 3569 )",338310,"(+/- 2941 )",296985,"(+/- 3085 )",285070,"(+/- 3279 )",310413,"(+/- 3084 )",303251,"(+/- 2862 )",313108,"(+/- 2622 )",311259,"(+/- 2706 )"
Housing,"Housing Occupancy","Vacant housing units",23301,"(+/- 2508 )",18332,"(+/- 2687 )",33663,"(+/- 2274 )",28323,"(+/- 2711 )",15308,"(+/- 2256 )",29883,"(+/- 2698 )",104960,"(+/- 2626 )",44534,"(+/- 2519 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.4,"(+/- 0.2 )",0.5,"(+/- 0.3 )",0.8,"(+/- 0.3 )",1.4,"(+/- 0.4 )",0.2,"(+/- 0.1 )",0.5,"(+/- 0.2 )",0.8,"(+/- 0.2 )",0.5,"(+/- 0.2 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.0,"(+/- 1.3 )",4.3,"(+/- 1.1 )",3.8,"(+/- 1.0 )",6.1,"(+/- 1.0 )",5.0,"(+/- 1.5 )",3.1,"(+/- 1.2 )",5.3,"(+/- 1.5 )",3.2,"(+/- 1.1 )"
Housing,"Housing Tenure","Occupied housing units",291574,"(+/- 3569 )",338310,"(+/- 2941 )",296985,"(+/- 3085 )",285070,"(+/- 3279 )",310413,"(+/- 3084 )",303251,"(+/- 2862 )",313108,"(+/- 2622 )",311259,"(+/- 2706 )"
Housing,"Housing Tenure",Owner-occupied,205824,"(+/- 4147 )",211143,"(+/- 3798 )",208907,"(+/- 3472 )",131767,"(+/- 4146 )",220202,"(+/- 4140 )",220018,"(+/- 3306 )",245077,"(+/- 3741 )",225637,"(+/- 3905 )"
Housing,"Housing Tenure",Renter-occupied,85750,"(+/- 4160 )",127167,"(+/- 3918 )",88078,"(+/- 3228 )",153303,"(+/- 4086 )",90211,"(+/- 3577 )",83233,"(+/- 3246 )",68031,"(+/- 3345 )",85622,"(+/- 4006 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.56,"(+/- 0.04 )",2.45,"(+/- 0.03 )",2.49,"(+/- 0.03 )",2.47,"(+/- 0.05 )",2.55,"(+/- 0.03 )",2.49,"(+/- 0.03 )",2.43,"(+/- 0.02 )",2.52,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.12,"(+/- 0.06 )",2.02,"(+/- 0.06 )",2.09,"(+/- 0.06 )",2.24,"(+/- 0.05 )",1.86,"(+/- 0.06 )",1.90,"(+/- 0.06 )",1.96,"(+/- 0.07 )",1.98,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",291574,"(+/- 3569 )",338310,"(+/- 2941 )",296985,"(+/- 3085 )",285070,"(+/- 3279 )",310413,"(+/- 3084 )",303251,"(+/- 2862 )",313108,"(+/- 2622 )",311259,"(+/- 2706 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",68989,"(+/- 3437 )",101615,"(+/- 4318 )",73533,"(+/- 3665 )",94662,"(+/- 4606 )",74346,"(+/- 3633 )",65916,"(+/- 3613 )",64683,"(+/- 2881 )",70050,"(+/- 3444 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",59910,"(+/- 3640 )",74542,"(+/- 3756 )",61048,"(+/- 3346 )",69984,"(+/- 4032 )",66536,"(+/- 3397 )",68703,"(+/- 3444 )",64839,"(+/- 3201 )",69370,"(+/- 3755 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",37780,"(+/- 3081 )",39749,"(+/- 3185 )",37134,"(+/- 2118 )",34150,"(+/- 3004 )",42315,"(+/- 2802 )",34960,"(+/- 2768 )",39600,"(+/- 2354 )",37476,"(+/- 2373 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",57909,"(+/- 3305 )",57056,"(+/- 3198 )",53871,"(+/- 2609 )",38866,"(+/- 2776 )",54637,"(+/- 3160 )",58718,"(+/- 3053 )",61824,"(+/- 2407 )",58556,"(+/- 2874 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",36718,"(+/- 2426 )",32417,"(+/- 2149 )",34007,"(+/- 1974 )",20969,"(+/- 1890 )",39517,"(+/- 2488 )",36329,"(+/- 2181 )",41201,"(+/- 1778 )",37611,"(+/- 2312 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",30268,"(+/- 2161 )",32931,"(+/- 1918 )",37392,"(+/- 2253 )",26439,"(+/- 2029 )",33062,"(+/- 2136 )",38625,"(+/- 2236 )",40961,"(+/- 1837 )",38196,"(+/- 2094 )"
Housing,Value,"Owner-occupied units",205824,"(+/- 4147 )",211143,"(+/- 3798 )",208907,"(+/- 3472 )",131767,"(+/- 4146 )",220202,"(+/- 4140 )",220018,"(+/- 3306 )",245077,"(+/- 3741 )",225637,"(+/- 3905 )"
Housing,Value,"Less than $50,000",7261,"(+/- 1348 )",6199,"(+/- 1013 )",13342,"(+/- 1472 )",6878,"(+/- 1052 )",5720,"(+/- 962 )",8299,"(+/- 1321 )",15579,"(+/- 1410 )",10410,"(+/- 1321 )"
Housing,Value,"$50,000 to $99,999",7287,"(+/- 1197 )",7619,"(+/- 1104 )",20400,"(+/- 1772 )",17808,"(+/- 1733 )",4637,"(+/- 783 )",18558,"(+/- 1856 )",28089,"(+/- 2146 )",17217,"(+/- 1541 )"
Housing,Value,"$100,000 to $149,999",20962,"(+/- 2079 )",14476,"(+/- 1883 )",31070,"(+/- 1809 )",21244,"(+/- 1713 )",15914,"(+/- 1647 )",37997,"(+/- 1978 )",37374,"(+/- 2006 )",34253,"(+/- 2461 )"
Housing,Value,"$150,000 to $199,999",31458,"(+/- 2256 )",22328,"(+/- 1811 )",40298,"(+/- 1890 )",32421,"(+/- 2672 )",25322,"(+/- 2096 )",43845,"(+/- 2368 )",44861,"(+/- 2260 )",41867,"(+/- 2412 )"
Housing,Value,"$200,000 to $299,999",59942,"(+/- 2959 )",54069,"(+/- 2474 )",54630,"(+/- 2529 )",30550,"(+/- 2418 )",67638,"(+/- 3116 )",53524,"(+/- 2728 )",55646,"(+/- 2615 )",59005,"(+/- 2853 )"
Housing,Value,"$300,000 to $499,999",60116,"(+/- 3551 )",77438,"(+/- 3702 )",37237,"(+/- 1952 )",16368,"(+/- 1607 )",74912,"(+/- 3106 )",42707,"(+/- 2324 )",46617,"(+/- 2075 )",49113,"(+/- 2443 )"
Housing,Value,"$500,000 to $999,999",16926,"(+/- 1689 )",25736,"(+/- 1798 )",10192,"(+/- 1142 )",5388,"(+/- 867 )",22777,"(+/- 1775 )",12984,"(+/- 1261 )",14270,"(+/- 1269 )",12023,"(+/- 1443 )"
Housing,Value,"$1,000,000 or more",1872,"(+/- 609 )",3278,"(+/- 842 )",1738,"(+/- 409 )",1110,"(+/- 433 )",3282,"(+/- 619 )",2104,"(+/- 455 )",2641,"(+/- 592 )",1749,"(+/- 540 )"
Housing,Value,"Median (dollars)",258400,"(+/- 4856 )",301700,"(+/- 5522 )",199100,"(+/- 3334 )",176700,"(+/- 4036 )",286800,"(+/- 3971 )",202200,"(+/- 4378 )",195200,"(+/- 3506 )",214600,"(+/- 4704 )"
Housing,"Mortgage Status","Owner-occupied units",205824,"(+/- 4147 )",211143,"(+/- 3798 )",208907,"(+/- 3472 )",131767,"(+/- 4146 )",220202,"(+/- 4140 )",220018,"(+/- 3306 )",245077,"(+/- 3741 )",225637,"(+/- 3905 )"
Housing,"Mortgage Status","Housing units with a mortgage",132126,"(+/- 3600 )",142612,"(+/- 3508 )",119046,"(+/- 3641 )",83776,"(+/- 3687 )",145470,"(+/- 4046 )",131905,"(+/- 2800 )",140522,"(+/- 3277 )",132540,"(+/- 3932 )"
Housing,"Mortgage Status","Housing units without a mortgage",73698,"(+/- 3632 )",68531,"(+/- 2390 )",89861,"(+/- 2588 )",47991,"(+/- 2926 )",74732,"(+/- 3550 )",88113,"(+/- 2564 )",104555,"(+/- 2605 )",93097,"(+/- 3187 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",132126,"(+/- 3600 )",142612,"(+/- 3508 )",119046,"(+/- 3641 )",83776,"(+/- 3687 )",145470,"(+/- 4046 )",131905,"(+/- 2800 )",140522,"(+/- 3277 )",132540,"(+/- 3932 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",647,"(+/- 338 )",1095,"(+/- 563 )",1655,"(+/- 466 )",384,"(+/- 312 )",1238,"(+/- 512 )",1621,"(+/- 542 )",2284,"(+/- 573 )",1347,"(+/- 433 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",14838,"(+/- 1768 )",12627,"(+/- 1442 )",25815,"(+/- 1966 )",14061,"(+/- 1708 )",13510,"(+/- 1730 )",29705,"(+/- 2041 )",36359,"(+/- 1852 )",29562,"(+/- 2451 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",44368,"(+/- 2955 )",36177,"(+/- 2088 )",44561,"(+/- 2258 )",34130,"(+/- 2803 )",44906,"(+/- 3079 )",49064,"(+/- 2293 )",52948,"(+/- 2475 )",46202,"(+/- 2879 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",37384,"(+/- 2732 )",41332,"(+/- 3157 )",27041,"(+/- 2143 )",20663,"(+/- 1764 )",43141,"(+/- 2887 )",29940,"(+/- 2352 )",28699,"(+/- 1508 )",32107,"(+/- 2401 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",18287,"(+/- 1775 )",23560,"(+/- 2157 )",12153,"(+/- 1202 )",7466,"(+/- 1339 )",21750,"(+/- 2167 )",11266,"(+/- 1303 )",11159,"(+/- 1092 )",13290,"(+/- 1485 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",9526,"(+/- 1372 )",12275,"(+/- 1670 )",4178,"(+/- 807 )",3331,"(+/- 851 )",11377,"(+/- 1469 )",5057,"(+/- 1013 )",4586,"(+/- 729 )",4972,"(+/- 949 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",7076,"(+/- 1088 )",15546,"(+/- 1896 )",3643,"(+/- 751 )",3741,"(+/- 755 )",9548,"(+/- 1229 )",5252,"(+/- 903 )",4487,"(+/- 676 )",5060,"(+/- 1130 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1572,"(+/- 24 )",1739,"(+/- 30 )",1346,"(+/- 22 )",1404,"(+/- 30 )",1640,"(+/- 25 )",1331,"(+/- 26 )",1290,"(+/- 19 )",1380,"(+/- 22 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",73698,"(+/- 3632 )",68531,"(+/- 2390 )",89861,"(+/- 2588 )",47991,"(+/- 2926 )",74732,"(+/- 3550 )",88113,"(+/- 2564 )",104555,"(+/- 2605 )",93097,"(+/- 3187 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1848,"(+/- 598 )",2249,"(+/- 760 )",5388,"(+/- 805 )",1414,"(+/- 620 )",1447,"(+/- 451 )",3584,"(+/- 766 )",8346,"(+/- 1043 )",4645,"(+/- 747 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",4439,"(+/- 867 )",5715,"(+/- 995 )",15689,"(+/- 1333 )",3940,"(+/- 771 )",5129,"(+/- 952 )",15197,"(+/- 1495 )",22988,"(+/- 1484 )",17436,"(+/- 1665 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",24621,"(+/- 1926 )",15877,"(+/- 1421 )",38503,"(+/- 2369 )",16610,"(+/- 1398 )",22959,"(+/- 1978 )",34459,"(+/- 2007 )",39882,"(+/- 1832 )",38119,"(+/- 2203 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",23295,"(+/- 2406 )",19710,"(+/- 1915 )",18834,"(+/- 1584 )",13739,"(+/- 1609 )",24593,"(+/- 2129 )",20702,"(+/- 1840 )",20150,"(+/- 1241 )",20265,"(+/- 1691 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",11036,"(+/- 1789 )",11877,"(+/- 1513 )",7399,"(+/- 1083 )",6794,"(+/- 1152 )",11990,"(+/- 1508 )",6968,"(+/- 860 )",8176,"(+/- 1090 )",8097,"(+/- 1121 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",8459,"(+/- 1179 )",13103,"(+/- 1513 )",4048,"(+/- 541 )",5494,"(+/- 880 )",8614,"(+/- 1181 )",7203,"(+/- 1135 )",5013,"(+/- 850 )",4535,"(+/- 814 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",649,"(+/- 14 )",692,"(+/- 17 )",520,"(+/- 8 )",626,"(+/- 15 )",661,"(+/- 13 )",548,"(+/- 9 )",493,"(+/- 7 )",524,"(+/- 10 )"
Housing,"Gross Rent","Occupied units paying rent",81899,"(+/- 4045 )",122999,"(+/- 3909 )",82549,"(+/- 3250 )",149487,"(+/- 4316 )",88115,"(+/- 3631 )",78906,"(+/- 3174 )",61650,"(+/- 3171 )",81821,"(+/- 3940 )"
Housing,"Gross Rent","Less than $500",5649,"(+/- 1128 )",6338,"(+/- 1330 )",10330,"(+/- 1403 )",12625,"(+/- 1729 )",5229,"(+/- 981 )",8165,"(+/- 958 )",10302,"(+/- 1227 )",6855,"(+/- 1135 )"
Housing,"Gross Rent","$500 to $999",35602,"(+/- 2859 )",42116,"(+/- 3141 )",49018,"(+/- 2934 )",75878,"(+/- 4414 )",35988,"(+/- 2935 )",52624,"(+/- 2985 )",36796,"(+/- 2580 )",51564,"(+/- 3198 )"
Housing,"Gross Rent","$1,000 to $1,499",31028,"(+/- 2871 )",47462,"(+/- 3195 )",18694,"(+/- 2165 )",45170,"(+/- 2938 )",32855,"(+/- 2835 )",14748,"(+/- 1626 )",10817,"(+/- 1447 )",18738,"(+/- 2425 )"
Housing,"Gross Rent","$1,500 to $1,999",8093,"(+/- 1266 )",19044,"(+/- 2420 )",3388,"(+/- 909 )",11253,"(+/- 1591 )",8989,"(+/- 1583 )",2577,"(+/- 917 )",3217,"(+/- 745 )",3485,"(+/- 880 )"
Housing,"Gross Rent","$2,000 to $2,499",1050,"(+/- 384 )",5361,"(+/- 1624 )",413,"(+/- 283 )",3083,"(+/- 894 )",4092,"(+/- 1071 )",194,"(+/- 198 )",182,"(+/- 154 )",474,"(+/- 307 )"
Housing,"Gross Rent","$2,500 to $2,999",203,"(+/- 184 )",1401,"(+/- 774 )",52,"(+/- 77 )",735,"(+/- 421 )",97,"(+/- 113 )",238,"(+/- 178 )",268,"(+/- 267 )",177,"(+/- 146 )"
Housing,"Gross Rent","$3,000 or more",274,"(+/- 192 )",1277,"(+/- 697 )",654,"(+/- 395 )",743,"(+/- 329 )",865,"(+/- 465 )",360,"(+/- 238 )",68,"(+/- 82 )",528,"(+/- 406 )"
Housing,"Gross Rent","Median (dollars)",997,"(+/- 27 )",1124,"(+/- 26 )",834,"(+/- 21 )",933,"(+/- 12 )",1037,"(+/- 30 )",796,"(+/- 16 )",754,"(+/- 20 )",836,"(+/- 19 )"
Housing,"Gross Rent","No rent paid",3851,"(+/- 975 )",4168,"(+/- 1055 )",5529,"(+/- 798 )",3816,"(+/- 1026 )",2096,"(+/- 756 )",4327,"(+/- 831 )",6381,"(+/- 938 )",3801,"(+/- 847 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",291574,"(+/- 3569 )",338310,"(+/- 2941 )",296985,"(+/- 3085 )",285070,"(+/- 3279 )",310413,"(+/- 3084 )",303251,"(+/- 2862 )",313108,"(+/- 2622 )",311259,"(+/- 2706 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",12386,"(+/- 2092 )",16373,"(+/- 1868 )",14460,"(+/- 1590 )",24346,"(+/- 2691 )",11268,"(+/- 1870 )",12333,"(+/- 1651 )",13243,"(+/- 1445 )",13138,"(+/- 1591 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",8480,"(+/- 1426 )",11283,"(+/- 1766 )",13858,"(+/- 1538 )",19674,"(+/- 2232 )",8678,"(+/- 1437 )",9685,"(+/- 1348 )",12196,"(+/- 1411 )",11188,"(+/- 1498 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",18948,"(+/- 2132 )",19993,"(+/- 2106 )",24107,"(+/- 2325 )",28208,"(+/- 2556 )",15782,"(+/- 1799 )",22608,"(+/- 2288 )",25037,"(+/- 1723 )",20976,"(+/- 2002 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",20310,"(+/- 2357 )",25627,"(+/- 2435 )",28617,"(+/- 2091 )",29198,"(+/- 2276 )",19608,"(+/- 2004 )",26198,"(+/- 2407 )",28628,"(+/- 1799 )",25420,"(+/- 2175 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",30963,"(+/- 2712 )",35560,"(+/- 2963 )",38362,"(+/- 2470 )",40124,"(+/- 3203 )",36543,"(+/- 2929 )",41476,"(+/- 2520 )",40950,"(+/- 2542 )",40178,"(+/- 2557 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",55456,"(+/- 3504 )",60057,"(+/- 4067 )",57730,"(+/- 2436 )",51124,"(+/- 3780 )",54225,"(+/- 3005 )",60716,"(+/- 2868 )",58972,"(+/- 2797 )",61175,"(+/- 3313 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",42637,"(+/- 3152 )",46812,"(+/- 3031 )",42841,"(+/- 2314 )",33136,"(+/- 2565 )",44247,"(+/- 3140 )",42426,"(+/- 2681 )",46122,"(+/- 2166 )",45086,"(+/- 2783 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",55460,"(+/- 3242 )",61743,"(+/- 3401 )",47398,"(+/- 2505 )",32499,"(+/- 2514 )",64511,"(+/- 3221 )",50955,"(+/- 3027 )",51700,"(+/- 2427 )",56010,"(+/- 3131 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",23930,"(+/- 2089 )",30868,"(+/- 2423 )",16808,"(+/- 1490 )",13332,"(+/- 1605 )",26246,"(+/- 2144 )",19264,"(+/- 1717 )",19547,"(+/- 1623 )",20450,"(+/- 1791 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",23004,"(+/- 2071 )",29994,"(+/- 2447 )",12804,"(+/- 1437 )",13429,"(+/- 1712 )",29305,"(+/- 2299 )",17590,"(+/- 1576 )",16713,"(+/- 1454 )",17638,"(+/- 1982 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",74567,"(+/- 2086 )",75109,"(+/- 1893 )",61566,"(+/- 989 )",50295,"(+/- 1409 )",80624,"(+/- 1691 )",65822,"(+/- 1464 )",64740,"(+/- 1470 )",67661,"(+/- 1538 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",97587,"(+/- 3139 )",96914,"(+/- 1969 )",78419,"(+/- 1953 )",71099,"(+/- 2631 )",103424,"(+/- 2538 )",86228,"(+/- 2043 )",82951,"(+/- 1382 )",87769,"(+/- 2501 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",712766,"(+/- 5727 )",787703,"(+/- 2591 )",722558,"(+/- 4261 )",680719,"(+/- 3963 )",735974,"(+/- 5053 )",713137,"(+/- 3635 )",730493,"(+/- 4402 )",745004,"(+/- 2948 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",678063,"(+/- 6911 )",752130,"(+/- 4695 )",676789,"(+/- 6209 )",625730,"(+/- 6358 )",705072,"(+/- 6084 )",681004,"(+/- 4711 )",685662,"(+/- 5563 )",711733,"(+/- 4845 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",541871,"(+/- 9074 )",629816,"(+/- 8108 )",528504,"(+/- 8599 )",376941,"(+/- 11617 )",587331,"(+/- 8830 )",533923,"(+/- 8011 )",527878,"(+/- 7873 )",558091,"(+/- 8601 )"
