Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",850,H,2403,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",26,J,64,G
Business,"Paid employees for pay period including March 12",Utilities,1175,H,1026,H
Business,"Paid employees for pay period including March 12",Construction,15607,G,12183,G
Business,"Paid employees for pay period including March 12",Manufacturing,29752,G,21726,G
Business,"Paid employees for pay period including March 12","Wholesale trade",10885,G,6616,G
Business,"Paid employees for pay period including March 12","Retail trade",45954,G,35651,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9218,G,7964,G
Business,"Paid employees for pay period including March 12",Information,5651,H,4534,G
Business,"Paid employees for pay period including March 12","Finance and insurance",18637,H,9054,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4904,G,2638,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",16069,G,7268,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",7203,H,3199,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13927,G,7093,G
Business,"Paid employees for pay period including March 12","Educational services",12823,G,6830,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",65614,G,46131,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5425,G,2513,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",35144,G,20990,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12271,G,6981,G
Business,"Paid employees for pay period including March 12","Industries not classified",48,G,40,H
Business,"Annual payroll ($1,000)","Total for all sectors",15423516,G,8883262,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",52738,H,116065,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",1909,H,4393,G
Business,"Annual payroll ($1,000)",Utilities,109913,H,95372,H
Business,"Annual payroll ($1,000)",Construction,897518,G,661959,G
Business,"Annual payroll ($1,000)",Manufacturing,1695798,H,1176780,G
Business,"Annual payroll ($1,000)","Wholesale trade",757324,G,339047,G
Business,"Annual payroll ($1,000)","Retail trade",1479491,G,1094346,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",397244,G,358731,G
Business,"Annual payroll ($1,000)",Information,339886,H,230175,G
Business,"Annual payroll ($1,000)","Finance and insurance",1636446,H,585622,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",240971,G,101051,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1271257,G,432325,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",762422,J,227571,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",531229,G,238878,G
Business,"Annual payroll ($1,000)","Educational services",446534,G,204703,G
Business,"Annual payroll ($1,000)","Health care and social assistance",3539811,G,2345371,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",128206,G,53860,G
Business,"Annual payroll ($1,000)","Accommodation and food services",723347,G,403712,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",410244,G,212712,G
Business,"Annual payroll ($1,000)","Industries not classified",1228,G,589,G
Business,"Total Establishments","Total for all sectors",23815,X,17468,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",376,X,590,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",8,X,11,X
Business,"Total Establishments",Utilities,54,X,64,X
Business,"Total Establishments",Construction,2956,X,2334,X
Business,"Total Establishments",Manufacturing,912,X,764,X
Business,"Total Establishments","Wholesale trade",811,X,598,X
Business,"Total Establishments","Retail trade",3167,X,2812,X
Business,"Total Establishments","Transportation and warehousing",489,X,729,X
Business,"Total Establishments",Information,454,X,316,X
Business,"Total Establishments","Finance and insurance",1107,X,682,X
Business,"Total Establishments","Real estate and rental and leasing",1238,X,702,X
Business,"Total Establishments","Professional, scientific, and technical services",2417,X,1037,X
Business,"Total Establishments","Management of companies and enterprises",126,X,64,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1389,X,902,X
Business,"Total Establishments","Educational services",322,X,198,X
Business,"Total Establishments","Health care and social assistance",2773,X,2064,X
Business,"Total Establishments","Arts, entertainment, and recreation",523,X,362,X
Business,"Total Establishments","Accommodation and food services",2511,X,1610,X
Business,"Total Establishments","Other services (except public administration)",2135,X,1596,X
Business,"Total Establishments","Industries not classified",47,X,33,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
