Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",22,J,142,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,115,H
Business,"Paid employees for pay period including March 12",Utilities,2328,J,1359,H
Business,"Paid employees for pay period including March 12",Construction,21422,G,10044,G
Business,"Paid employees for pay period including March 12",Manufacturing,9078,G,3700,G
Business,"Paid employees for pay period including March 12","Wholesale trade",12924,G,4226,G
Business,"Paid employees for pay period including March 12","Retail trade",39586,G,30065,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",23727,G,8615,G
Business,"Paid employees for pay period including March 12",Information,6008,H,1873,H
Business,"Paid employees for pay period including March 12","Finance and insurance",18146,G,3031,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",8354,G,5910,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",17091,G,6071,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",6830,G,860,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",20962,G,13676,G
Business,"Paid employees for pay period including March 12","Educational services",11410,G,6235,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",47376,G,25789,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4950,G,6665,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",57524,G,52677,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",17509,G,7581,G
Business,"Paid employees for pay period including March 12","Industries not classified",65,H,28,J
Business,"Annual payroll ($1,000)","Total for all sectors",15446428,G,6837490,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",574,G,3792,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,9414,H
Business,"Annual payroll ($1,000)",Utilities,258218,J,145149,H
Business,"Annual payroll ($1,000)",Construction,1730082,G,672479,G
Business,"Annual payroll ($1,000)",Manufacturing,386212,G,136436,G
Business,"Annual payroll ($1,000)","Wholesale trade",689721,G,197547,G
Business,"Annual payroll ($1,000)","Retail trade",1181521,G,911790,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",1153213,G,256029,G
Business,"Annual payroll ($1,000)",Information,388454,G,99589,H
Business,"Annual payroll ($1,000)","Finance and insurance",1435903,G,194630,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",441598,G,226761,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1304296,G,369089,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",558368,G,48475,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",718530,G,451210,H
Business,"Annual payroll ($1,000)","Educational services",500805,G,155273,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2916858,G,1456581,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",96829,G,149089,G
Business,"Annual payroll ($1,000)","Accommodation and food services",1134054,G,1133476,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",547556,G,219759,G
Business,"Annual payroll ($1,000)","Industries not classified",2253,G,922,H
Business,"Total Establishments","Total for all sectors",17965,X,14392,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",14,X,19,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,N,4,X
Business,"Total Establishments",Utilities,20,X,51,X
Business,"Total Establishments",Construction,1342,X,1548,X
Business,"Total Establishments",Manufacturing,399,X,361,X
Business,"Total Establishments","Wholesale trade",985,X,479,X
Business,"Total Establishments","Retail trade",2314,X,2164,X
Business,"Total Establishments","Transportation and warehousing",456,X,497,X
Business,"Total Establishments",Information,334,X,239,X
Business,"Total Establishments","Finance and insurance",944,X,533,X
Business,"Total Establishments","Real estate and rental and leasing",1089,X,921,X
Business,"Total Establishments","Professional, scientific, and technical services",2051,X,1278,X
Business,"Total Establishments","Management of companies and enterprises",194,X,40,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",904,X,918,X
Business,"Total Establishments","Educational services",314,X,245,X
Business,"Total Establishments","Health care and social assistance",2110,X,1596,X
Business,"Total Establishments","Arts, entertainment, and recreation",216,X,326,X
Business,"Total Establishments","Accommodation and food services",2149,X,1693,X
Business,"Total Establishments","Other services (except public administration)",2105,X,1448,X
Business,"Total Establishments","Industries not classified",24,X,32,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
