Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
People,"Veteran Status","Civilian population 18 years and over","589,276","(+/-3,918)","583,817","(+/-10,438)","535,991","(+/-5,783)","597,518","(+/-1,012)","594,884","(+/-6,165)","585,392","(+/-6,039)","598,749","(+/-2,869)","578,339","(+/-5,593)","534,185","(+/-4,682)","593,619","(+/-4,611)","614,253","(+/-2,885)","561,346","(+/-10,768)","578,633","(+/-12,337)","594,049","(+/-10,642)"
People,"Veteran Status","Civilian veterans","46,363","(+/-3,366)","31,642","(+/-3,604)","68,205","(+/-4,204)","33,820","(+/-3,156)","38,765","(+/-3,041)","37,019","(+/-3,594)","57,030","(+/-2,959)","41,891","(+/-3,332)","65,766","(+/-4,476)","39,852","(+/-3,097)","47,234","(+/-3,406)","33,312","(+/-2,997)","44,049","(+/-3,898)","30,504","(+/-3,007)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","733,577","(+/-5,521)","750,441","(+/-13,768)","692,663","(+/-7,733)","741,756","(+/-2,325)","736,024","(+/-8,735)","747,991","(+/-8,157)","743,486","(+/-4,654)","747,286","(+/-7,013)","706,715","(+/-7,901)","746,432","(+/-6,020)","741,661","(+/-3,375)","738,044","(+/-14,808)","760,061","(+/-16,488)","759,798","(+/-14,212)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","125,652","(+/-6,352)","68,610","(+/-4,963)","114,800","(+/-5,994)","87,338","(+/-5,720)","116,113","(+/-5,965)","96,192","(+/-5,717)","109,678","(+/-5,284)","105,339","(+/-5,082)","105,517","(+/-5,246)","125,873","(+/-5,927)","113,539","(+/-5,275)","65,902","(+/-6,008)","92,315","(+/-6,231)","72,516","(+/-4,156)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","155,873","(+/-3,717)","168,580","(+/-6,638)","162,670","(+/-4,618)","152,480",(+/-597),"147,475","(+/-4,443)","167,970","(+/-3,869)","153,424","(+/-2,746)","176,802","(+/-2,987)","179,366","(+/-4,086)","160,145","(+/-2,600)","134,931","(+/-2,261)","180,794","(+/-7,800)","189,270","(+/-7,924)","168,542","(+/-7,426)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","8,446","(+/-1,736)","7,529","(+/-1,297)","10,109","(+/-2,364)","6,924","(+/-1,716)","7,675","(+/-1,868)","7,329","(+/-1,411)","8,379","(+/-1,542)","6,591","(+/-1,437)","9,221","(+/-1,573)","7,704","(+/-2,057)","6,661","(+/-1,578)","5,903","(+/-1,610)","8,767","(+/-2,049)","4,707","(+/-1,387)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","434,680","(+/-4,761)","491,098","(+/-9,866)","396,416","(+/-5,750)","472,072","(+/-2,793)","442,134","(+/-6,286)","456,649","(+/-5,595)","434,403","(+/-3,020)","447,413","(+/-5,571)","406,552","(+/-5,617)","446,585","(+/-4,673)","428,912","(+/-3,008)","471,139","(+/-10,576)","466,010","(+/-11,327)","490,524","(+/-10,321)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","62,727","(+/-5,251)","35,372","(+/-4,460)","56,305","(+/-4,614)","46,370","(+/-4,101)","57,855","(+/-4,787)","51,783","(+/-4,205)","54,355","(+/-4,137)","56,493","(+/-3,942)","54,718","(+/-3,976)","65,661","(+/-4,830)","48,256","(+/-4,027)","34,104","(+/-4,123)","46,926","(+/-4,769)","37,601","(+/-3,594)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","143,024","(+/-2,269)","90,763","(+/-3,474)","133,577","(+/-2,270)","117,204","(+/-1,709)","146,415","(+/-3,034)","123,372","(+/-2,310)","155,659","(+/-1,735)","123,071","(+/-2,613)","120,797","(+/-2,661)","139,702","(+/-2,743)","177,818","(+/-2,107)","86,111","(+/-4,368)","104,781","(+/-4,186)","100,732","(+/-3,889)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","54,479","(+/-2,979)","25,709","(+/-2,836)","48,386","(+/-2,773)","34,044","(+/-2,501)","50,583","(+/-3,222)","37,080","(+/-3,077)","46,944","(+/-2,801)","42,255","(+/-3,061)","41,578","(+/-2,915)","52,508","(+/-2,885)","58,622","(+/-3,297)","25,895","(+/-3,314)","36,622","(+/-2,899)","30,208","(+/-2,033)"
People,"Residence 1 Year Ago","Population 1 year and over","740,056","(+/-4,853)","745,959","(+/-13,688)","740,020","(+/-7,262)","744,393","(+/-1,698)","737,409","(+/-8,560)","746,651","(+/-8,373)","751,246","(+/-4,370)","748,780","(+/-6,484)","745,642","(+/-6,409)","747,863","(+/-5,652)","745,084","(+/-3,346)","735,085","(+/-14,450)","762,451","(+/-16,519)","756,242","(+/-14,266)"
People,"Residence 1 Year Ago","Same house","644,327","(+/-10,435)","614,990","(+/-14,410)","626,985","(+/-11,061)","633,649","(+/-8,481)","645,424","(+/-10,140)","644,195","(+/-13,026)","652,734","(+/-9,481)","671,527","(+/-9,803)","636,906","(+/-10,569)","671,217","(+/-9,666)","658,486","(+/-7,715)","636,891","(+/-15,125)","666,418","(+/-17,507)","630,557","(+/-14,809)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","95,729","(+/-8,949)","130,969","(+/-10,112)","113,035","(+/-8,664)","110,744","(+/-8,179)","91,985","(+/-8,407)","102,456","(+/-10,390)","98,512","(+/-6,904)","77,253","(+/-7,760)","108,736","(+/-9,465)","76,646","(+/-8,863)","86,598","(+/-7,475)","98,194","(+/-8,935)","96,033","(+/-10,058)","125,685","(+/-9,603)"
People,"Residence 1 Year Ago","Different house in the U.S.","92,876","(+/-8,778)","124,831","(+/-10,017)","110,848","(+/-8,765)","105,035","(+/-8,133)","90,490","(+/-8,475)","101,046","(+/-10,263)","96,696","(+/-6,828)","75,331","(+/-7,870)","102,828","(+/-9,270)","75,814","(+/-8,871)","85,030","(+/-7,369)","94,371","(+/-8,766)","92,459","(+/-9,883)","121,042","(+/-9,938)"
People,"Residence 1 Year Ago","Same county","34,198","(+/-5,719)","66,904","(+/-7,691)","48,113","(+/-7,953)","44,427","(+/-5,899)","38,581","(+/-6,578)","50,997","(+/-7,629)","42,381","(+/-5,241)","30,586","(+/-5,040)","42,442","(+/-6,144)","30,722","(+/-5,343)","37,246","(+/-5,312)","50,581","(+/-6,784)","50,401","(+/-6,832)","72,490","(+/-9,043)"
People,"Residence 1 Year Ago","Different county","58,678","(+/-6,467)","57,927","(+/-7,308)","62,735","(+/-6,044)","60,608","(+/-6,056)","51,909","(+/-6,020)","50,049","(+/-7,377)","54,315","(+/-5,570)","44,745","(+/-5,883)","60,386","(+/-6,874)","45,092","(+/-6,442)","47,784","(+/-4,851)","43,790","(+/-5,323)","42,058","(+/-6,939)","48,552","(+/-5,947)"
People,"Residence 1 Year Ago","Same state","40,618","(+/-5,087)","26,338","(+/-4,593)","21,070","(+/-3,831)","32,390","(+/-4,678)","31,917","(+/-4,567)","33,197","(+/-6,385)","32,088","(+/-4,596)","32,619","(+/-4,802)","31,291","(+/-6,193)","25,969","(+/-4,532)","21,798","(+/-3,559)","19,762","(+/-3,091)","22,377","(+/-5,359)","20,513","(+/-3,739)"
People,"Residence 1 Year Ago","Different state","18,060","(+/-3,117)","31,589","(+/-5,564)","41,665","(+/-6,064)","28,218","(+/-4,030)","19,992","(+/-3,678)","16,852","(+/-3,842)","22,227","(+/-4,194)","12,126","(+/-3,128)","29,095","(+/-4,174)","19,123","(+/-4,475)","25,986","(+/-3,420)","24,028","(+/-4,058)","19,681","(+/-4,699)","28,039","(+/-4,530)"
People,"Residence 1 Year Ago",Abroad,"2,853","(+/-1,322)","6,138","(+/-2,722)","2,187",(+/-953),"5,709","(+/-1,683)","1,495",(+/-622),"1,410",(+/-754),"1,816",(+/-733),"1,922","(+/-1,089)","5,908","(+/-2,133)",832,(+/-507),"1,568",(+/-804),"3,823","(+/-1,727)","3,574","(+/-1,634)","4,643","(+/-2,543)"
Workers,"Employment Status","Population 16 years and over","610,990","(+/-4,496)","605,645","(+/-10,874)","605,995","(+/-5,063)","615,834","(+/-1,442)","615,488","(+/-6,292)","606,036","(+/-6,417)","621,015","(+/-3,256)","600,515","(+/-5,986)","595,338","(+/-4,802)","615,587","(+/-4,913)","632,419","(+/-3,771)","583,401","(+/-11,694)","601,903","(+/-12,447)","614,102","(+/-11,244)"
Workers,"Employment Status","In labor force","345,883","(+/-7,778)","426,167","(+/-9,915)","372,580","(+/-6,631)","386,318","(+/-5,925)","351,960","(+/-7,748)","381,561","(+/-7,476)","356,923","(+/-6,239)","363,940","(+/-8,400)","363,153","(+/-6,096)","368,910","(+/-6,630)","353,095","(+/-5,996)","404,320","(+/-11,862)","390,701","(+/-9,911)","436,256","(+/-10,498)"
Workers,"Employment Status","Civilian labor force","343,981","(+/-7,860)","425,838","(+/-9,930)","321,858","(+/-6,897)","385,462","(+/-6,016)","350,825","(+/-7,828)","380,865","(+/-7,479)","351,197","(+/-6,333)","363,349","(+/-8,352)","320,882","(+/-6,420)","367,847","(+/-6,435)","352,255","(+/-5,990)","402,897","(+/-11,710)","388,381","(+/-9,995)","434,667","(+/-10,490)"
Workers,"Employment Status",Employed,"318,605","(+/-8,109)","403,664","(+/-10,162)","300,868","(+/-6,887)","363,003","(+/-6,744)","329,030","(+/-8,370)","357,748","(+/-7,866)","330,118","(+/-6,549)","343,927","(+/-8,706)","298,510","(+/-6,296)","346,914","(+/-6,935)","332,597","(+/-7,035)","382,304","(+/-11,524)","369,174","(+/-9,930)","413,404","(+/-10,184)"
Workers,"Employment Status",Unemployed,"25,376","(+/-3,099)","22,174","(+/-3,333)","20,990","(+/-3,081)","22,459","(+/-2,965)","21,795","(+/-3,061)","23,117","(+/-3,199)","21,079","(+/-2,689)","19,422","(+/-2,657)","22,372","(+/-2,796)","20,933","(+/-2,641)","19,658","(+/-4,132)","20,593","(+/-2,933)","19,207","(+/-2,757)","21,263","(+/-2,945)"
Workers,"Employment Status","Armed Forces","1,902",(+/-843),329,(+/-361),"50,722","(+/-3,982)",856,(+/-682),"1,135",(+/-836),696,(+/-484),"5,726","(+/-1,407)",591,(+/-557),"42,271","(+/-2,587)","1,063",(+/-933),840,(+/-656),"1,423",(+/-910),"2,320",(+/-634),"1,589",(+/-710)
Workers,"Employment Status","Not in labor force","265,107","(+/-7,527)","179,478","(+/-6,836)","233,415","(+/-5,945)","229,516","(+/-6,096)","263,528","(+/-7,409)","224,475","(+/-7,160)","264,092","(+/-5,625)","236,575","(+/-7,890)","232,185","(+/-6,407)","246,677","(+/-7,276)","279,324","(+/-6,194)","179,081","(+/-7,840)","211,202","(+/-8,591)","177,846","(+/-6,198)"
Workers,"Employment Status","Civilian labor force","343,981","(+/-7,860)","425,838","(+/-9,930)","321,858","(+/-6,897)","385,462","(+/-6,016)","350,825","(+/-7,828)","380,865","(+/-7,479)","351,197","(+/-6,333)","363,349","(+/-8,352)","320,882","(+/-6,420)","367,847","(+/-6,435)","352,255","(+/-5,990)","402,897","(+/-11,710)","388,381","(+/-9,995)","434,667","(+/-10,490)"
Workers,"Employment Status","Unemployment Rate",7.4,(+/-0.9),5.2,(+/-0.8),6.5,(+/-0.9),5.8,(+/-0.8),6.2,(+/-0.9),6.1,(+/-0.8),6.0,(+/-0.8),5.3,(+/-0.7),7.0,(+/-0.8),5.7,(+/-0.7),5.6,(+/-1.2),5.1,(+/-0.7),4.9,(+/-0.7),4.9,(+/-0.7)
Workers,"Commuting to Work","Workers 16 years and over","313,835","(+/-8,022)","397,165","(+/-10,287)","346,214","(+/-6,542)","356,504","(+/-6,568)","319,593","(+/-8,323)","348,041","(+/-8,175)","326,060","(+/-6,491)","335,605","(+/-8,900)","334,637","(+/-5,929)","340,177","(+/-7,149)","326,896","(+/-7,195)","373,860","(+/-11,074)","365,369","(+/-9,941)","403,736","(+/-9,806)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","248,314","(+/-7,875)","216,490","(+/-8,634)","258,782","(+/-8,342)","225,273","(+/-6,994)","247,793","(+/-8,090)","257,748","(+/-7,907)","252,135","(+/-6,138)","252,562","(+/-8,745)","255,352","(+/-5,862)","264,546","(+/-7,772)","249,470","(+/-8,825)","219,554","(+/-9,782)","248,633","(+/-9,832)","244,287","(+/-7,235)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","25,152","(+/-2,507)","21,607","(+/-4,067)","35,499","(+/-3,940)","25,878","(+/-4,025)","24,120","(+/-3,317)","21,555","(+/-3,030)","25,265","(+/-2,742)","26,202","(+/-3,684)","29,122","(+/-3,686)","30,935","(+/-3,568)","26,054","(+/-4,038)","23,417","(+/-3,274)","26,485","(+/-3,871)","25,064","(+/-3,106)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",469,(+/-342),"2,039",(+/-959),792,(+/-629),"3,947","(+/-1,247)","1,849",(+/-886),"3,203","(+/-1,277)","1,491",(+/-927),501,(+/-381),898,(+/-513),223,(+/-143),675,(+/-488),"3,570","(+/-1,241)","1,063",(+/-675),"4,384","(+/-1,344)"
Workers,"Commuting to Work",Walked,"2,457","(+/-1,003)","2,941","(+/-1,068)","10,976","(+/-1,760)","6,100","(+/-1,597)","4,663","(+/-1,254)","5,343","(+/-1,336)","2,153",(+/-663),"3,076","(+/-1,095)","8,411","(+/-1,826)","2,970",(+/-975),"4,926","(+/-1,262)","2,428",(+/-813),"4,662","(+/-1,570)","6,668","(+/-1,584)"
Workers,"Commuting to Work","Other means","7,037","(+/-2,374)","7,287","(+/-1,809)","5,262","(+/-1,474)","5,194","(+/-1,546)","2,547",(+/-858),"6,874","(+/-1,819)","4,801","(+/-1,239)","2,824",(+/-924),"4,375","(+/-1,494)","4,849","(+/-1,873)","4,794","(+/-1,290)","4,358","(+/-1,375)","3,800","(+/-1,138)","5,898","(+/-1,456)"
Workers,"Commuting to Work","Worked from home","30,406","(+/-3,631)","146,801","(+/-6,835)","34,903","(+/-4,433)","90,112","(+/-5,782)","38,621","(+/-2,999)","53,318","(+/-4,594)","40,215","(+/-4,195)","50,440","(+/-4,209)","36,479","(+/-2,933)","36,654","(+/-3,403)","40,977","(+/-3,725)","120,533","(+/-7,627)","80,726","(+/-5,711)","117,435","(+/-5,626)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",24.9,(+/-0.8),24.1,(+/-0.8),24.3,(+/-0.8),24.5,(+/-0.8),24.4,(+/-1.0),22.3,(+/-0.8),24.2,(+/-0.8),25.9,(+/-0.8),24.1,(+/-0.9),24.3,(+/-0.8),23.1,(+/-0.8),25.8,(+/-0.7),27.9,(+/-1.0),23.7,(+/-0.6)
Workers,Occupation,"Civilian employed population 16 years and over","318,605","(+/-8,109)","403,664","(+/-10,162)","300,868","(+/-6,887)","363,003","(+/-6,744)","329,030","(+/-8,370)","357,748","(+/-7,866)","330,118","(+/-6,549)","343,927","(+/-8,706)","298,510","(+/-6,296)","346,914","(+/-6,935)","332,597","(+/-7,035)","382,304","(+/-11,524)","369,174","(+/-9,930)","413,404","(+/-10,184)"
Workers,Occupation,"Management, business, science, and arts occupations","111,884","(+/-6,283)","240,612","(+/-7,512)","102,185","(+/-6,121)","186,675","(+/-7,839)","129,393","(+/-6,284)","140,130","(+/-6,704)","119,322","(+/-5,171)","129,314","(+/-6,494)","108,930","(+/-5,101)","116,583","(+/-5,518)","128,477","(+/-6,719)","171,011","(+/-7,635)","166,817","(+/-8,417)","207,256","(+/-7,901)"
Workers,Occupation,"Service occupations","57,749","(+/-4,656)","42,435","(+/-4,043)","54,556","(+/-4,381)","47,095","(+/-4,606)","53,546","(+/-3,812)","57,004","(+/-4,666)","56,702","(+/-4,133)","50,402","(+/-4,675)","50,733","(+/-4,226)","53,452","(+/-4,276)","55,388","(+/-4,397)","51,266","(+/-5,367)","52,337","(+/-4,808)","48,041","(+/-4,639)"
Workers,Occupation,"Sales and office occupations","64,647","(+/-4,426)","72,186","(+/-5,423)","61,248","(+/-4,483)","64,224","(+/-5,004)","63,055","(+/-4,708)","77,749","(+/-6,274)","70,467","(+/-4,872)","67,277","(+/-4,751)","60,183","(+/-5,067)","71,833","(+/-4,539)","70,996","(+/-5,304)","79,857","(+/-5,771)","71,074","(+/-5,980)","83,349","(+/-6,098)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","29,746","(+/-3,142)","16,521","(+/-2,746)","36,231","(+/-3,952)","27,256","(+/-3,109)","32,331","(+/-3,055)","26,736","(+/-3,081)","34,490","(+/-3,628)","38,674","(+/-4,355)","26,488","(+/-3,053)","33,500","(+/-3,303)","35,549","(+/-3,147)","29,218","(+/-3,384)","38,645","(+/-4,613)","27,809","(+/-2,676)"
Workers,Occupation,"Production, transportation, and material moving occupations","54,579","(+/-4,999)","31,910","(+/-4,248)","46,648","(+/-3,979)","37,753","(+/-4,034)","50,705","(+/-5,095)","56,129","(+/-4,515)","49,137","(+/-4,383)","58,260","(+/-4,602)","52,176","(+/-3,993)","71,546","(+/-4,360)","42,187","(+/-4,641)","50,952","(+/-4,049)","40,301","(+/-4,589)","46,949","(+/-4,247)"
Workers,Industry,"Civilian employed population 16 years and over","318,605","(+/-8,109)","403,664","(+/-10,162)","300,868","(+/-6,887)","363,003","(+/-6,744)","329,030","(+/-8,370)","357,748","(+/-7,866)","330,118","(+/-6,549)","343,927","(+/-8,706)","298,510","(+/-6,296)","346,914","(+/-6,935)","332,597","(+/-7,035)","382,304","(+/-11,524)","369,174","(+/-9,930)","413,404","(+/-10,184)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","5,457","(+/-1,378)","1,785",(+/-917),"8,548","(+/-1,688)","1,834",(+/-801),"4,510","(+/-1,517)","2,577","(+/-1,050)","4,974","(+/-1,191)","3,962","(+/-1,164)","4,276","(+/-1,286)","3,618","(+/-1,339)","4,723","(+/-1,192)","1,712",(+/-743),"3,288","(+/-1,457)","1,274",(+/-678)
Workers,Industry,Construction,"23,157","(+/-2,802)","20,154","(+/-3,448)","24,286","(+/-2,994)","24,120","(+/-2,917)","25,934","(+/-3,090)","22,816","(+/-2,523)","26,131","(+/-2,903)","29,461","(+/-3,583)","18,769","(+/-2,596)","25,446","(+/-3,482)","28,069","(+/-3,462)","29,680","(+/-3,602)","37,059","(+/-3,751)","31,114","(+/-3,263)"
Workers,Industry,Manufacturing,"46,289","(+/-4,637)","36,658","(+/-3,900)","30,976","(+/-3,595)","35,123","(+/-3,733)","43,974","(+/-4,130)","50,469","(+/-4,040)","32,688","(+/-2,838)","49,338","(+/-4,818)","44,658","(+/-3,799)","68,192","(+/-4,647)","36,105","(+/-4,015)","33,248","(+/-3,739)","36,357","(+/-3,864)","38,686","(+/-3,350)"
Workers,Industry,"Wholesale trade","6,867","(+/-1,540)","9,380","(+/-2,263)","5,170","(+/-1,192)","5,269","(+/-1,488)","6,438","(+/-1,410)","9,451","(+/-1,952)","6,318","(+/-1,499)","9,071","(+/-1,857)","5,978","(+/-1,312)","8,944","(+/-1,637)","5,841","(+/-1,241)","9,061","(+/-1,638)","8,892","(+/-2,071)","11,752","(+/-2,076)"
Workers,Industry,"Retail trade","38,049","(+/-4,097)","40,034","(+/-4,437)","36,882","(+/-3,314)","32,044","(+/-3,661)","39,277","(+/-4,318)","37,101","(+/-3,567)","38,625","(+/-3,956)","40,316","(+/-3,855)","38,075","(+/-3,320)","47,306","(+/-4,793)","45,253","(+/-4,852)","47,056","(+/-5,062)","36,362","(+/-3,980)","40,768","(+/-4,295)"
Workers,Industry,"Transportation and warehousing, and utilities","20,144","(+/-2,989)","16,275","(+/-2,539)","14,573","(+/-2,455)","14,938","(+/-2,520)","15,082","(+/-2,246)","25,597","(+/-3,294)","21,428","(+/-3,033)","20,297","(+/-2,824)","15,254","(+/-2,504)","18,408","(+/-2,274)","14,372","(+/-2,328)","28,912","(+/-3,438)","16,250","(+/-2,972)","27,014","(+/-3,741)"
Workers,Industry,Information,"2,997",(+/-936),"9,280","(+/-1,968)","3,935","(+/-1,201)","6,271","(+/-1,755)","4,308","(+/-1,020)","3,613","(+/-1,172)","5,571","(+/-1,307)","5,216","(+/-1,678)","2,231",(+/-822),"3,370",(+/-975),"5,411","(+/-1,439)","5,988","(+/-1,353)","7,949","(+/-2,286)","8,946","(+/-1,835)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","16,932","(+/-2,696)","32,479","(+/-3,035)","17,064","(+/-2,711)","19,449","(+/-2,605)","17,795","(+/-2,216)","25,870","(+/-3,267)","18,443","(+/-2,127)","25,330","(+/-3,088)","12,015","(+/-2,012)","18,539","(+/-2,501)","19,019","(+/-2,586)","45,782","(+/-4,736)","25,680","(+/-3,752)","60,276","(+/-4,705)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","24,805","(+/-3,378)","90,643","(+/-6,041)","26,502","(+/-3,270)","45,830","(+/-3,868)","31,627","(+/-2,935)","37,684","(+/-3,881)","36,004","(+/-3,643)","34,824","(+/-2,887)","29,131","(+/-3,224)","28,122","(+/-2,928)","32,307","(+/-3,501)","45,323","(+/-4,616)","59,488","(+/-5,138)","63,333","(+/-4,539)"
Workers,Industry,"Educational services, and health care and social assistance","76,416","(+/-5,591)","85,817","(+/-4,666)","64,701","(+/-4,259)","120,782","(+/-5,922)","83,579","(+/-5,268)","83,821","(+/-6,098)","77,712","(+/-4,517)","71,666","(+/-5,066)","68,805","(+/-4,197)","72,593","(+/-4,488)","76,328","(+/-5,103)","76,403","(+/-5,650)","79,071","(+/-5,986)","71,039","(+/-5,472)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","27,556","(+/-3,599)","25,112","(+/-3,354)","30,391","(+/-3,494)","26,906","(+/-3,197)","27,768","(+/-3,453)","27,323","(+/-3,940)","28,410","(+/-3,041)","27,084","(+/-3,467)","25,165","(+/-2,566)","22,811","(+/-2,910)","37,806","(+/-3,937)","29,076","(+/-3,972)","26,755","(+/-3,132)","32,749","(+/-3,427)"
Workers,Industry,"Other services, except public administration","13,378","(+/-2,007)","14,705","(+/-2,817)","15,940","(+/-2,411)","15,975","(+/-2,257)","17,317","(+/-2,871)","18,593","(+/-3,004)","15,463","(+/-2,173)","17,218","(+/-2,488)","16,459","(+/-2,427)","15,850","(+/-1,910)","15,966","(+/-2,305)","19,165","(+/-3,069)","14,637","(+/-2,394)","17,007","(+/-2,744)"
Workers,Industry,"Public administration","16,558","(+/-2,438)","21,342","(+/-3,782)","21,900","(+/-2,603)","14,462","(+/-2,576)","11,421","(+/-1,960)","12,833","(+/-3,046)","18,351","(+/-2,430)","10,144","(+/-2,016)","17,694","(+/-2,391)","13,715","(+/-2,218)","11,397","(+/-1,804)","10,898","(+/-2,153)","17,386","(+/-3,194)","9,446","(+/-1,449)"
Workers,"Class of Worker","Civilian employed population 16 years and over","318,605","(+/-8,109)","403,664","(+/-10,162)","300,868","(+/-6,887)","363,003","(+/-6,744)","329,030","(+/-8,370)","357,748","(+/-7,866)","330,118","(+/-6,549)","343,927","(+/-8,706)","298,510","(+/-6,296)","346,914","(+/-6,935)","332,597","(+/-7,035)","382,304","(+/-11,524)","369,174","(+/-9,930)","413,404","(+/-10,184)"
Workers,"Class of Worker","Private wage and salary workers","246,334","(+/-7,717)","327,085","(+/-10,221)","216,219","(+/-7,590)","277,297","(+/-7,798)","262,952","(+/-7,610)","291,458","(+/-7,510)","250,736","(+/-7,337)","282,740","(+/-8,864)","226,042","(+/-5,911)","283,001","(+/-6,436)","262,285","(+/-7,566)","319,801","(+/-11,180)","293,439","(+/-9,054)","353,463","(+/-10,646)"
Workers,"Class of Worker","Government workers","55,286","(+/-4,170)","56,379","(+/-4,711)","58,555","(+/-4,294)","66,081","(+/-5,524)","44,534","(+/-3,249)","47,216","(+/-5,852)","55,585","(+/-3,707)","37,568","(+/-3,780)","52,630","(+/-4,136)","44,945","(+/-3,186)","42,996","(+/-3,777)","41,160","(+/-4,692)","51,624","(+/-4,872)","34,261","(+/-3,116)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","16,435","(+/-2,400)","19,510","(+/-2,203)","25,128","(+/-3,506)","19,121","(+/-2,337)","20,431","(+/-2,452)","18,623","(+/-2,447)","23,153","(+/-3,002)","22,829","(+/-3,262)","19,204","(+/-2,604)","18,075","(+/-2,389)","26,861","(+/-3,223)","20,397","(+/-3,297)","23,599","(+/-4,622)","24,671","(+/-2,639)"
Workers,"Class of Worker","Unpaid family workers",550,(+/-461),690,(+/-596),966,(+/-832),504,(+/-392),"1,113",(+/-875),451,(+/-284),644,(+/-470),790,(+/-625),634,(+/-331),893,(+/-566),455,(+/-304),946,(+/-792),512,(+/-436),"1,009",(+/-672)
Housing,"Housing Occupancy","Total housing units","356,858","(+/-2,405)","324,919","(+/-4,996)","384,562","(+/-2,734)","329,767","(+/-1,938)","367,871","(+/-3,509)","329,805","(+/-3,421)","381,595","(+/-1,871)","312,066","(+/-2,627)","323,900","(+/-2,774)","331,433","(+/-2,159)","402,569","(+/-1,802)","306,431","(+/-6,067)","303,329","(+/-5,745)","346,593","(+/-5,685)"
Housing,"Housing Occupancy","Occupied housing units","306,250","(+/-4,200)","296,926","(+/-5,424)","297,722","(+/-5,422)","302,190","(+/-3,780)","308,286","(+/-5,412)","296,969","(+/-4,326)","316,031","(+/-4,258)","277,281","(+/-4,302)","290,541","(+/-4,734)","298,308","(+/-3,675)","306,941","(+/-5,600)","275,937","(+/-6,123)","282,211","(+/-6,239)","324,039","(+/-5,788)"
Housing,"Housing Occupancy","Vacant housing units","50,608","(+/-3,892)","27,993","(+/-4,026)","86,840","(+/-4,673)","27,577","(+/-3,258)","59,585","(+/-4,426)","32,836","(+/-3,101)","65,564","(+/-4,063)","34,785","(+/-3,646)","33,359","(+/-3,779)","33,125","(+/-3,513)","95,628","(+/-5,663)","30,494","(+/-2,990)","21,118","(+/-3,083)","22,554","(+/-3,030)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.5,(+/-0.7),0.6,(+/-0.4),0.6,(+/-0.5),0.9,(+/-0.4),0.8,(+/-0.4),1.7,(+/-0.6),0.6,(+/-0.3),1.1,(+/-0.4),1.0,(+/-0.4),0.9,(+/-0.3),7.3,(+/-1.1),0.6,(+/-0.4),0.9,(+/-0.4),0.7,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",2.4,(+/-0.8),7.9,(+/-1.7),12.7,(+/-1.9),5.1,(+/-1.6),6.0,(+/-1.5),5.7,(+/-1.4),7.5,(+/-1.5),3.3,(+/-1.6),4.6,(+/-1.2),3.1,(+/-1.2),9.2,(+/-2.2),6.8,(+/-1.5),6.3,(+/-1.8),5.0,(+/-1.1)
Housing,"Housing Tenure","Occupied housing units","306,250","(+/-4,200)","296,926","(+/-5,424)","297,722","(+/-5,422)","302,190","(+/-3,780)","308,286","(+/-5,412)","296,969","(+/-4,326)","316,031","(+/-4,258)","277,281","(+/-4,302)","290,541","(+/-4,734)","298,308","(+/-3,675)","306,941","(+/-5,600)","275,937","(+/-6,123)","282,211","(+/-6,239)","324,039","(+/-5,788)"
