Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",531,"(+/- 11 )",520,"(+/- 13 )",585,"(+/- 17 )",471,"(+/- 8 )"
Housing,"Gross Rent","Occupied units paying rent",74866,"(+/- 3435 )",87663,"(+/- 4037 )",102044,"(+/- 4316 )",76428,"(+/- 3425 )"
Housing,"Gross Rent","Less than $500",9994,"(+/- 1237 )",9211,"(+/- 1239 )",8577,"(+/- 1422 )",13016,"(+/- 1496 )"
Housing,"Gross Rent","$500 to $999",43736,"(+/- 3203 )",52269,"(+/- 3466 )",49766,"(+/- 3327 )",47291,"(+/- 2890 )"
Housing,"Gross Rent","$1,000 to $1,499",15686,"(+/- 2144 )",19809,"(+/- 2464 )",32876,"(+/- 3007 )",12449,"(+/- 1757 )"
Housing,"Gross Rent","$1,500 to $1,999",3319,"(+/- 1005 )",3991,"(+/- 1004 )",8369,"(+/- 2256 )",2400,"(+/- 963 )"
Housing,"Gross Rent","$2,000 to $2,499",465,"(+/- 265 )",652,"(+/- 340 )",1620,"(+/- 846 )",776,"(+/- 520 )"
Housing,"Gross Rent","$2,500 to $2,999",187,"(+/- 159 )",373,"(+/- 366 )",329,"(+/- 259 )",46,"(+/- 80 )"
Housing,"Gross Rent","$3,000 or more",1479,"(+/- 624 )",1358,"(+/- 467 )",507,"(+/- 350 )",450,"(+/- 259 )"
Housing,"Gross Rent","Median (dollars)",798,"(+/- 25 )",843,"(+/- 19 )",947,"(+/- 19 )",754,"(+/- 18 )"
Housing,"Gross Rent","No rent paid",5235,"(+/- 1004 )",5749,"(+/- 1043 )",5433,"(+/- 1125 )",7938,"(+/- 1420 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",318625,"(+/- 3342 )",317583,"(+/- 3385 )",352077,"(+/- 3242 )",312182,"(+/- 3148 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",13942,"(+/- 1714 )",17993,"(+/- 2272 )",15205,"(+/- 1957 )",17104,"(+/- 2005 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",13727,"(+/- 1884 )",11924,"(+/- 1764 )",10581,"(+/- 1376 )",13175,"(+/- 1345 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",26249,"(+/- 2945 )",26323,"(+/- 2507 )",24065,"(+/- 2345 )",25853,"(+/- 2104 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",27263,"(+/- 2475 )",27813,"(+/- 2443 )",26576,"(+/- 2397 )",26552,"(+/- 2382 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",39834,"(+/- 2571 )",40581,"(+/- 3064 )",42970,"(+/- 3698 )",41834,"(+/- 2477 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",59822,"(+/- 3413 )",59600,"(+/- 3766 )",62991,"(+/- 3785 )",60893,"(+/- 2889 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",48301,"(+/- 2929 )",42733,"(+/- 3074 )",52336,"(+/- 3948 )",43489,"(+/- 2565 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",52828,"(+/- 3221 )",50169,"(+/- 3151 )",61052,"(+/- 3424 )",51201,"(+/- 2763 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",18611,"(+/- 2052 )",20377,"(+/- 2074 )",27948,"(+/- 2537 )",17532,"(+/- 1931 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",18048,"(+/- 2014 )",20070,"(+/- 2482 )",28353,"(+/- 3034 )",14549,"(+/- 1622 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",64743,"(+/- 1567 )",62612,"(+/- 1583 )",72157,"(+/- 1663 )",62671,"(+/- 1327 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",84518,"(+/- 2391 )",87635,"(+/- 3600 )",93426,"(+/- 2458 )",79552,"(+/- 1695 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",767047,"(+/- 2436 )",774204,"(+/- 2251 )",856449,"(+/- 2673 )",753482,"(+/- 2222 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",733298,"(+/- 5194 )",737027,"(+/- 4452 )",817521,"(+/- 5547 )",712051,"(+/- 4191 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",566860,"(+/- 10256 )",550212,"(+/- 8941 )",627624,"(+/- 11498 )",534780,"(+/- 7677 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",281873,"(+/- 8934 )",303129,"(+/- 8249 )",291709,"(+/- 9820 )",290514,"(+/- 7845 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",33749,"(+/- 5118 )",37177,"(+/- 3925 )",38928,"(+/- 4862 )",41431,"(+/- 4149 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",186927,"(+/- 2095 )",187123,"(+/- 2250 )",220413,"(+/- 1911 )",187286,"(+/- 2180 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5497,"(+/- 1656 )",6474,"(+/- 1916 )",6972,"(+/- 1959 )",7263,"(+/- 1716 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.5,"(+/- 1.0 )",7.5,"(+/- 0.9 )",6.0,"(+/- 0.8 )",7.9,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.4,"(+/- 1.6 )",12.0,"(+/- 1.6 )",9.8,"(+/- 1.6 )",13.6,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.8,"(+/- 3.3 )",14.7,"(+/- 4.7 )",8.9,"(+/- 3.6 )",16.0,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.1,"(+/- 0.6 )",3.5,"(+/- 0.6 )",3.7,"(+/- 0.8 )",3.3,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.9,"(+/- 1.0 )",4.5,"(+/- 1.2 )",5.8,"(+/- 1.6 )",5.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.9,"(+/- 2.6 )",3.4,"(+/- 2.3 )",5.3,"(+/- 3.3 )",7.9,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.0,"(+/- 4.0 )",27.5,"(+/- 4.7 )",16.8,"(+/- 3.8 )",35.1,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",27.9,"(+/- 4.8 )",35.2,"(+/- 6.0 )",23.6,"(+/- 5.3 )",42.2,"(+/- 6.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",33.8,"(+/- 15.7 )",62.1,"(+/- 14.6 )",15.9,"(+/- 12.3 )",45.4,"(+/- 12.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",10.3,"(+/- 1.0 )",12.4,"(+/- 0.9 )",9.7,"(+/- 1.0 )",12.3,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",9.6,"(+/- 1.7 )",13.5,"(+/- 1.7 )",12.4,"(+/- 2.1 )",14.7,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",9.5,"(+/- 1.7 )",13.3,"(+/- 1.7 )",11.8,"(+/- 2.1 )",14.3,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",10.7,"(+/- 2.7 )",15.3,"(+/- 2.9 )",11.1,"(+/- 2.5 )",15.2,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",9.1,"(+/- 1.8 )",12.6,"(+/- 1.9 )",12.0,"(+/- 2.3 )",14.0,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.5,"(+/- 1.0 )",12.1,"(+/- 0.8 )",8.8,"(+/- 0.8 )",11.6,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.3,"(+/- 1.0 )",9.0,"(+/- 1.1 )",7.8,"(+/- 1.2 )",8.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.6,"(+/- 1.0 )",8.1,"(+/- 0.9 )",7.1,"(+/- 1.1 )",8.5,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.4,"(+/- 2.0 )",27.0,"(+/- 2.0 )",19.0,"(+/- 1.6 )",25.8,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",186646,"(+/- 4083 )",193833,"(+/- 3805 )",211328,"(+/- 4882 )",198056,"(+/- 4243 )"
Education,"School Enrollment","Nursery school, preschool",11593,"(+/- 1762 )",11472,"(+/- 1581 )",12590,"(+/- 2346 )",11071,"(+/- 1195 )"
Education,"School Enrollment",Kindergarten,9349,"(+/- 1279 )",13073,"(+/- 1928 )",12137,"(+/- 2171 )",8504,"(+/- 1394 )"
Education,"School Enrollment","Elementary school (grades 1-8)",80755,"(+/- 2399 )",76475,"(+/- 2977 )",92350,"(+/- 2860 )",78006,"(+/- 2061 )"
Education,"School Enrollment","High school (grades 9-12)",40059,"(+/- 1863 )",39770,"(+/- 2066 )",48321,"(+/- 1939 )",44618,"(+/- 2079 )"
Education,"School Enrollment","College or graduate school",44890,"(+/- 3095 )",53043,"(+/- 3126 )",45930,"(+/- 4132 )",55857,"(+/- 2878 )"
Education,"Educational Attainment","Population 25 years and over",525002,"(+/- 2189 )",524079,"(+/- 2631 )",583388,"(+/- 1535 )",504792,"(+/- 2560 )"
Education,"Educational Attainment","Less than 9th grade",13918,"(+/- 2166 )",14075,"(+/- 1868 )",17439,"(+/- 2378 )",13207,"(+/- 1627 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",18405,"(+/- 2160 )",18931,"(+/- 1774 )",21620,"(+/- 2640 )",25071,"(+/- 2412 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",164423,"(+/- 5484 )",159544,"(+/- 4765 )",156084,"(+/- 6292 )",166621,"(+/- 4336 )"
Education,"Educational Attainment","Some college, no degree",107166,"(+/- 5392 )",109479,"(+/- 4263 )",121448,"(+/- 6570 )",101632,"(+/- 3484 )"
Education,"Educational Attainment","Associate's degree",68879,"(+/- 4110 )",59669,"(+/- 3659 )",58322,"(+/- 3940 )",68586,"(+/- 3907 )"
Education,"Educational Attainment","Bachelor's degree",103113,"(+/- 5403 )",104302,"(+/- 5198 )",143271,"(+/- 6214 )",91192,"(+/- 3990 )"
Education,"Educational Attainment","Graduate or professional degree",49098,"(+/- 3605 )",58079,"(+/- 3494 )",65204,"(+/- 4374 )",38483,"(+/- 2786 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.8,"(+/- 0.5 )",93.7,"(+/- 0.5 )",93.3,"(+/- 0.6 )",92.4,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",29.0,"(+/- 1.1 )",31.0,"(+/- 1.1 )",35.7,"(+/- 1.2 )",25.7,"(+/- 0.9 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",340573,G,318987,G,396317,G,288668,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",516,H,398,H,282,H,1546,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",740,G,566,H,281,H,564,J
Business,"Paid employees for pay period including March 12",Utilities,1777,G,2124,G,2488,J,1984,H
Business,"Paid employees for pay period including March 12",Construction,16053,G,15561,G,20775,G,15690,G
Business,"Paid employees for pay period including March 12",Manufacturing,64043,G,61822,G,31160,G,59317,G
Business,"Paid employees for pay period including March 12","Wholesale trade",16407,G,12225,G,21326,G,19174,G
Business,"Paid employees for pay period including March 12","Retail trade",46350,G,45168,G,52327,G,40353,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",17755,G,15295,G,18355,H,14380,G
Business,"Paid employees for pay period including March 12",Information,7549,G,8861,H,9498,G,5355,G
Business,"Paid employees for pay period including March 12","Finance and insurance",20337,G,10870,G,49300,G,10306,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3139,G,3027,G,6313,G,2622,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",14576,G,11159,G,23924,G,8509,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",4912,G,4112,H,17050,G,2767,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",15906,G,15980,G,20616,G,8436,G
Business,"Paid employees for pay period including March 12","Educational services",12011,G,8575,G,7988,G,5571,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",52191,G,57664,G,56196,G,52149,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4922,H,3984,G,5537,G,3308,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",28341,G,30759,G,37578,G,24834,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12998,G,10814,G,15291,G,11765,G
Business,"Paid employees for pay period including March 12","Industries not classified",50,G,23,H,32,G,38,J
Business,"Annual payroll ($1,000)","Total for all sectors",15933729,G,13844401,G,21095971,G,12521032,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",29186,H,21761,H,14532,G,91469,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",48598,G,39187,H,14437,G,39484,J
Business,"Annual payroll ($1,000)",Utilities,183028,G,169858,G,277628,J,167861,H
Business,"Annual payroll ($1,000)",Construction,1080076,G,935271,G,1400469,G,929867,G
Business,"Annual payroll ($1,000)",Manufacturing,4152335,G,3716405,G,1705257,G,3290084,G
Business,"Annual payroll ($1,000)","Wholesale trade",956113,G,655164,G,1329855,G,1086010,G
Business,"Annual payroll ($1,000)","Retail trade",1253467,G,1176346,G,1421283,G,1067983,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",747561,G,732247,G,916604,H,685798,G
Business,"Annual payroll ($1,000)",Information,414239,G,369406,G,725855,G,286092,H
Business,"Annual payroll ($1,000)","Finance and insurance",1466082,G,671193,G,4664420,G,603940,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",123495,G,124662,G,320594,G,112969,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1048279,G,594357,G,1794535,G,503880,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",340929,G,337931,H,1191651,G,241119,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",587628,G,498603,G,891357,G,272483,G
Business,"Annual payroll ($1,000)","Educational services",330420,G,283762,H,215584,G,157612,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2336580,G,2729760,H,2956318,G,2260513,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",82021,G,58940,G,90063,G,53306,G
Business,"Annual payroll ($1,000)","Accommodation and food services",411205,G,443273,G,629861,G,350395,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",341578,G,285593,G,534585,G,319353,G
Business,"Annual payroll ($1,000)","Industries not classified",909,G,682,H,1083,G,814,G
Business,"Total Establishments","Total for all sectors",19625,X,18762,X,21869,X,21706,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",95,X,52,X,58,X,167,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",43,X,49,X,32,X,57,X
Business,"Total Establishments",Utilities,57,X,97,X,116,X,117,X
Business,"Total Establishments",Construction,2089,X,1954,X,2257,X,2407,X
Business,"Total Establishments",Manufacturing,941,X,821,X,600,X,1064,X
Business,"Total Establishments","Wholesale trade",1137,X,986,X,1184,X,1419,X
Business,"Total Establishments","Retail trade",2831,X,2633,X,2665,X,3012,X
Business,"Total Establishments","Transportation and warehousing",856,X,839,X,777,X,1418,X
Business,"Total Establishments",Information,396,X,341,X,417,X,405,X
Business,"Total Establishments","Finance and insurance",1484,X,1220,X,1774,X,1607,X
Business,"Total Establishments","Real estate and rental and leasing",722,X,744,X,1192,X,716,X
Business,"Total Establishments","Professional, scientific, and technical services",1337,X,1406,X,2268,X,1388,X
Business,"Total Establishments","Management of companies and enterprises",128,X,112,X,177,X,78,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",898,X,880,X,1166,X,892,X
Business,"Total Establishments","Educational services",211,X,186,X,248,X,181,X
Business,"Total Establishments","Health care and social assistance",2150,X,2193,X,2308,X,2098,X
Business,"Total Establishments","Arts, entertainment, and recreation",354,X,324,X,356,X,387,X
Business,"Total Establishments","Accommodation and food services",1746,X,1868,X,1898,X,1673,X
Business,"Total Establishments","Other services (except public administration)",2122,X,2023,X,2339,X,2586,X
Business,"Total Establishments","Industries not classified",28,X,34,X,37,X,34,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
